account_id,customer_id,account_type,balance,currency,status,opened_date,last_transaction_date
ACC00000031,CUST000224,SAVINGS,7183.17,GBP,SUSPENDED,2026-11-12,2026-02-03
ACC00000032,CUST000591,SAVINGS,42838.08,AUD,ACTIVE,2025-05-05,2026-01-17
ACC00000033,CUST000022,INVESTMENT,88774.11,GBP,SUSPENDED,2025-07-18,2026-01-23
ACC00000034,CUST000242,LOAN,74502.87,CHF,SUSPENDED,2027-08-27,2026-02-19
ACC00000035,CUST000647,CHECKING,49637.53,JPY,ACTIVE,2027-06-01,2026-01-13
ACC00000036,CUST000951,CHECKING,12574.78,GBP,PENDING,2025-03-30,2026-01-22
ACC00000037,CUST000888,SAVINGS,16099.69,JPY,ACTIVE,2024-06-25,2026-02-20
ACC00000038,CUST000122,INVESTMENT,20930.46,CHF,SUSPENDED,2025-08-08,2026-01-24
ACC00000039,CUST000519,CHECKING,51590.81,USD,PENDING,2026-11-05,2026-02-08
ACC00000040,CUST000644,CHECKING,52402.48,CHF,CLOSED,2024-06-05,2026-02-06
ACC00000041,CUST000049,SAVINGS,10147.49,CAD,CLOSED,2026-12-14,2026-02-21
ACC00000042,CUST000877,LOAN,50997.42,GBP,ACTIVE,2026-04-16,2026-01-03
ACC00000043,CUST000135,LOAN,18918.73,GBP,ACTIVE,2024-04-09,2026-01-25
ACC00000044,CUST000363,LOAN,43165.18,JPY,PENDING,2026-11-30,2026-01-24
ACC00000045,CUST000338,CHECKING,76039.57,AUD,SUSPENDED,2025-02-12,2026-02-21
ACC00000046,CUST000296,SAVINGS,34285.97,JPY,PENDING,2027-06-08,2026-01-14
ACC00000047,CUST000834,CREDIT,84965.41,EUR,ACTIVE,2026-08-08,2026-01-15
ACC00000048,CUST000524,INVESTMENT,69273.80,CAD,SUSPENDED,2027-12-06,2025-12-30
ACC00000049,CUST000573,CHECKING,98901.19,CAD,SUSPENDED,2026-09-16,2026-01-24
ACC00000050,CUST000009,CREDIT,32334.38,USD,CLOSED,2026-10-04,2026-01-31
ACC00000051,CUST000485,LOAN,27456.63,USD,CLOSED,2028-01-16,2026-01-05
ACC00000052,CUST000402,CREDIT,52156.24,CHF,ACTIVE,2027-02-19,2026-01-08
ACC00000053,CUST000234,INVESTMENT,51217.61,JPY,PENDING,2025-09-03,2026-01-17
ACC00000054,CUST000645,INVESTMENT,50145.06,AUD,SUSPENDED,2026-09-17,2026-02-16
ACC00000055,CUST000614,SAVINGS,26300.08,CHF,SUSPENDED,2025-06-02,2026-02-16
ACC00000056,CUST000923,CREDIT,93277.92,USD,PENDING,2027-08-28,2026-01-17
ACC00000057,CUST000973,LOAN,44188.67,CAD,CLOSED,2024-09-23,2026-01-29
ACC00000058,CUST000463,LOAN,73886.61,EUR,ACTIVE,2026-09-07,2026-01-30
ACC00000059,CUST000538,LOAN,99340.29,CHF,CLOSED,2027-07-18,2026-01-18
ACC00000060,CUST000233,INVESTMENT,21883.07,CNY,ACTIVE,2027-08-12,2026-02-19
ACC00000061,CUST000478,CREDIT,65740.88,USD,CLOSED,2026-11-02,2026-01-30
ACC00000062,CUST000237,CHECKING,12396.45,CAD,ACTIVE,2027-05-22,2026-01-16
ACC00000063,CUST000386,SAVINGS,9874.18,GBP,ACTIVE,2025-03-10,2025-12-26
ACC00000064,CUST000781,SAVINGS,62264.11,CHF,ACTIVE,2026-01-25,2026-01-27
ACC00000065,CUST000761,CHECKING,31332.45,AUD,SUSPENDED,2025-11-24,2026-01-21
ACC00000066,CUST000332,LOAN,40875.63,USD,ACTIVE,2024-04-27,2026-02-03
ACC00000067,CUST000866,SAVINGS,56654.00,CAD,SUSPENDED,2024-03-20,2026-01-05
ACC00000068,CUST000058,SAVINGS,89548.46,USD,CLOSED,2027-02-21,2026-02-12
ACC00000069,CUST000411,LOAN,318.47,USD,PENDING,2027-06-14,2026-02-19
ACC00000070,CUST000806,CREDIT,30541.47,USD,SUSPENDED,2024-09-18,2026-02-12
ACC00000071,CUST000112,CREDIT,97396.83,CAD,SUSPENDED,2027-07-19,2026-01-17
ACC00000072,CUST000564,LOAN,48216.36,USD,ACTIVE,2024-12-02,2026-02-02
ACC00000073,CUST000374,LOAN,17923.32,CHF,ACTIVE,2025-02-24,2026-01-21
ACC00000074,CUST000314,SAVINGS,25168.01,JPY,CLOSED,2028-01-22,2026-01-06
ACC00000075,CUST000460,CHECKING,54986.39,CNY,SUSPENDED,2024-05-12,2026-01-01
ACC00000076,CUST000590,INVESTMENT,69676.92,JPY,CLOSED,2024-10-15,2026-01-27
ACC00000077,CUST000870,LOAN,82365.34,EUR,PENDING,2027-01-17,2026-02-19
ACC00000078,CUST000347,CHECKING,72958.63,CHF,CLOSED,2024-11-19,2026-01-17
ACC00000079,CUST000329,LOAN,43150.03,GBP,ACTIVE,2026-01-20,2026-02-16
ACC00000080,CUST000104,INVESTMENT,64584.62,USD,PENDING,2027-07-14,2026-01-24
ACC00000081,CUST000138,LOAN,18913.16,CAD,CLOSED,2024-04-27,2026-01-15
ACC00000082,CUST000691,CREDIT,50313.15,USD,CLOSED,2028-01-20,2025-12-30
ACC00000083,CUST000237,SAVINGS,74790.03,AUD,PENDING,2027-11-29,2026-01-04
ACC00000084,CUST000491,CHECKING,99270.01,EUR,SUSPENDED,2024-02-05,2026-01-31
ACC00000085,CUST000553,CREDIT,31674.20,AUD,SUSPENDED,2026-07-29,2026-01-15
ACC00000086,CUST000441,LOAN,54912.01,EUR,PENDING,2026-05-15,2026-01-13
ACC00000087,CUST000170,CHECKING,60876.18,CNY,CLOSED,2024-09-16,2026-01-23
ACC00000088,CUST000666,INVESTMENT,43819.26,GBP,PENDING,2027-02-11,2026-01-23
ACC00000089,CUST000633,INVESTMENT,36509.70,AUD,CLOSED,2026-04-15,2026-02-07
ACC00000090,CUST000070,SAVINGS,28158.36,CHF,CLOSED,2028-01-03,2026-01-28
ACC00000091,CUST000474,CHECKING,15570.28,AUD,PENDING,2026-04-02,2025-12-27
ACC00000092,CUST000082,CREDIT,47068.29,USD,ACTIVE,2026-04-28,2025-12-26
ACC00000093,CUST000896,CREDIT,18100.65,CNY,PENDING,2026-12-01,2026-01-01
ACC00000094,CUST000271,INVESTMENT,43329.06,CAD,SUSPENDED,2026-02-04,2026-02-04
ACC00000095,CUST000073,LOAN,32770.12,GBP,SUSPENDED,2024-08-10,2026-01-30
ACC00000096,CUST000355,CHECKING,34885.32,JPY,CLOSED,2027-01-22,2026-01-08
ACC00000097,CUST000567,LOAN,43726.20,JPY,CLOSED,2025-11-29,2025-12-31
ACC00000098,CUST000552,SAVINGS,12468.65,GBP,PENDING,2025-07-26,2026-01-22
ACC00000099,CUST000895,CHECKING,36799.25,JPY,CLOSED,2024-03-17,2026-01-05
ACC00000100,CUST000750,CREDIT,91561.20,AUD,SUSPENDED,2027-04-08,2026-01-11
ACC00000101,CUST000573,INVESTMENT,32188.89,CNY,ACTIVE,2024-05-01,2026-02-21
ACC00000102,CUST000695,CREDIT,44565.96,CAD,PENDING,2025-10-08,2026-02-20
ACC00000103,CUST000509,SAVINGS,21518.70,EUR,SUSPENDED,2026-09-27,2026-01-31
ACC00000104,CUST000663,CREDIT,23353.98,GBP,CLOSED,2025-05-27,2026-01-27
ACC00000105,CUST000007,CREDIT,77399.67,CNY,CLOSED,2026-11-21,2026-01-14
ACC00000106,CUST000716,SAVINGS,75891.64,JPY,SUSPENDED,2027-12-08,2026-02-02
ACC00000107,CUST000748,LOAN,25080.14,EUR,CLOSED,2027-03-21,2026-01-06
ACC00000108,CUST000984,SAVINGS,32272.48,CAD,CLOSED,2025-04-12,2026-01-18
ACC00000109,CUST000607,CREDIT,61755.85,CHF,ACTIVE,2025-04-16,2026-01-09
ACC00000110,CUST000246,INVESTMENT,13188.99,CHF,CLOSED,2027-07-27,2026-02-07
ACC00000111,CUST000137,SAVINGS,90355.51,USD,PENDING,2025-06-07,2026-01-25
ACC00000112,CUST000694,LOAN,40193.69,GBP,ACTIVE,2027-05-07,2026-02-03
ACC00000113,CUST000761,INVESTMENT,71234.06,CNY,ACTIVE,2025-05-07,2026-01-22
ACC00000114,CUST000422,INVESTMENT,75645.27,EUR,PENDING,2024-05-24,2026-01-22
ACC00000115,CUST000951,CHECKING,84862.52,EUR,SUSPENDED,2024-05-31,2026-02-19
ACC00000116,CUST000873,CREDIT,99139.79,CAD,PENDING,2024-07-03,2026-01-03
ACC00000117,CUST000764,LOAN,80947.69,CAD,CLOSED,2024-04-30,2025-12-29
ACC00000118,CUST000124,LOAN,26785.45,AUD,ACTIVE,2026-06-07,2026-01-10
ACC00000119,CUST000138,CREDIT,25191.57,CNY,PENDING,2027-03-04,2026-01-12
ACC00000120,CUST000596,CREDIT,55755.47,AUD,CLOSED,2026-02-06,2025-12-25
ACC00000121,CUST000383,CHECKING,11215.82,AUD,ACTIVE,2025-02-09,2026-01-08
ACC00000122,CUST000810,CREDIT,77827.33,EUR,PENDING,2025-04-22,2026-01-10
ACC00000123,CUST000329,CHECKING,19349.91,USD,CLOSED,2024-04-28,2026-02-03
ACC00000124,CUST000092,SAVINGS,32963.28,EUR,PENDING,2024-07-24,2026-02-03
ACC00000125,CUST000218,SAVINGS,70989.81,EUR,ACTIVE,2027-11-17,2026-02-12
ACC00000126,CUST000317,CREDIT,54488.11,GBP,ACTIVE,2024-12-23,2026-01-18
ACC00000127,CUST000397,INVESTMENT,49153.00,AUD,SUSPENDED,2024-07-13,2026-01-29
ACC00000128,CUST000042,LOAN,10083.36,AUD,CLOSED,2027-05-21,2026-02-18
ACC00000129,CUST000989,SAVINGS,60391.66,EUR,ACTIVE,2027-01-15,2026-02-16
ACC00000130,CUST000258,SAVINGS,3237.59,EUR,CLOSED,2024-09-19,2026-02-21
ACC00000131,CUST000253,CHECKING,62515.12,CAD,ACTIVE,2025-09-01,2026-02-03
ACC00000132,CUST000850,CREDIT,90832.02,CNY,ACTIVE,2025-11-02,2025-12-29
ACC00000133,CUST000460,SAVINGS,70473.39,CAD,ACTIVE,2027-03-15,2025-12-23
ACC00000134,CUST000163,INVESTMENT,10231.43,USD,ACTIVE,2026-01-24,2026-01-24
ACC00000135,CUST000499,SAVINGS,28126.89,CHF,PENDING,2027-07-30,2025-12-30
ACC00000136,CUST000020,CREDIT,46533.63,CNY,ACTIVE,2024-05-11,2026-01-26
ACC00000137,CUST000994,CHECKING,98461.48,USD,SUSPENDED,2026-10-25,2026-02-19
ACC00000138,CUST000898,SAVINGS,57331.84,GBP,ACTIVE,2027-02-16,2026-01-24
ACC00000139,CUST000969,LOAN,30908.26,USD,ACTIVE,2025-09-28,2026-01-05
ACC00000140,CUST000304,SAVINGS,9554.40,USD,CLOSED,2025-02-21,2026-01-18
ACC00000141,CUST000765,INVESTMENT,73146.51,CHF,ACTIVE,2026-01-19,2026-01-29
ACC00000142,CUST000561,SAVINGS,32737.05,USD,PENDING,2026-09-09,2026-02-12
ACC00000143,CUST000024,SAVINGS,53664.68,CAD,SUSPENDED,2027-07-30,2026-02-05
ACC00000144,CUST000296,INVESTMENT,12733.33,AUD,SUSPENDED,2025-12-07,2025-12-30
ACC00000145,CUST000276,CHECKING,92769.89,JPY,ACTIVE,2026-11-20,2026-01-29
ACC00000146,CUST000476,SAVINGS,28141.38,JPY,CLOSED,2027-07-22,2026-01-08
ACC00000147,CUST000447,CHECKING,18887.02,CHF,SUSPENDED,2024-03-14,2026-02-04
ACC00000148,CUST000545,SAVINGS,3489.12,EUR,PENDING,2026-11-13,2025-12-31
ACC00000149,CUST000029,CREDIT,54794.50,GBP,PENDING,2025-04-21,2026-01-03
ACC00000150,CUST000546,SAVINGS,79466.86,JPY,PENDING,2026-05-10,2026-01-18
ACC00000151,CUST000961,SAVINGS,46046.26,CAD,ACTIVE,2025-09-05,2026-01-12
ACC00000152,CUST000746,INVESTMENT,71448.17,EUR,ACTIVE,2026-10-13,2025-12-23
ACC00000153,CUST000914,SAVINGS,18547.68,CNY,SUSPENDED,2027-09-17,2025-12-25
ACC00000154,CUST000168,INVESTMENT,46939.59,CHF,ACTIVE,2027-08-06,2025-12-25
ACC00000155,CUST000644,CREDIT,21570.59,GBP,ACTIVE,2024-05-16,2025-12-31
ACC00000156,CUST000065,LOAN,19433.60,AUD,ACTIVE,2027-09-20,2026-02-04
ACC00000157,CUST000435,INVESTMENT,13312.89,AUD,PENDING,2026-10-20,2026-01-16
ACC00000158,CUST000750,INVESTMENT,10413.14,CNY,ACTIVE,2025-08-03,2026-02-20
ACC00000159,CUST000171,LOAN,87546.80,GBP,SUSPENDED,2024-07-10,2026-01-31
ACC00000160,CUST000026,INVESTMENT,83610.78,EUR,PENDING,2025-04-28,2026-01-22
ACC00000161,CUST000375,LOAN,10535.51,AUD,PENDING,2025-06-30,2026-01-04
ACC00000162,CUST000681,SAVINGS,16517.83,GBP,ACTIVE,2027-10-04,2026-02-04
ACC00000163,CUST000602,LOAN,47064.33,JPY,SUSPENDED,2026-10-01,2026-01-14
ACC00000164,CUST000023,INVESTMENT,68085.30,USD,SUSPENDED,2027-03-02,2026-01-12
ACC00000165,CUST000667,CREDIT,35303.08,EUR,SUSPENDED,2024-03-18,2026-01-28
ACC00000166,CUST000195,CHECKING,70763.40,CAD,CLOSED,2027-08-12,2026-01-22
ACC00000167,CUST000698,LOAN,60439.21,CNY,SUSPENDED,2025-06-25,2026-01-03
ACC00000168,CUST000192,LOAN,43722.27,USD,PENDING,2026-12-06,2026-02-21
ACC00000169,CUST000989,INVESTMENT,74759.90,AUD,CLOSED,2027-03-04,2026-01-25
ACC00000170,CUST000823,INVESTMENT,80123.13,CAD,ACTIVE,2026-07-23,2025-12-28
ACC00000171,CUST000471,SAVINGS,43877.87,CAD,PENDING,2026-03-09,2026-02-13
ACC00000172,CUST000765,CHECKING,23158.49,CHF,SUSPENDED,2026-05-08,2026-01-08
ACC00000173,CUST000417,LOAN,46747.72,CHF,SUSPENDED,2025-07-20,2026-01-17
ACC00000174,CUST000331,SAVINGS,29595.11,AUD,CLOSED,2024-01-23,2026-01-20
ACC00000175,CUST000899,SAVINGS,34151.55,CNY,CLOSED,2025-04-05,2026-01-03
ACC00000176,CUST000050,CHECKING,95814.25,AUD,ACTIVE,2025-07-10,2026-02-20
ACC00000177,CUST000021,CREDIT,49128.18,CHF,SUSPENDED,2024-10-01,2026-01-13
ACC00000178,CUST000806,LOAN,36894.07,CHF,ACTIVE,2025-04-14,2026-01-28
ACC00000179,CUST000855,SAVINGS,52794.31,GBP,CLOSED,2026-07-23,2026-02-19
ACC00000180,CUST000926,INVESTMENT,97595.74,GBP,SUSPENDED,2027-04-12,2026-02-06
ACC00000181,CUST000850,CREDIT,5020.89,USD,ACTIVE,2027-05-15,2026-01-25
ACC00000182,CUST000580,LOAN,91126.24,JPY,PENDING,2026-06-27,2026-02-15
ACC00000183,CUST000170,INVESTMENT,39297.13,USD,ACTIVE,2025-08-27,2026-01-23
ACC00000184,CUST000211,CHECKING,37038.36,CHF,CLOSED,2025-03-19,2026-01-09
ACC00000185,CUST000301,CHECKING,89194.06,CNY,PENDING,2026-06-22,2026-01-05
ACC00000186,CUST000602,INVESTMENT,81437.85,CHF,ACTIVE,2024-04-19,2026-01-13
ACC00000187,CUST000081,LOAN,97610.28,GBP,CLOSED,2027-04-15,2026-01-27
ACC00000188,CUST000951,LOAN,24822.97,AUD,ACTIVE,2026-10-30,2026-01-10
ACC00000189,CUST000833,CREDIT,96695.70,JPY,CLOSED,2026-12-30,2026-01-28
ACC00000190,CUST000970,SAVINGS,23086.22,CAD,SUSPENDED,2027-03-27,2025-12-28
ACC00000191,CUST000912,LOAN,9393.98,EUR,CLOSED,2024-12-08,2026-01-18
ACC00000192,CUST000639,LOAN,11591.92,USD,CLOSED,2025-02-25,2026-02-16
ACC00000193,CUST000755,LOAN,29437.39,CNY,ACTIVE,2027-07-31,2026-02-18
ACC00000194,CUST000737,CREDIT,81530.48,USD,ACTIVE,2026-04-11,2026-02-19
ACC00000195,CUST000239,INVESTMENT,57022.79,AUD,PENDING,2024-03-09,2026-02-14
ACC00000196,CUST000901,LOAN,94283.95,CHF,PENDING,2027-05-22,2026-02-17
ACC00000197,CUST000749,SAVINGS,19986.96,USD,ACTIVE,2024-08-08,2025-12-31
ACC00000198,CUST000115,SAVINGS,58243.97,CAD,ACTIVE,2027-06-08,2026-01-16
ACC00000199,CUST000865,INVESTMENT,12242.09,CAD,SUSPENDED,2027-08-11,2026-01-12
ACC00000200,CUST000662,CREDIT,60498.27,AUD,CLOSED,2025-09-29,2025-12-31
ACC00000201,CUST000963,CHECKING,34660.96,AUD,CLOSED,2025-01-24,2026-01-14
ACC00000202,CUST000693,CHECKING,83658.56,GBP,PENDING,2027-03-18,2026-01-03
ACC00000203,CUST000638,LOAN,52164.88,CHF,SUSPENDED,2025-03-05,2025-12-23
ACC00000204,CUST000174,CREDIT,19305.20,EUR,SUSPENDED,2024-08-19,2026-02-02
ACC00000205,CUST000018,LOAN,487.75,CNY,PENDING,2025-04-01,2026-01-14
ACC00000206,CUST000520,CHECKING,84608.51,USD,ACTIVE,2026-06-30,2026-01-23
ACC00000207,CUST000976,CREDIT,94210.58,GBP,ACTIVE,2026-07-30,2026-01-20
ACC00000208,CUST000092,CHECKING,49663.60,EUR,SUSPENDED,2026-10-17,2026-01-13
ACC00000209,CUST000345,CHECKING,42729.57,EUR,PENDING,2026-11-09,2026-02-19
ACC00000210,CUST000555,CREDIT,36810.56,JPY,CLOSED,2027-12-19,2026-01-07
ACC00000211,CUST000191,CHECKING,79540.78,EUR,PENDING,2024-03-08,2026-02-12
ACC00000212,CUST000610,INVESTMENT,21587.70,EUR,CLOSED,2024-03-20,2026-02-12
ACC00000213,CUST000519,CHECKING,6994.54,CNY,SUSPENDED,2027-01-05,2026-02-04
ACC00000214,CUST000918,LOAN,4490.18,JPY,CLOSED,2027-06-11,2026-01-14
ACC00000215,CUST000855,LOAN,42443.56,USD,PENDING,2024-01-27,2026-01-01
ACC00000216,CUST000103,CREDIT,35884.63,USD,ACTIVE,2028-01-02,2026-02-19
ACC00000217,CUST000678,INVESTMENT,96373.26,JPY,ACTIVE,2025-03-23,2026-02-14
ACC00000218,CUST000070,CREDIT,77725.27,USD,SUSPENDED,2024-11-22,2025-12-24
ACC00000219,CUST000616,SAVINGS,83629.84,USD,PENDING,2026-05-22,2026-01-31
ACC00000220,CUST000573,CREDIT,74220.01,USD,SUSPENDED,2024-02-11,2026-01-25
ACC00000221,CUST000200,INVESTMENT,21339.68,GBP,SUSPENDED,2024-12-30,2026-02-02
ACC00000222,CUST000167,CHECKING,47444.31,GBP,PENDING,2026-01-03,2026-01-21
ACC00000223,CUST000403,SAVINGS,94602.31,CAD,PENDING,2027-11-21,2026-01-11
ACC00000224,CUST000219,CHECKING,13652.34,USD,PENDING,2025-09-01,2026-01-26
ACC00000225,CUST000065,INVESTMENT,7065.76,EUR,CLOSED,2025-10-18,2026-01-11
ACC00000226,CUST000602,INVESTMENT,36513.55,AUD,SUSPENDED,2027-03-22,2026-01-12
ACC00000227,CUST000518,CREDIT,56727.16,USD,SUSPENDED,2027-02-09,2026-01-15
ACC00000228,CUST000074,CHECKING,50241.24,CAD,CLOSED,2024-11-16,2026-01-31
ACC00000229,CUST000477,LOAN,40920.85,CHF,SUSPENDED,2024-12-02,2026-01-18
ACC00000230,CUST000282,CHECKING,53072.38,GBP,PENDING,2024-03-10,2025-12-29
ACC00000231,CUST000921,SAVINGS,48270.35,AUD,PENDING,2025-02-03,2026-02-07
ACC00000232,CUST000063,SAVINGS,72217.12,EUR,CLOSED,2024-05-18,2026-02-08
ACC00000233,CUST000395,CREDIT,20174.45,JPY,PENDING,2025-08-12,2026-01-01
ACC00000234,CUST000139,SAVINGS,47864.70,AUD,PENDING,2027-04-09,2025-12-24
ACC00000235,CUST000505,CHECKING,89819.90,USD,CLOSED,2027-10-10,2026-02-16
ACC00000236,CUST000317,INVESTMENT,58438.19,CAD,CLOSED,2026-08-15,2026-01-21
ACC00000237,CUST000774,SAVINGS,96497.54,GBP,SUSPENDED,2024-06-11,2026-01-27
ACC00000238,CUST000907,SAVINGS,33405.65,AUD,CLOSED,2026-05-11,2026-01-01
ACC00000239,CUST000415,LOAN,54555.65,CAD,PENDING,2027-12-11,2026-02-07
ACC00000240,CUST000415,LOAN,90581.88,JPY,SUSPENDED,2026-05-18,2025-12-26
ACC00000241,CUST000816,SAVINGS,91561.95,EUR,CLOSED,2024-07-30,2026-02-14
ACC00000242,CUST000675,LOAN,98879.08,AUD,CLOSED,2026-12-11,2026-02-01
ACC00000243,CUST000797,SAVINGS,69381.93,USD,CLOSED,2026-09-04,2026-01-05
ACC00000244,CUST000160,SAVINGS,31005.34,JPY,ACTIVE,2026-06-15,2026-01-22
ACC00000245,CUST000438,CHECKING,86271.96,CNY,PENDING,2027-05-13,2025-12-24
ACC00000246,CUST000466,SAVINGS,45777.09,JPY,PENDING,2025-10-16,2026-01-08
ACC00000247,CUST000540,INVESTMENT,72080.42,JPY,PENDING,2025-05-07,2026-01-12
ACC00000248,CUST000245,SAVINGS,72223.86,CNY,ACTIVE,2024-03-11,2026-01-01
ACC00000249,CUST000716,LOAN,76977.96,GBP,ACTIVE,2027-02-17,2026-01-14
ACC00000250,CUST000478,SAVINGS,66762.38,CNY,CLOSED,2026-01-28,2026-02-17
ACC00000251,CUST000398,LOAN,60393.22,USD,CLOSED,2027-05-22,2025-12-30
ACC00000252,CUST000343,CREDIT,7981.90,CNY,PENDING,2027-06-20,2026-02-10
ACC00000253,CUST000747,SAVINGS,58394.55,CNY,PENDING,2025-12-06,2026-02-17
ACC00000254,CUST000550,CHECKING,49951.82,EUR,SUSPENDED,2024-10-11,2026-01-22
ACC00000255,CUST000213,LOAN,91467.71,CHF,SUSPENDED,2027-09-16,2026-01-17
ACC00000256,CUST000578,INVESTMENT,81668.14,GBP,SUSPENDED,2027-09-21,2026-02-09
ACC00000257,CUST000532,CHECKING,32623.92,CNY,PENDING,2026-09-21,2026-01-04
ACC00000258,CUST000485,INVESTMENT,29511.01,JPY,PENDING,2027-05-07,2026-01-20
ACC00000259,CUST000921,CREDIT,77688.31,USD,CLOSED,2025-08-22,2026-01-09
ACC00000260,CUST000975,INVESTMENT,50303.55,EUR,PENDING,2027-10-22,2025-12-24
ACC00000261,CUST000767,CHECKING,43025.87,USD,ACTIVE,2025-05-07,2026-01-02
ACC00000262,CUST000713,CREDIT,89614.33,CHF,SUSPENDED,2025-12-19,2026-01-14
ACC00000263,CUST000082,LOAN,54972.34,JPY,PENDING,2026-05-30,2026-01-30
ACC00000264,CUST000651,SAVINGS,4521.54,GBP,CLOSED,2027-05-11,2026-02-07
ACC00000265,CUST000903,INVESTMENT,25308.41,GBP,SUSPENDED,2024-08-03,2026-01-29
ACC00000266,CUST000029,SAVINGS,53413.46,JPY,ACTIVE,2024-09-19,2026-02-21
ACC00000267,CUST000874,LOAN,91927.52,JPY,SUSPENDED,2025-10-03,2026-01-28
ACC00000268,CUST000523,INVESTMENT,98268.97,CAD,CLOSED,2025-01-03,2026-01-04
ACC00000269,CUST000009,CREDIT,15885.16,AUD,CLOSED,2027-01-13,2025-12-26
ACC00000270,CUST000918,CREDIT,5892.25,GBP,CLOSED,2026-05-12,2026-02-10
ACC00000271,CUST000148,CHECKING,36939.93,USD,ACTIVE,2025-06-27,2025-12-29
ACC00000272,CUST000119,LOAN,94602.84,JPY,SUSPENDED,2027-03-27,2026-01-11
ACC00000273,CUST000144,CREDIT,68644.70,AUD,SUSPENDED,2028-01-05,2026-02-16
ACC00000274,CUST000305,LOAN,45029.02,AUD,ACTIVE,2025-09-16,2026-01-22
ACC00000275,CUST000097,SAVINGS,70202.70,JPY,ACTIVE,2026-07-09,2026-01-22
ACC00000276,CUST000331,INVESTMENT,82959.56,JPY,SUSPENDED,2027-07-12,2026-02-19
ACC00000277,CUST000708,INVESTMENT,98177.69,EUR,SUSPENDED,2026-11-18,2026-01-15
ACC00000278,CUST000654,CREDIT,60019.43,CAD,SUSPENDED,2027-05-13,2026-01-10
ACC00000279,CUST000840,SAVINGS,21715.09,JPY,PENDING,2025-07-06,2026-01-01
ACC00000280,CUST000745,CREDIT,64044.83,USD,SUSPENDED,2024-06-17,2026-02-07
ACC00000281,CUST000718,CREDIT,79895.50,AUD,ACTIVE,2024-10-12,2026-02-20
ACC00000282,CUST000837,SAVINGS,83316.96,CNY,ACTIVE,2027-01-03,2026-02-01
ACC00000283,CUST000939,SAVINGS,64360.87,GBP,ACTIVE,2027-07-06,2026-01-07
ACC00000284,CUST000711,LOAN,13312.31,JPY,CLOSED,2025-06-24,2025-12-30
ACC00000285,CUST000219,INVESTMENT,10974.38,CNY,CLOSED,2027-03-28,2025-12-29
