transaction_id,account_id,transaction_type,amount,currency,transaction_date,description,status
TXN0000000039,ACC00000178,INTEREST,-1721.89,CHF,2026-03-31,FEE - Branch,REVERSED
TXN0000000040,ACC00000810,INTEREST,-52.40,JPY,2026-01-17,INTEREST - ATM,REVERSED
TXN0000000041,ACC00000294,WITHDRAWAL,-2211.93,CNY,2025-12-31,FEE - ATM,REVERSED
TXN0000000042,ACC00000942,PAYMENT,9844.23,EUR,2026-04-03,FEE - Online,COMPLETED
TXN0000000043,ACC00000742,WITHDRAWAL,-3718.92,JPY,2026-01-24,PAYMENT - ATM,REVERSED
TXN0000000044,ACC00001298,PAYMENT,-4099.06,CAD,2025-12-17,DEPOSIT - Online,PENDING
TXN0000000045,ACC00000758,PAYMENT,-9596.24,CAD,2025-12-11,DEPOSIT - Mobile,FAILED
TXN0000000046,ACC00000903,PAYMENT,-6633.46,GBP,2026-03-03,FEE - Branch,COMPLETED
TXN0000000047,ACC00000083,PAYMENT,-3492.60,AUD,2025-12-20,DEPOSIT - Online,REVERSED
TXN0000000048,ACC00000830,WITHDRAWAL,-6038.65,EUR,2026-04-17,INTEREST - Mobile,PENDING
TXN0000000049,ACC00000228,PAYMENT,7214.19,CAD,2026-03-29,WITHDRAWAL - Mobile,FAILED
TXN0000000050,ACC00000634,FEE,-3715.89,CHF,2025-11-09,INTEREST - ATM,COMPLETED
TXN0000000051,ACC00001001,WITHDRAWAL,-8266.82,CHF,2025-10-27,PAYMENT - Mobile,REVERSED
TXN0000000052,ACC00000682,PAYMENT,-1708.83,AUD,2025-12-18,TRANSFER - Branch,PENDING
TXN0000000053,ACC00000580,DEPOSIT,-4679.84,CAD,2026-03-09,PAYMENT - ATM,COMPLETED
TXN0000000054,ACC00001485,DEPOSIT,4991.56,JPY,2026-02-07,PAYMENT - Mobile,PENDING
TXN0000000055,ACC00001117,DEPOSIT,6922.88,GBP,2026-03-30,PAYMENT - Branch,FAILED
TXN0000000056,ACC00000405,DEPOSIT,-3334.44,EUR,2025-12-11,TRANSFER - Mobile,PENDING
TXN0000000057,ACC00001169,TRANSFER,7515.48,AUD,2026-03-03,DEPOSIT - Online,COMPLETED
TXN0000000058,ACC00001081,FEE,252.68,USD,2025-11-18,PAYMENT - ATM,REVERSED
TXN0000000059,ACC00001466,TRANSFER,-3627.44,CAD,2026-01-07,WITHDRAWAL - ATM,PENDING
TXN0000000060,ACC00000238,TRANSFER,1331.06,AUD,2026-02-08,PAYMENT - ATM,REVERSED
TXN0000000061,ACC00001291,INTEREST,1579.01,EUR,2026-01-27,INTEREST - ATM,FAILED
TXN0000000062,ACC00001387,WITHDRAWAL,3459.79,GBP,2026-02-24,INTEREST - ATM,PENDING
TXN0000000063,ACC00001371,WITHDRAWAL,-1225.23,EUR,2026-03-30,DEPOSIT - Mobile,FAILED
TXN0000000064,ACC00000593,INTEREST,-8129.81,CAD,2026-01-31,INTEREST - ATM,PENDING
TXN0000000065,ACC00000282,DEPOSIT,2438.76,CNY,2026-04-06,PAYMENT - ATM,COMPLETED
TXN0000000066,ACC00000273,TRANSFER,-7466.34,AUD,2026-03-07,WITHDRAWAL - Branch,COMPLETED
TXN0000000067,ACC00000433,WITHDRAWAL,7890.29,CNY,2025-12-26,PAYMENT - Branch,PENDING
TXN0000000068,ACC00000997,FEE,-3984.13,AUD,2026-02-12,WITHDRAWAL - Online,FAILED
TXN0000000069,ACC00000096,WITHDRAWAL,-8530.55,JPY,2026-02-06,DEPOSIT - Online,COMPLETED
TXN0000000070,ACC00000892,WITHDRAWAL,7824.67,CAD,2026-02-10,FEE - Online,FAILED
TXN0000000071,ACC00000603,INTEREST,3524.30,USD,2025-12-07,TRANSFER - Mobile,FAILED
TXN0000000072,ACC00000656,PAYMENT,3614.02,GBP,2025-11-26,INTEREST - Branch,COMPLETED
TXN0000000073,ACC00000298,FEE,9431.88,EUR,2025-10-28,TRANSFER - Online,FAILED
TXN0000000074,ACC00000678,PAYMENT,4566.91,EUR,2026-02-19,WITHDRAWAL - Online,FAILED
TXN0000000075,ACC00000360,INTEREST,7771.23,JPY,2025-10-25,DEPOSIT - Mobile,FAILED
TXN0000000076,ACC00000726,DEPOSIT,-7278.15,CNY,2025-10-26,TRANSFER - Online,COMPLETED
TXN0000000077,ACC00001033,PAYMENT,-6947.13,USD,2026-03-09,TRANSFER - ATM,FAILED
TXN0000000078,ACC00000605,INTEREST,4243.31,JPY,2025-10-31,DEPOSIT - Mobile,COMPLETED
TXN0000000079,ACC00000907,INTEREST,2410.09,CNY,2026-02-12,WITHDRAWAL - ATM,REVERSED
TXN0000000080,ACC00000356,PAYMENT,7018.74,CHF,2026-01-24,WITHDRAWAL - Branch,REVERSED
TXN0000000081,ACC00000944,TRANSFER,-8808.42,JPY,2026-02-11,FEE - Online,FAILED
TXN0000000082,ACC00000390,WITHDRAWAL,-2807.60,USD,2026-02-19,DEPOSIT - Online,COMPLETED
TXN0000000083,ACC00000687,TRANSFER,-4146.52,USD,2025-11-28,PAYMENT - Branch,COMPLETED
TXN0000000084,ACC00000322,DEPOSIT,-8547.86,CHF,2026-01-12,WITHDRAWAL - Online,PENDING
TXN0000000085,ACC00001012,INTEREST,2187.06,AUD,2026-04-19,INTEREST - Mobile,PENDING
TXN0000000086,ACC00000447,PAYMENT,3553.58,GBP,2025-11-15,FEE - ATM,REVERSED
TXN0000000087,ACC00000483,TRANSFER,8506.46,CAD,2025-11-06,DEPOSIT - Online,PENDING
TXN0000000088,ACC00001134,DEPOSIT,9540.63,AUD,2026-03-05,DEPOSIT - Mobile,COMPLETED
TXN0000000089,ACC00000346,FEE,4349.58,CHF,2026-03-06,WITHDRAWAL - Branch,REVERSED
TXN0000000090,ACC00000777,PAYMENT,2985.07,CNY,2026-01-01,WITHDRAWAL - ATM,PENDING
TXN0000000091,ACC00000713,TRANSFER,-3655.88,CHF,2026-03-27,WITHDRAWAL - Branch,PENDING
TXN0000000092,ACC00000417,PAYMENT,6240.70,EUR,2026-03-23,TRANSFER - Online,PENDING
TXN0000000093,ACC00000481,INTEREST,2481.52,CAD,2026-02-05,DEPOSIT - ATM,COMPLETED
TXN0000000094,ACC00000141,INTEREST,6493.20,CHF,2025-12-15,INTEREST - ATM,PENDING
TXN0000000095,ACC00000680,PAYMENT,-4656.02,CHF,2026-03-11,DEPOSIT - Mobile,FAILED
TXN0000000096,ACC00001069,INTEREST,9236.31,USD,2025-12-26,TRANSFER - Branch,COMPLETED
TXN0000000097,ACC00000373,INTEREST,4181.03,USD,2025-12-20,WITHDRAWAL - Branch,FAILED
TXN0000000098,ACC00001107,FEE,-4802.62,EUR,2026-04-04,FEE - ATM,COMPLETED
TXN0000000099,ACC00000994,TRANSFER,-5917.90,CHF,2025-11-30,WITHDRAWAL - Mobile,FAILED
TXN0000000100,ACC00001358,WITHDRAWAL,-4292.73,JPY,2025-10-28,PAYMENT - Mobile,FAILED
TXN0000000101,ACC00000957,DEPOSIT,7178.51,CNY,2026-02-12,PAYMENT - Branch,COMPLETED
TXN0000000102,ACC00000729,DEPOSIT,-5456.52,CAD,2026-04-04,WITHDRAWAL - ATM,REVERSED
TXN0000000103,ACC00001413,WITHDRAWAL,4780.06,GBP,2025-11-07,TRANSFER - ATM,REVERSED
TXN0000000104,ACC00000973,TRANSFER,6187.62,EUR,2026-01-19,FEE - ATM,REVERSED
TXN0000000105,ACC00000152,PAYMENT,-8495.30,EUR,2026-04-09,PAYMENT - Branch,PENDING
TXN0000000106,ACC00000795,TRANSFER,-8654.29,GBP,2026-01-21,PAYMENT - Mobile,FAILED
TXN0000000107,ACC00000807,WITHDRAWAL,-4246.64,JPY,2026-01-25,DEPOSIT - Mobile,COMPLETED
TXN0000000108,ACC00000516,TRANSFER,-1224.81,AUD,2026-04-03,DEPOSIT - Branch,REVERSED
TXN0000000109,ACC00000204,PAYMENT,-458.46,EUR,2026-01-22,PAYMENT - ATM,FAILED
TXN0000000110,ACC00001193,INTEREST,-1961.59,USD,2026-02-21,WITHDRAWAL - Online,REVERSED
TXN0000000111,ACC00001269,FEE,-9563.52,AUD,2026-01-14,DEPOSIT - Online,PENDING
TXN0000000112,ACC00000299,DEPOSIT,-5053.89,CAD,2026-01-12,TRANSFER - ATM,PENDING
TXN0000000113,ACC00000768,INTEREST,-5056.48,JPY,2025-10-31,INTEREST - ATM,FAILED
TXN0000000114,ACC00001223,INTEREST,47.64,CHF,2025-11-24,PAYMENT - Branch,FAILED
TXN0000000115,ACC00000871,PAYMENT,-7573.83,GBP,2026-02-07,INTEREST - Mobile,FAILED
TXN0000000116,ACC00000898,PAYMENT,-6.78,CHF,2026-01-06,INTEREST - Mobile,PENDING
TXN0000000117,ACC00001450,FEE,-5524.56,USD,2026-03-19,INTEREST - ATM,REVERSED
TXN0000000118,ACC00001248,WITHDRAWAL,1968.60,JPY,2025-11-02,FEE - Branch,PENDING
TXN0000000119,ACC00000343,WITHDRAWAL,-1241.97,EUR,2026-03-05,INTEREST - ATM,REVERSED
TXN0000000120,ACC00001447,INTEREST,-4704.75,CHF,2025-10-29,DEPOSIT - ATM,REVERSED
TXN0000000121,ACC00001223,PAYMENT,-3509.57,CHF,2026-01-05,PAYMENT - Mobile,FAILED
TXN0000000122,ACC00000477,DEPOSIT,3457.67,CNY,2025-12-21,WITHDRAWAL - ATM,COMPLETED
TXN0000000123,ACC00001447,DEPOSIT,1067.36,CHF,2026-02-06,PAYMENT - Mobile,FAILED
TXN0000000124,ACC00001273,DEPOSIT,-8379.22,CNY,2025-10-27,FEE - Branch,FAILED
TXN0000000125,ACC00000167,PAYMENT,-7862.80,CNY,2026-01-07,TRANSFER - ATM,PENDING
TXN0000000126,ACC00000579,WITHDRAWAL,-1391.30,AUD,2026-03-04,FEE - Mobile,PENDING
TXN0000000127,ACC00000813,DEPOSIT,-5814.56,CNY,2026-01-13,WITHDRAWAL - ATM,COMPLETED
TXN0000000128,ACC00000704,FEE,-8879.48,JPY,2025-12-16,DEPOSIT - ATM,REVERSED
TXN0000000129,ACC00000784,INTEREST,-7066.00,JPY,2025-12-04,TRANSFER - Online,PENDING
TXN0000000130,ACC00000418,TRANSFER,-5144.56,GBP,2026-01-05,TRANSFER - Branch,REVERSED
TXN0000000131,ACC00000498,FEE,8477.14,CAD,2025-12-06,PAYMENT - ATM,COMPLETED
TXN0000000132,ACC00000458,FEE,-5338.82,CHF,2026-01-15,TRANSFER - Online,FAILED
TXN0000000133,ACC00000270,INTEREST,3606.21,GBP,2026-02-26,WITHDRAWAL - Mobile,REVERSED
TXN0000000134,ACC00000996,FEE,5141.62,CHF,2026-01-02,INTEREST - ATM,FAILED
TXN0000000135,ACC00000400,FEE,9703.50,CHF,2026-01-31,PAYMENT - ATM,COMPLETED
TXN0000000136,ACC00000715,PAYMENT,1897.69,JPY,2026-03-02,FEE - Branch,FAILED
TXN0000000137,ACC00001040,FEE,1763.46,GBP,2025-11-09,TRANSFER - ATM,FAILED
TXN0000000138,ACC00001470,DEPOSIT,-8911.42,JPY,2025-12-25,FEE - Branch,REVERSED
TXN0000000139,ACC00000069,INTEREST,-5690.77,USD,2025-11-26,PAYMENT - ATM,REVERSED
TXN0000000140,ACC00001335,DEPOSIT,7578.88,EUR,2025-11-19,WITHDRAWAL - Mobile,PENDING
TXN0000000141,ACC00000266,PAYMENT,-5041.60,JPY,2025-11-13,FEE - ATM,FAILED
TXN0000000142,ACC00001174,PAYMENT,-6104.88,CAD,2025-12-19,INTEREST - Online,PENDING
TXN0000000143,ACC00000089,INTEREST,-3305.16,AUD,2025-10-26,TRANSFER - Online,REVERSED
TXN0000000144,ACC00000063,PAYMENT,-3568.31,GBP,2026-04-11,FEE - ATM,REVERSED
TXN0000000145,ACC00000081,TRANSFER,9402.29,CAD,2025-11-17,PAYMENT - Mobile,REVERSED
TXN0000000146,ACC00000237,FEE,8728.33,GBP,2025-12-26,INTEREST - Branch,COMPLETED
TXN0000000147,ACC00001167,FEE,6145.57,CAD,2026-03-31,DEPOSIT - Branch,PENDING
TXN0000000148,ACC00000096,FEE,6872.47,JPY,2025-12-26,DEPOSIT - Mobile,REVERSED
TXN0000000149,ACC00001235,WITHDRAWAL,7578.19,GBP,2025-12-12,INTEREST - ATM,PENDING
TXN0000000150,ACC00000910,DEPOSIT,-6185.41,CAD,2025-11-06,DEPOSIT - Online,COMPLETED
TXN0000000151,ACC00000927,TRANSFER,3567.69,EUR,2026-04-20,TRANSFER - Branch,PENDING
TXN0000000152,ACC00000281,INTEREST,3993.97,AUD,2026-01-20,INTEREST - Branch,FAILED
TXN0000000153,ACC00000482,WITHDRAWAL,-5413.83,USD,2025-12-02,TRANSFER - Branch,FAILED
TXN0000000154,ACC00000047,TRANSFER,6311.05,EUR,2026-03-31,DEPOSIT - ATM,COMPLETED
TXN0000000155,ACC00000414,FEE,6563.02,EUR,2026-03-17,WITHDRAWAL - Online,REVERSED
TXN0000000156,ACC00000381,TRANSFER,959.78,AUD,2025-11-21,PAYMENT - Mobile,FAILED
TXN0000000157,ACC00000374,WITHDRAWAL,3333.01,JPY,2026-03-22,WITHDRAWAL - Branch,COMPLETED
TXN0000000158,ACC00000679,INTEREST,-7057.43,GBP,2026-01-14,INTEREST - ATM,PENDING
TXN0000000159,ACC00000431,PAYMENT,8358.67,CHF,2025-12-12,FEE - Online,PENDING
TXN0000000160,ACC00000423,PAYMENT,-9551.97,USD,2026-02-02,DEPOSIT - Branch,PENDING
TXN0000000161,ACC00000652,DEPOSIT,-3278.20,USD,2026-03-26,FEE - ATM,FAILED
TXN0000000162,ACC00000385,FEE,7756.63,EUR,2026-04-15,DEPOSIT - Branch,PENDING
TXN0000000163,ACC00000420,WITHDRAWAL,-2882.65,EUR,2025-12-01,DEPOSIT - Mobile,COMPLETED
TXN0000000164,ACC00000545,PAYMENT,-1911.95,CNY,2026-04-17,FEE - Online,COMPLETED
TXN0000000165,ACC00000101,DEPOSIT,-5565.90,CNY,2025-11-17,INTEREST - Online,FAILED
TXN0000000166,ACC00001298,DEPOSIT,-6386.46,CAD,2026-04-08,DEPOSIT - Branch,COMPLETED
TXN0000000167,ACC00000394,DEPOSIT,3267.85,CNY,2026-01-22,WITHDRAWAL - Online,COMPLETED
TXN0000000168,ACC00000171,PAYMENT,8495.13,CAD,2025-10-30,DEPOSIT - Mobile,PENDING
TXN0000000169,ACC00001334,FEE,-1548.33,EUR,2026-02-16,TRANSFER - Online,REVERSED
TXN0000000170,ACC00000407,FEE,-8002.35,GBP,2026-04-05,FEE - Online,REVERSED
TXN0000000171,ACC00000949,WITHDRAWAL,-4136.97,AUD,2026-02-07,WITHDRAWAL - ATM,PENDING
TXN0000000172,ACC00000823,FEE,6119.42,GBP,2025-11-17,INTEREST - Branch,FAILED
TXN0000000173,ACC00000084,FEE,-1843.91,EUR,2026-02-25,FEE - Branch,COMPLETED
TXN0000000174,ACC00000454,TRANSFER,7168.41,USD,2025-11-23,PAYMENT - Mobile,REVERSED
TXN0000000175,ACC00000860,FEE,-6204.26,CAD,2026-01-14,DEPOSIT - Online,PENDING
TXN0000000176,ACC00000218,FEE,5228.04,USD,2026-03-03,WITHDRAWAL - ATM,REVERSED
TXN0000000177,ACC00000376,PAYMENT,2729.81,USD,2025-12-05,PAYMENT - Online,REVERSED
TXN0000000178,ACC00000677,WITHDRAWAL,5.46,GBP,2026-01-09,FEE - Online,PENDING
TXN0000000179,ACC00000654,WITHDRAWAL,-4664.67,JPY,2025-12-03,PAYMENT - ATM,REVERSED
TXN0000000180,ACC00000675,TRANSFER,1602.14,JPY,2025-10-26,WITHDRAWAL - ATM,FAILED
TXN0000000181,ACC00000304,WITHDRAWAL,-4878.26,AUD,2026-04-05,FEE - Mobile,PENDING
TXN0000000182,ACC00001269,FEE,-1961.21,AUD,2025-11-26,WITHDRAWAL - Mobile,PENDING
TXN0000000183,ACC00000931,WITHDRAWAL,872.30,USD,2025-12-11,FEE - ATM,PENDING
TXN0000000184,ACC00001028,INTEREST,-6651.53,USD,2026-03-14,DEPOSIT - Branch,COMPLETED
TXN0000000185,ACC00000477,TRANSFER,320.22,CNY,2026-03-06,PAYMENT - Branch,FAILED
TXN0000000186,ACC00001435,DEPOSIT,-6168.94,JPY,2026-03-11,INTEREST - ATM,FAILED
TXN0000000187,ACC00000955,FEE,997.52,EUR,2025-12-30,DEPOSIT - ATM,FAILED
TXN0000000188,ACC00000140,TRANSFER,9207.71,USD,2026-01-19,TRANSFER - Online,COMPLETED
TXN0000000189,ACC00000547,FEE,4205.64,EUR,2026-01-21,WITHDRAWAL - Branch,PENDING
TXN0000000190,ACC00001440,WITHDRAWAL,-1193.43,AUD,2026-03-14,DEPOSIT - Branch,REVERSED
TXN0000000191,ACC00000974,WITHDRAWAL,6127.46,CNY,2026-04-21,DEPOSIT - Online,FAILED
TXN0000000192,ACC00001395,PAYMENT,3592.95,AUD,2025-11-24,PAYMENT - Mobile,REVERSED
TXN0000000193,ACC00001202,TRANSFER,-3513.27,CHF,2025-11-27,FEE - Mobile,PENDING
TXN0000000194,ACC00000611,DEPOSIT,6539.75,CNY,2026-04-07,DEPOSIT - Branch,COMPLETED
TXN0000000195,ACC00000016,TRANSFER,227.70,CAD,2026-01-22,DEPOSIT - Mobile,PENDING
TXN0000000196,ACC00000509,TRANSFER,-7454.68,JPY,2026-03-13,TRANSFER - Online,REVERSED
TXN0000000197,ACC00001433,WITHDRAWAL,-4755.28,CNY,2026-01-24,WITHDRAWAL - Online,COMPLETED
TXN0000000198,ACC00000553,DEPOSIT,9523.73,USD,2026-01-06,WITHDRAWAL - Mobile,FAILED
TXN0000000199,ACC00000576,DEPOSIT,2001.04,CAD,2025-10-30,TRANSFER - Branch,REVERSED
TXN0000000200,ACC00000423,WITHDRAWAL,1157.79,USD,2026-03-21,WITHDRAWAL - Branch,PENDING
TXN0000000201,ACC00001115,DEPOSIT,3213.70,USD,2026-01-06,INTEREST - Mobile,FAILED
TXN0000000202,ACC00000670,WITHDRAWAL,-4251.99,AUD,2026-03-04,FEE - ATM,FAILED
TXN0000000203,ACC00000261,INTEREST,9720.09,USD,2026-01-06,INTEREST - Branch,FAILED
TXN0000000204,ACC00001059,FEE,9494.12,EUR,2026-01-11,FEE - Online,PENDING
TXN0000000205,ACC00000320,WITHDRAWAL,-2015.44,CAD,2026-01-31,FEE - Branch,FAILED
TXN0000000206,ACC00000548,PAYMENT,-2578.62,JPY,2026-04-01,DEPOSIT - ATM,PENDING
TXN0000000207,ACC00000031,FEE,8736.88,GBP,2026-01-17,DEPOSIT - ATM,COMPLETED
TXN0000000208,ACC00000979,TRANSFER,-271.85,USD,2025-12-12,PAYMENT - Mobile,FAILED
TXN0000000209,ACC00000870,TRANSFER,6910.35,CNY,2026-04-16,TRANSFER - Branch,PENDING
TXN0000000210,ACC00001378,FEE,-4915.30,GBP,2025-10-28,DEPOSIT - ATM,REVERSED
TXN0000000211,ACC00000366,PAYMENT,5287.70,JPY,2026-03-08,PAYMENT - ATM,REVERSED
TXN0000000212,ACC00000664,INTEREST,8052.18,GBP,2025-12-18,WITHDRAWAL - Branch,FAILED
TXN0000000213,ACC00000268,TRANSFER,-7768.34,CAD,2026-02-19,PAYMENT - Mobile,REVERSED
TXN0000000214,ACC00000816,INTEREST,3228.63,GBP,2026-03-30,WITHDRAWAL - Mobile,COMPLETED
TXN0000000215,ACC00000482,FEE,-3787.45,USD,2026-02-11,TRANSFER - Branch,FAILED
TXN0000000216,ACC00000375,DEPOSIT,-4248.66,CNY,2026-03-16,INTEREST - Online,PENDING
TXN0000000217,ACC00001333,DEPOSIT,1635.04,EUR,2026-03-24,FEE - ATM,FAILED
TXN0000000218,ACC00001173,PAYMENT,4507.42,USD,2026-01-09,WITHDRAWAL - Branch,COMPLETED
TXN0000000219,ACC00000589,FEE,-9044.64,JPY,2026-04-17,DEPOSIT - ATM,FAILED
TXN0000000220,ACC00000741,INTEREST,-3728.42,GBP,2026-03-27,WITHDRAWAL - Online,PENDING
TXN0000000221,ACC00001030,FEE,5252.07,EUR,2025-10-29,INTEREST - ATM,PENDING
TXN0000000222,ACC00000620,WITHDRAWAL,-1432.78,EUR,2026-01-29,PAYMENT - Online,REVERSED
TXN0000000223,ACC00000632,PAYMENT,-158.12,USD,2025-12-25,WITHDRAWAL - Branch,COMPLETED
TXN0000000224,ACC00001000,DEPOSIT,-9409.31,EUR,2026-02-22,INTEREST - Online,FAILED
TXN0000000225,ACC00001094,WITHDRAWAL,-5230.45,CHF,2026-03-04,FEE - Branch,PENDING
TXN0000000226,ACC00000262,WITHDRAWAL,7376.59,CHF,2026-01-10,FEE - Mobile,FAILED
TXN0000000227,ACC00001472,PAYMENT,-3190.21,GBP,2026-02-01,PAYMENT - Online,COMPLETED
TXN0000000228,ACC00000240,TRANSFER,-4484.06,JPY,2026-04-19,PAYMENT - Online,PENDING
TXN0000000229,ACC00000403,TRANSFER,9422.18,AUD,2026-02-06,INTEREST - ATM,COMPLETED
TXN0000000230,ACC00000368,PAYMENT,7621.62,CNY,2025-12-15,DEPOSIT - Branch,FAILED
TXN0000000231,ACC00000389,FEE,5743.38,CAD,2026-04-03,PAYMENT - Mobile,FAILED
TXN0000000232,ACC00000282,INTEREST,7594.68,CNY,2026-04-03,FEE - Mobile,COMPLETED
TXN0000000233,ACC00000562,WITHDRAWAL,4910.29,CHF,2026-04-01,FEE - Mobile,COMPLETED
TXN0000000234,ACC00000215,INTEREST,8098.29,USD,2026-03-20,FEE - Mobile,COMPLETED
TXN0000000235,ACC00001349,PAYMENT,-2113.41,EUR,2026-01-17,WITHDRAWAL - Mobile,COMPLETED
TXN0000000236,ACC00001195,WITHDRAWAL,8252.47,EUR,2026-01-23,INTEREST - Mobile,FAILED
TXN0000000237,ACC00000833,INTEREST,-503.73,AUD,2026-01-29,PAYMENT - Branch,PENDING
TXN0000000238,ACC00000438,DEPOSIT,6455.97,CHF,2026-03-26,DEPOSIT - Mobile,COMPLETED
TXN0000000239,ACC00000756,DEPOSIT,2319.80,CAD,2026-01-09,TRANSFER - Mobile,FAILED
TXN0000000240,ACC00000515,PAYMENT,2588.49,JPY,2025-10-29,TRANSFER - Online,REVERSED
TXN0000000241,ACC00000530,DEPOSIT,4226.69,EUR,2025-12-18,FEE - ATM,COMPLETED
TXN0000000242,ACC00000804,TRANSFER,3219.25,CNY,2026-04-03,DEPOSIT - Branch,FAILED
TXN0000000243,ACC00000087,DEPOSIT,-830.65,CNY,2026-01-19,FEE - Branch,REVERSED
TXN0000000244,ACC00001052,INTEREST,4907.08,USD,2026-03-22,DEPOSIT - ATM,PENDING
TXN0000000245,ACC00001214,FEE,8955.97,JPY,2026-02-03,PAYMENT - Online,REVERSED
TXN0000000246,ACC00000849,INTEREST,2363.35,CNY,2026-04-08,INTEREST - Online,REVERSED
TXN0000000247,ACC00000849,FEE,-6916.49,CNY,2025-11-08,TRANSFER - Online,COMPLETED
TXN0000000248,ACC00000728,TRANSFER,4374.37,USD,2025-12-20,TRANSFER - Online,FAILED
TXN0000000249,ACC00001260,PAYMENT,-7317.71,EUR,2026-03-17,DEPOSIT - Branch,PENDING
TXN0000000250,ACC00000177,INTEREST,-9906.25,CHF,2026-03-01,WITHDRAWAL - Online,REVERSED
TXN0000000251,ACC00001335,WITHDRAWAL,-7398.57,EUR,2026-02-09,DEPOSIT - Branch,REVERSED
TXN0000000252,ACC00001188,WITHDRAWAL,8741.96,USD,2025-11-02,INTEREST - Online,FAILED
TXN0000000253,ACC00001099,DEPOSIT,-9227.58,EUR,2025-12-02,TRANSFER - Branch,REVERSED
