balance_id,account_id,balance_date,opening_balance,closing_balance,currency
BAL0000000064,ACC00000003,2026-01-19,67341.18,67835.33,USD
BAL0000000065,ACC00000003,2026-01-18,67835.33,68016.32,USD
BAL0000000066,ACC00000003,2026-01-17,68016.32,68737.03,USD
BAL0000000067,ACC00000003,2026-01-16,68737.03,68979.62,USD
BAL0000000068,ACC00000003,2026-01-15,68979.62,68103.34,USD
BAL0000000069,ACC00000003,2026-01-14,68103.34,68940.60,USD
BAL0000000070,ACC00000003,2026-01-13,68940.60,68528.79,USD
BAL0000000071,ACC00000003,2026-01-12,68528.79,68792.02,USD
BAL0000000072,ACC00000003,2026-01-11,68792.02,69484.75,USD
BAL0000000073,ACC00000003,2026-01-10,69484.75,68548.04,USD
BAL0000000074,ACC00000003,2026-01-09,68548.04,68861.08,USD
BAL0000000075,ACC00000003,2026-01-08,68861.08,69258.33,USD
BAL0000000076,ACC00000003,2026-01-07,69258.33,69270.75,USD
BAL0000000077,ACC00000003,2026-01-06,69270.75,68391.96,USD
BAL0000000078,ACC00000003,2026-01-05,68391.96,68737.27,USD
BAL0000000079,ACC00000003,2026-01-04,68737.27,69458.37,USD
BAL0000000080,ACC00000003,2026-01-03,69458.37,70357.17,USD
BAL0000000081,ACC00000003,2026-01-02,70357.17,69684.15,USD
BAL0000000082,ACC00000003,2026-01-01,69684.15,69974.83,USD
BAL0000000083,ACC00000003,2025-12-31,69974.83,70454.74,USD
BAL0000000084,ACC00000003,2025-12-30,70454.74,71361.91,USD
BAL0000000085,ACC00000003,2025-12-29,71361.91,71127.33,USD
BAL0000000086,ACC00000003,2025-12-28,71127.33,70535.36,USD
BAL0000000087,ACC00000003,2025-12-27,70535.36,71376.29,USD
BAL0000000088,ACC00000003,2025-12-26,71376.29,71592.84,USD
BAL0000000089,ACC00000003,2025-12-25,71592.84,70992.05,USD
BAL0000000090,ACC00000003,2025-12-24,70992.05,71094.19,USD
BAL0000000091,ACC00000004,2026-01-22,9451.50,8741.23,AUD
BAL0000000092,ACC00000004,2026-01-21,8741.23,8750.64,AUD
BAL0000000093,ACC00000004,2026-01-20,8750.64,8222.45,AUD
BAL0000000094,ACC00000004,2026-01-19,8222.45,8197.47,AUD
BAL0000000095,ACC00000004,2026-01-18,8197.47,8476.85,AUD
BAL0000000096,ACC00000004,2026-01-17,8476.85,7988.86,AUD
BAL0000000097,ACC00000004,2026-01-16,7988.86,7635.91,AUD
BAL0000000098,ACC00000004,2026-01-15,7635.91,8543.26,AUD
BAL0000000099,ACC00000004,2026-01-14,8543.26,8079.59,AUD
BAL0000000100,ACC00000004,2026-01-13,8079.59,7339.25,AUD
BAL0000000101,ACC00000004,2026-01-12,7339.25,7950.26,AUD
BAL0000000102,ACC00000004,2026-01-11,7950.26,8304.54,AUD
BAL0000000103,ACC00000004,2026-01-10,8304.54,8673.31,AUD
BAL0000000104,ACC00000004,2026-01-09,8673.31,8533.82,AUD
BAL0000000105,ACC00000004,2026-01-08,8533.82,8158.82,AUD
BAL0000000106,ACC00000004,2026-01-07,8158.82,8491.90,AUD
BAL0000000107,ACC00000004,2026-01-06,8491.90,9365.73,AUD
BAL0000000108,ACC00000004,2026-01-05,9365.73,8884.79,AUD
BAL0000000109,ACC00000004,2026-01-04,8884.79,8105.84,AUD
BAL0000000110,ACC00000004,2026-01-03,8105.84,7927.66,AUD
BAL0000000111,ACC00000004,2026-01-02,7927.66,8773.01,AUD
BAL0000000112,ACC00000004,2026-01-01,8773.01,8318.57,AUD
BAL0000000113,ACC00000004,2025-12-31,8318.57,8992.68,AUD
BAL0000000114,ACC00000004,2025-12-30,8992.68,9057.81,AUD
BAL0000000115,ACC00000004,2025-12-29,9057.81,9671.50,AUD
BAL0000000116,ACC00000004,2025-12-28,9671.50,10097.65,AUD
BAL0000000117,ACC00000004,2025-12-27,10097.65,9505.52,AUD
BAL0000000118,ACC00000004,2025-12-26,9505.52,8582.34,AUD
BAL0000000119,ACC00000004,2025-12-25,8582.34,8932.08,AUD
BAL0000000120,ACC00000004,2025-12-24,8932.08,8708.40,AUD
BAL0000000121,ACC00000005,2026-01-22,6459.09,5748.47,JPY
BAL0000000122,ACC00000005,2026-01-21,5748.47,5771.89,JPY
BAL0000000123,ACC00000005,2026-01-20,5771.89,5731.87,JPY
BAL0000000124,ACC00000005,2026-01-19,5731.87,5461.59,JPY
BAL0000000125,ACC00000005,2026-01-18,5461.59,4795.28,JPY
BAL0000000126,ACC00000005,2026-01-17,4795.28,5098.45,JPY
BAL0000000127,ACC00000005,2026-01-16,5098.45,5532.08,JPY
BAL0000000128,ACC00000005,2026-01-15,5532.08,6003.84,JPY
BAL0000000129,ACC00000005,2026-01-14,6003.84,6061.97,JPY
BAL0000000130,ACC00000005,2026-01-13,6061.97,6852.74,JPY
BAL0000000131,ACC00000005,2026-01-12,6852.74,6336.09,JPY
BAL0000000132,ACC00000005,2026-01-11,6336.09,5438.31,JPY
BAL0000000133,ACC00000005,2026-01-10,5438.31,6263.31,JPY
BAL0000000134,ACC00000005,2026-01-09,6263.31,6795.42,JPY
BAL0000000135,ACC00000005,2026-01-08,6795.42,6275.45,JPY
BAL0000000136,ACC00000005,2026-01-07,6275.45,5775.11,JPY
BAL0000000137,ACC00000005,2026-01-06,5775.11,6535.71,JPY
BAL0000000138,ACC00000005,2026-01-05,6535.71,6849.03,JPY
BAL0000000139,ACC00000005,2026-01-04,6849.03,5925.86,JPY
BAL0000000140,ACC00000005,2026-01-03,5925.86,5912.18,JPY
BAL0000000141,ACC00000005,2026-01-02,5912.18,5360.90,JPY
BAL0000000142,ACC00000005,2026-01-01,5360.90,5590.15,JPY
BAL0000000143,ACC00000005,2025-12-31,5590.15,5340.88,JPY
BAL0000000144,ACC00000005,2025-12-30,5340.88,4566.64,JPY
BAL0000000145,ACC00000005,2025-12-29,4566.64,4299.73,JPY
BAL0000000146,ACC00000005,2025-12-28,4299.73,5028.21,JPY
BAL0000000147,ACC00000005,2025-12-27,5028.21,5291.24,JPY
BAL0000000148,ACC00000005,2025-12-26,5291.24,5073.49,JPY
BAL0000000149,ACC00000005,2025-12-25,5073.49,4477.83,JPY
BAL0000000150,ACC00000005,2025-12-24,4477.83,3923.92,JPY
BAL0000000151,ACC00000006,2026-01-22,33902.06,34896.63,CHF
BAL0000000152,ACC00000006,2026-01-21,34896.63,35157.94,CHF
BAL0000000153,ACC00000006,2026-01-20,35157.94,35253.99,CHF
BAL0000000154,ACC00000006,2026-01-19,35253.99,34379.20,CHF
BAL0000000155,ACC00000006,2026-01-18,34379.20,33570.24,CHF
BAL0000000156,ACC00000006,2026-01-17,33570.24,34183.18,CHF
BAL0000000157,ACC00000006,2026-01-16,34183.18,33736.21,CHF
BAL0000000158,ACC00000006,2026-01-15,33736.21,32960.09,CHF
BAL0000000159,ACC00000006,2026-01-14,32960.09,33127.03,CHF
BAL0000000160,ACC00000006,2026-01-13,33127.03,34048.32,CHF
BAL0000000161,ACC00000006,2026-01-12,34048.32,33918.79,CHF
BAL0000000162,ACC00000006,2026-01-11,33918.79,34416.79,CHF
BAL0000000163,ACC00000006,2026-01-10,34416.79,34756.64,CHF
BAL0000000164,ACC00000006,2026-01-09,34756.64,34995.03,CHF
BAL0000000165,ACC00000006,2026-01-08,34995.03,35378.83,CHF
BAL0000000166,ACC00000006,2026-01-07,35378.83,36081.26,CHF
BAL0000000167,ACC00000006,2026-01-06,36081.26,37041.27,CHF
BAL0000000168,ACC00000006,2026-01-05,37041.27,37324.73,CHF
BAL0000000169,ACC00000006,2026-01-04,37324.73,37547.33,CHF
BAL0000000170,ACC00000006,2026-01-03,37547.33,37076.99,CHF
BAL0000000171,ACC00000006,2026-01-02,37076.99,37063.55,CHF
BAL0000000172,ACC00000006,2026-01-01,37063.55,36537.47,CHF
BAL0000000173,ACC00000006,2025-12-31,36537.47,35863.19,CHF
BAL0000000174,ACC00000006,2025-12-30,35863.19,36785.48,CHF
BAL0000000175,ACC00000006,2025-12-29,36785.48,37294.74,CHF
BAL0000000176,ACC00000006,2025-12-28,37294.74,36869.85,CHF
BAL0000000177,ACC00000006,2025-12-27,36869.85,37215.33,CHF
BAL0000000178,ACC00000006,2025-12-26,37215.33,38103.69,CHF
BAL0000000179,ACC00000006,2025-12-25,38103.69,37326.77,CHF
BAL0000000180,ACC00000006,2025-12-24,37326.77,37659.60,CHF
BAL0000000181,ACC00000007,2026-01-22,18676.26,19359.46,GBP
BAL0000000182,ACC00000007,2026-01-21,19359.46,20081.45,GBP
BAL0000000183,ACC00000007,2026-01-20,20081.45,20427.92,GBP
BAL0000000184,ACC00000007,2026-01-19,20427.92,21302.93,GBP
BAL0000000185,ACC00000007,2026-01-18,21302.93,20978.19,GBP
BAL0000000186,ACC00000007,2026-01-17,20978.19,21243.17,GBP
BAL0000000187,ACC00000007,2026-01-16,21243.17,21647.68,GBP
BAL0000000188,ACC00000007,2026-01-15,21647.68,21293.50,GBP
BAL0000000189,ACC00000007,2026-01-14,21293.50,22259.11,GBP
BAL0000000190,ACC00000007,2026-01-13,22259.11,22758.18,GBP
BAL0000000191,ACC00000007,2026-01-12,22758.18,23309.13,GBP
BAL0000000192,ACC00000007,2026-01-11,23309.13,22622.54,GBP
BAL0000000193,ACC00000007,2026-01-10,22622.54,23272.23,GBP
BAL0000000194,ACC00000007,2026-01-09,23272.23,24069.31,GBP
BAL0000000195,ACC00000007,2026-01-08,24069.31,23426.19,GBP
BAL0000000196,ACC00000007,2026-01-07,23426.19,23456.29,GBP
BAL0000000197,ACC00000007,2026-01-06,23456.29,24048.33,GBP
BAL0000000198,ACC00000007,2026-01-05,24048.33,23575.06,GBP
BAL0000000199,ACC00000007,2026-01-04,23575.06,22682.85,GBP
BAL0000000200,ACC00000007,2026-01-03,22682.85,23666.25,GBP
BAL0000000201,ACC00000007,2026-01-02,23666.25,24511.42,GBP
BAL0000000202,ACC00000007,2026-01-01,24511.42,25137.71,GBP
BAL0000000203,ACC00000007,2025-12-31,25137.71,26056.18,GBP
BAL0000000204,ACC00000007,2025-12-30,26056.18,26799.32,GBP
BAL0000000205,ACC00000007,2025-12-29,26799.32,27020.08,GBP
BAL0000000206,ACC00000007,2025-12-28,27020.08,27102.51,GBP
BAL0000000207,ACC00000007,2025-12-27,27102.51,28058.12,GBP
BAL0000000208,ACC00000007,2025-12-26,28058.12,27806.84,GBP
BAL0000000209,ACC00000007,2025-12-25,27806.84,28204.18,GBP
BAL0000000210,ACC00000007,2025-12-24,28204.18,27760.36,GBP
BAL0000000211,ACC00000008,2026-01-22,93776.39,93051.46,EUR
BAL0000000212,ACC00000008,2026-01-21,93051.46,93647.54,EUR
BAL0000000213,ACC00000008,2026-01-20,93647.54,93756.18,EUR
BAL0000000214,ACC00000008,2026-01-19,93756.18,93594.04,EUR
BAL0000000215,ACC00000008,2026-01-18,93594.04,94400.62,EUR
BAL0000000216,ACC00000008,2026-01-17,94400.62,93523.11,EUR
BAL0000000217,ACC00000008,2026-01-16,93523.11,94151.85,EUR
BAL0000000218,ACC00000008,2026-01-15,94151.85,93600.30,EUR
BAL0000000219,ACC00000008,2026-01-14,93600.30,92764.83,EUR
BAL0000000220,ACC00000008,2026-01-13,92764.83,91993.35,EUR
BAL0000000221,ACC00000008,2026-01-12,91993.35,92521.69,EUR
BAL0000000222,ACC00000008,2026-01-11,92521.69,92108.78,EUR
BAL0000000223,ACC00000008,2026-01-10,92108.78,91179.31,EUR
BAL0000000224,ACC00000008,2026-01-09,91179.31,91781.34,EUR
BAL0000000225,ACC00000008,2026-01-08,91781.34,92390.01,EUR
BAL0000000226,ACC00000008,2026-01-07,92390.01,92838.86,EUR
BAL0000000227,ACC00000008,2026-01-06,92838.86,92200.23,EUR
BAL0000000228,ACC00000008,2026-01-05,92200.23,92619.04,EUR
BAL0000000229,ACC00000008,2026-01-04,92619.04,93096.47,EUR
BAL0000000230,ACC00000008,2026-01-03,93096.47,92394.97,EUR
BAL0000000231,ACC00000008,2026-01-02,92394.97,93378.64,EUR
BAL0000000232,ACC00000008,2026-01-01,93378.64,93873.51,EUR
BAL0000000233,ACC00000008,2025-12-31,93873.51,94650.47,EUR
BAL0000000234,ACC00000008,2025-12-30,94650.47,94196.72,EUR
BAL0000000235,ACC00000008,2025-12-29,94196.72,93297.43,EUR
BAL0000000236,ACC00000008,2025-12-28,93297.43,93176.72,EUR
BAL0000000237,ACC00000008,2025-12-27,93176.72,93284.53,EUR
BAL0000000238,ACC00000008,2025-12-26,93284.53,94058.25,EUR
BAL0000000239,ACC00000008,2025-12-25,94058.25,93447.29,EUR
BAL0000000240,ACC00000008,2025-12-24,93447.29,93323.15,EUR
BAL0000000241,ACC00000009,2026-01-22,88234.76,87681.15,AUD
BAL0000000242,ACC00000009,2026-01-21,87681.15,88372.87,AUD
BAL0000000243,ACC00000009,2026-01-20,88372.87,88353.32,AUD
BAL0000000244,ACC00000009,2026-01-19,88353.32,88356.30,AUD
BAL0000000245,ACC00000009,2026-01-18,88356.30,87794.41,AUD
BAL0000000246,ACC00000009,2026-01-17,87794.41,87319.44,AUD
BAL0000000247,ACC00000009,2026-01-16,87319.44,88282.00,AUD
BAL0000000248,ACC00000009,2026-01-15,88282.00,88877.96,AUD
BAL0000000249,ACC00000009,2026-01-14,88877.96,87904.92,AUD
BAL0000000250,ACC00000009,2026-01-13,87904.92,87441.67,AUD
BAL0000000251,ACC00000009,2026-01-12,87441.67,86744.95,AUD
BAL0000000252,ACC00000009,2026-01-11,86744.95,86093.80,AUD
BAL0000000253,ACC00000009,2026-01-10,86093.80,85301.44,AUD
BAL0000000254,ACC00000009,2026-01-09,85301.44,86129.50,AUD
BAL0000000255,ACC00000009,2026-01-08,86129.50,85327.14,AUD
BAL0000000256,ACC00000009,2026-01-07,85327.14,85487.92,AUD
BAL0000000257,ACC00000009,2026-01-06,85487.92,85686.54,AUD
BAL0000000258,ACC00000009,2026-01-05,85686.54,85671.58,AUD
BAL0000000259,ACC00000009,2026-01-04,85671.58,85549.25,AUD
BAL0000000260,ACC00000009,2026-01-03,85549.25,84720.46,AUD
BAL0000000261,ACC00000009,2026-01-02,84720.46,83804.77,AUD
BAL0000000262,ACC00000009,2026-01-01,83804.77,82977.47,AUD
BAL0000000263,ACC00000009,2025-12-31,82977.47,82267.37,AUD
BAL0000000264,ACC00000009,2025-12-30,82267.37,82141.64,AUD
BAL0000000265,ACC00000009,2025-12-29,82141.64,82261.07,AUD
BAL0000000266,ACC00000009,2025-12-28,82261.07,81317.71,AUD
BAL0000000267,ACC00000009,2025-12-27,81317.71,80319.23,AUD
BAL0000000268,ACC00000009,2025-12-26,80319.23,79478.45,AUD
BAL0000000269,ACC00000009,2025-12-25,79478.45,78812.55,AUD
BAL0000000270,ACC00000009,2025-12-24,78812.55,79746.31,AUD
BAL0000000271,ACC00000010,2026-01-22,98548.70,99040.11,AUD
BAL0000000272,ACC00000010,2026-01-21,99040.11,99648.94,AUD
BAL0000000273,ACC00000010,2026-01-20,99648.94,100133.53,AUD
BAL0000000274,ACC00000010,2026-01-19,100133.53,100978.31,AUD
BAL0000000275,ACC00000010,2026-01-18,100978.31,101361.16,AUD
BAL0000000276,ACC00000010,2026-01-17,101361.16,102286.12,AUD
BAL0000000277,ACC00000010,2026-01-16,102286.12,102095.03,AUD
BAL0000000278,ACC00000010,2026-01-15,102095.03,102383.71,AUD
BAL0000000279,ACC00000010,2026-01-14,102383.71,103327.64,AUD
BAL0000000280,ACC00000010,2026-01-13,103327.64,102685.44,AUD
BAL0000000281,ACC00000010,2026-01-12,102685.44,102493.98,AUD
BAL0000000282,ACC00000010,2026-01-11,102493.98,101665.40,AUD
BAL0000000283,ACC00000010,2026-01-10,101665.40,100711.48,AUD
BAL0000000284,ACC00000010,2026-01-09,100711.48,100406.02,AUD
BAL0000000285,ACC00000010,2026-01-08,100406.02,100963.81,AUD
BAL0000000286,ACC00000010,2026-01-07,100963.81,101339.58,AUD
BAL0000000287,ACC00000010,2026-01-06,101339.58,101058.59,AUD
BAL0000000288,ACC00000010,2026-01-05,101058.59,100499.61,AUD
BAL0000000289,ACC00000010,2026-01-04,100499.61,99507.21,AUD
BAL0000000290,ACC00000010,2026-01-03,99507.21,99266.24,AUD
BAL0000000291,ACC00000010,2026-01-02,99266.24,98884.16,AUD
BAL0000000292,ACC00000010,2026-01-01,98884.16,98261.18,AUD
BAL0000000293,ACC00000010,2025-12-31,98261.18,98332.19,AUD
BAL0000000294,ACC00000010,2025-12-30,98332.19,99126.25,AUD
BAL0000000295,ACC00000010,2025-12-29,99126.25,99009.95,AUD
BAL0000000296,ACC00000010,2025-12-28,99009.95,99617.69,AUD
BAL0000000297,ACC00000010,2025-12-27,99617.69,100152.20,AUD
BAL0000000298,ACC00000010,2025-12-26,100152.20,100661.14,AUD
BAL0000000299,ACC00000010,2025-12-25,100661.14,99933.05,AUD
BAL0000000300,ACC00000010,2025-12-24,99933.05,99058.53,AUD
BAL0000000301,ACC00000011,2026-01-22,84226.40,83396.77,CAD
BAL0000000302,ACC00000011,2026-01-21,83396.77,82683.83,CAD
BAL0000000303,ACC00000011,2026-01-20,82683.83,83286.87,CAD
BAL0000000304,ACC00000011,2026-01-19,83286.87,83765.20,CAD
BAL0000000305,ACC00000011,2026-01-18,83765.20,83551.19,CAD
BAL0000000306,ACC00000011,2026-01-17,83551.19,84165.20,CAD
BAL0000000307,ACC00000011,2026-01-16,84165.20,84273.05,CAD
BAL0000000308,ACC00000011,2026-01-15,84273.05,84188.76,CAD
BAL0000000309,ACC00000011,2026-01-14,84188.76,84808.33,CAD
BAL0000000310,ACC00000011,2026-01-13,84808.33,84514.71,CAD
BAL0000000311,ACC00000011,2026-01-12,84514.71,84972.43,CAD
BAL0000000312,ACC00000011,2026-01-11,84972.43,84186.24,CAD
BAL0000000313,ACC00000011,2026-01-10,84186.24,84707.99,CAD
BAL0000000314,ACC00000011,2026-01-09,84707.99,84533.40,CAD
BAL0000000315,ACC00000011,2026-01-08,84533.40,83826.55,CAD
BAL0000000316,ACC00000011,2026-01-07,83826.55,82874.54,CAD
BAL0000000317,ACC00000011,2026-01-06,82874.54,82794.59,CAD
BAL0000000318,ACC00000011,2026-01-05,82794.59,82137.11,CAD
BAL0000000319,ACC00000011,2026-01-04,82137.11,81795.53,CAD
BAL0000000320,ACC00000011,2026-01-03,81795.53,81686.79,CAD
BAL0000000321,ACC00000011,2026-01-02,81686.79,81771.56,CAD
BAL0000000322,ACC00000011,2026-01-01,81771.56,82339.87,CAD
BAL0000000323,ACC00000011,2025-12-31,82339.87,81353.86,CAD
BAL0000000324,ACC00000011,2025-12-30,81353.86,80884.80,CAD
BAL0000000325,ACC00000011,2025-12-29,80884.80,79926.57,CAD
BAL0000000326,ACC00000011,2025-12-28,79926.57,79297.32,CAD
BAL0000000327,ACC00000011,2025-12-27,79297.32,78479.47,CAD
BAL0000000328,ACC00000011,2025-12-26,78479.47,78216.05,CAD
BAL0000000329,ACC00000011,2025-12-25,78216.05,78885.90,CAD
BAL0000000330,ACC00000011,2025-12-24,78885.90,79131.92,CAD
BAL0000000331,ACC00000012,2026-01-22,40299.78,39593.78,USD
BAL0000000332,ACC00000012,2026-01-21,39593.78,38689.06,USD
BAL0000000333,ACC00000012,2026-01-20,38689.06,39610.39,USD
BAL0000000334,ACC00000012,2026-01-19,39610.39,39508.56,USD
BAL0000000335,ACC00000012,2026-01-18,39508.56,38968.14,USD
BAL0000000336,ACC00000012,2026-01-17,38968.14,38573.74,USD
BAL0000000337,ACC00000012,2026-01-16,38573.74,37591.49,USD
BAL0000000338,ACC00000012,2026-01-15,37591.49,38105.20,USD
BAL0000000339,ACC00000012,2026-01-14,38105.20,37399.33,USD
BAL0000000340,ACC00000012,2026-01-13,37399.33,36916.13,USD
BAL0000000341,ACC00000012,2026-01-12,36916.13,36736.87,USD
BAL0000000342,ACC00000012,2026-01-11,36736.87,36207.44,USD
BAL0000000343,ACC00000012,2026-01-10,36207.44,36428.66,USD
BAL0000000344,ACC00000012,2026-01-09,36428.66,36098.81,USD
BAL0000000345,ACC00000012,2026-01-08,36098.81,36420.85,USD
BAL0000000346,ACC00000012,2026-01-07,36420.85,37379.39,USD
BAL0000000347,ACC00000012,2026-01-06,37379.39,37493.67,USD
BAL0000000348,ACC00000012,2026-01-05,37493.67,38078.05,USD
BAL0000000349,ACC00000012,2026-01-04,38078.05,37597.84,USD
BAL0000000350,ACC00000012,2026-01-03,37597.84,36821.13,USD
BAL0000000351,ACC00000012,2026-01-02,36821.13,37124.56,USD
BAL0000000352,ACC00000012,2026-01-01,37124.56,36729.85,USD
BAL0000000353,ACC00000012,2025-12-31,36729.85,36695.91,USD
BAL0000000354,ACC00000012,2025-12-30,36695.91,36498.86,USD
BAL0000000355,ACC00000012,2025-12-29,36498.86,36599.24,USD
BAL0000000356,ACC00000012,2025-12-28,36599.24,36497.34,USD
BAL0000000357,ACC00000012,2025-12-27,36497.34,36060.41,USD
BAL0000000358,ACC00000012,2025-12-26,36060.41,36132.43,USD
BAL0000000359,ACC00000012,2025-12-25,36132.43,36341.31,USD
BAL0000000360,ACC00000012,2025-12-24,36341.31,35443.17,USD
BAL0000000361,ACC00000013,2026-01-22,51551.23,51158.06,CHF
BAL0000000362,ACC00000013,2026-01-21,51158.06,51581.89,CHF
BAL0000000363,ACC00000013,2026-01-20,51581.89,52320.20,CHF
BAL0000000364,ACC00000013,2026-01-19,52320.20,52174.51,CHF
BAL0000000365,ACC00000013,2026-01-18,52174.51,51537.12,CHF
BAL0000000366,ACC00000013,2026-01-17,51537.12,50602.64,CHF
BAL0000000367,ACC00000013,2026-01-16,50602.64,50344.57,CHF
BAL0000000368,ACC00000013,2026-01-15,50344.57,50752.30,CHF
BAL0000000369,ACC00000013,2026-01-14,50752.30,49954.82,CHF
BAL0000000370,ACC00000013,2026-01-13,49954.82,50510.86,CHF
BAL0000000371,ACC00000013,2026-01-12,50510.86,49747.70,CHF
BAL0000000372,ACC00000013,2026-01-11,49747.70,50295.64,CHF
BAL0000000373,ACC00000013,2026-01-10,50295.64,51095.12,CHF
BAL0000000374,ACC00000013,2026-01-09,51095.12,50643.35,CHF
BAL0000000375,ACC00000013,2026-01-08,50643.35,50033.38,CHF
BAL0000000376,ACC00000013,2026-01-07,50033.38,49756.00,CHF
BAL0000000377,ACC00000013,2026-01-06,49756.00,49333.51,CHF
BAL0000000378,ACC00000013,2026-01-05,49333.51,49839.69,CHF
BAL0000000379,ACC00000013,2026-01-04,49839.69,50131.11,CHF
BAL0000000380,ACC00000013,2026-01-03,50131.11,50608.22,CHF
BAL0000000381,ACC00000013,2026-01-02,50608.22,50570.52,CHF
BAL0000000382,ACC00000013,2026-01-01,50570.52,51509.78,CHF
BAL0000000383,ACC00000013,2025-12-31,51509.78,50670.34,CHF
BAL0000000384,ACC00000013,2025-12-30,50670.34,50235.67,CHF
BAL0000000385,ACC00000013,2025-12-29,50235.67,50046.64,CHF
BAL0000000386,ACC00000013,2025-12-28,50046.64,50312.83,CHF
BAL0000000387,ACC00000013,2025-12-27,50312.83,51026.02,CHF
BAL0000000388,ACC00000013,2025-12-26,51026.02,50286.13,CHF
