rate_id,from_currency,to_currency,exchange_rate,rate_date,source
FX00000305,USD,CAD,0.735250,2025-12-10,CENTRAL_BANK
FX00000306,USD,AUD,0.628646,2025-12-10,CENTRAL_BANK
FX00000307,USD,CHF,1.129053,2025-12-10,CENTRAL_BANK
FX00000308,USD,CNY,0.135338,2025-12-10,MANUAL
FX00000309,USD,EUR,1.065479,2025-12-09,MANUAL
FX00000310,USD,GBP,1.281316,2025-12-09,MARKET
FX00000311,USD,JPY,0.008687,2025-12-09,CENTRAL_BANK
FX00000312,USD,CAD,0.760404,2025-12-09,MARKET
FX00000313,USD,AUD,0.671226,2025-12-09,CENTRAL_BANK
FX00000314,USD,CHF,1.105258,2025-12-09,MANUAL
FX00000315,USD,CNY,0.136222,2025-12-09,MANUAL
FX00000316,USD,EUR,1.150032,2025-12-08,MANUAL
FX00000317,USD,GBP,1.271516,2025-12-08,MARKET
FX00000318,USD,JPY,0.009170,2025-12-08,MARKET
FX00000319,USD,CAD,0.753118,2025-12-08,CENTRAL_BANK
FX00000320,USD,AUD,0.645656,2025-12-08,CENTRAL_BANK
FX00000321,USD,CHF,1.083369,2025-12-08,MARKET
FX00000322,USD,CNY,0.133687,2025-12-08,CENTRAL_BANK
FX00000323,USD,EUR,1.154959,2025-12-07,CENTRAL_BANK
FX00000324,USD,GBP,1.224475,2025-12-07,CENTRAL_BANK
FX00000325,USD,JPY,0.009200,2025-12-07,MARKET
FX00000326,USD,CAD,0.767861,2025-12-07,MANUAL
FX00000327,USD,AUD,0.690709,2025-12-07,MARKET
FX00000328,USD,CHF,1.092032,2025-12-07,MARKET
FX00000329,USD,CNY,0.141989,2025-12-07,MANUAL
FX00000330,USD,EUR,1.071250,2025-12-06,MANUAL
FX00000331,USD,GBP,1.223788,2025-12-06,MANUAL
FX00000332,USD,JPY,0.008798,2025-12-06,CENTRAL_BANK
FX00000333,USD,CAD,0.739870,2025-12-06,CENTRAL_BANK
FX00000334,USD,AUD,0.666887,2025-12-06,CENTRAL_BANK
FX00000335,USD,CHF,1.114769,2025-12-06,MANUAL
FX00000336,USD,CNY,0.133722,2025-12-06,CENTRAL_BANK
FX00000337,USD,EUR,1.123657,2025-12-05,MANUAL
FX00000338,USD,GBP,1.263682,2025-12-05,CENTRAL_BANK
FX00000339,USD,JPY,0.009156,2025-12-05,MANUAL
FX00000340,USD,CAD,0.722985,2025-12-05,MARKET
FX00000341,USD,AUD,0.654293,2025-12-05,MANUAL
FX00000342,USD,CHF,1.101155,2025-12-05,MANUAL
FX00000343,USD,CNY,0.141524,2025-12-05,MANUAL
FX00000344,USD,EUR,1.148884,2025-12-04,CENTRAL_BANK
FX00000345,USD,GBP,1.218576,2025-12-04,CENTRAL_BANK
FX00000346,USD,JPY,0.009311,2025-12-04,CENTRAL_BANK
FX00000347,USD,CAD,0.724261,2025-12-04,MARKET
FX00000348,USD,AUD,0.681658,2025-12-04,MARKET
FX00000349,USD,CHF,1.081713,2025-12-04,CENTRAL_BANK
FX00000350,USD,CNY,0.135934,2025-12-04,CENTRAL_BANK
FX00000351,USD,EUR,1.141870,2025-12-03,MARKET
FX00000352,USD,GBP,1.226113,2025-12-03,CENTRAL_BANK
FX00000353,USD,JPY,0.009092,2025-12-03,MARKET
FX00000354,USD,CAD,0.762418,2025-12-03,MANUAL
FX00000355,USD,AUD,0.674476,2025-12-03,MANUAL
FX00000356,USD,CHF,1.111454,2025-12-03,CENTRAL_BANK
FX00000357,USD,CNY,0.142561,2025-12-03,CENTRAL_BANK
FX00000358,USD,EUR,1.072169,2025-12-02,MANUAL
FX00000359,USD,GBP,1.307154,2025-12-02,CENTRAL_BANK
FX00000360,USD,JPY,0.008714,2025-12-02,MARKET
FX00000361,USD,CAD,0.756284,2025-12-02,MARKET
FX00000362,USD,AUD,0.687811,2025-12-02,CENTRAL_BANK
FX00000363,USD,CHF,1.126787,2025-12-02,MANUAL
FX00000364,USD,CNY,0.140377,2025-12-02,CENTRAL_BANK
FX00000365,USD,EUR,1.153490,2025-12-01,MANUAL
FX00000366,USD,GBP,1.209378,2025-12-01,MANUAL
FX00000367,USD,JPY,0.009274,2025-12-01,CENTRAL_BANK
FX00000368,USD,CAD,0.751605,2025-12-01,MANUAL
FX00000369,USD,AUD,0.665139,2025-12-01,MANUAL
FX00000370,USD,CHF,1.091237,2025-12-01,CENTRAL_BANK
FX00000371,USD,CNY,0.135399,2025-12-01,MANUAL
FX00000372,USD,EUR,1.048054,2025-11-30,CENTRAL_BANK
FX00000373,USD,GBP,1.282809,2025-11-30,CENTRAL_BANK
FX00000374,USD,JPY,0.009038,2025-11-30,CENTRAL_BANK
FX00000375,USD,CAD,0.722030,2025-11-30,MANUAL
FX00000376,USD,AUD,0.690234,2025-11-30,MARKET
FX00000377,USD,CHF,1.116989,2025-11-30,MARKET
FX00000378,USD,CNY,0.142822,2025-11-30,MANUAL
FX00000379,USD,EUR,1.116968,2025-11-29,CENTRAL_BANK
FX00000380,USD,GBP,1.300836,2025-11-29,MARKET
FX00000381,USD,JPY,0.009266,2025-11-29,MANUAL
FX00000382,USD,CAD,0.713352,2025-11-29,MARKET
FX00000383,USD,AUD,0.650881,2025-11-29,MARKET
FX00000384,USD,CHF,1.080869,2025-11-29,CENTRAL_BANK
FX00000385,USD,CNY,0.146148,2025-11-29,MARKET
FX00000386,USD,EUR,1.062738,2025-11-28,MARKET
FX00000387,USD,GBP,1.267507,2025-11-28,MARKET
FX00000388,USD,JPY,0.009387,2025-11-28,CENTRAL_BANK
FX00000389,USD,CAD,0.755434,2025-11-28,CENTRAL_BANK
FX00000390,USD,AUD,0.641657,2025-11-28,MANUAL
FX00000391,USD,CHF,1.172843,2025-11-28,MANUAL
FX00000392,USD,CNY,0.138267,2025-11-28,CENTRAL_BANK
FX00000393,USD,EUR,1.071113,2025-11-27,MANUAL
FX00000394,USD,GBP,1.294128,2025-11-27,MARKET
FX00000395,USD,JPY,0.008775,2025-11-27,CENTRAL_BANK
FX00000396,USD,CAD,0.728453,2025-11-27,MARKET
FX00000397,USD,AUD,0.662858,2025-11-27,CENTRAL_BANK
FX00000398,USD,CHF,1.073378,2025-11-27,CENTRAL_BANK
FX00000399,USD,CNY,0.135597,2025-11-27,CENTRAL_BANK
FX00000400,USD,EUR,1.077448,2025-11-26,MARKET
FX00000401,USD,GBP,1.226465,2025-11-26,MANUAL
FX00000402,USD,JPY,0.008660,2025-11-26,CENTRAL_BANK
FX00000403,USD,CAD,0.705181,2025-11-26,MARKET
FX00000404,USD,AUD,0.683748,2025-11-26,CENTRAL_BANK
FX00000405,USD,CHF,1.129881,2025-11-26,MARKET
FX00000406,USD,CNY,0.139264,2025-11-26,MARKET
FX00000407,USD,EUR,1.082375,2025-11-25,CENTRAL_BANK
FX00000408,USD,GBP,1.240281,2025-11-25,MARKET
FX00000409,USD,JPY,0.009164,2025-11-25,CENTRAL_BANK
FX00000410,USD,CAD,0.705028,2025-11-25,CENTRAL_BANK
FX00000411,USD,AUD,0.657070,2025-11-25,CENTRAL_BANK
FX00000412,USD,CHF,1.099510,2025-11-25,CENTRAL_BANK
FX00000413,USD,CNY,0.141060,2025-11-25,MARKET
FX00000414,USD,EUR,1.130617,2025-11-24,CENTRAL_BANK
FX00000415,USD,GBP,1.267335,2025-11-24,MARKET
FX00000416,USD,JPY,0.008712,2025-11-24,MARKET
FX00000417,USD,CAD,0.728674,2025-11-24,MANUAL
FX00000418,USD,AUD,0.663822,2025-11-24,MANUAL
FX00000419,USD,CHF,1.078042,2025-11-24,CENTRAL_BANK
FX00000420,USD,CNY,0.143946,2025-11-24,MARKET
FX00000421,USD,EUR,1.060365,2025-11-23,MANUAL
FX00000422,USD,GBP,1.273389,2025-11-23,MANUAL
FX00000423,USD,JPY,0.009217,2025-11-23,MANUAL
FX00000424,USD,CAD,0.737886,2025-11-23,CENTRAL_BANK
FX00000425,USD,AUD,0.634286,2025-11-23,MARKET
FX00000426,USD,CHF,1.088708,2025-11-23,MANUAL
FX00000427,USD,CNY,0.143597,2025-11-23,MARKET
FX00000428,USD,EUR,1.106576,2025-11-22,MARKET
FX00000429,USD,GBP,1.325808,2025-11-22,CENTRAL_BANK
