transaction_id,account_id,transaction_type,amount,currency,transaction_date,description,status
TXN0000000038,ACC00000318,INTEREST,-4386.60,USD,2026-02-20,WITHDRAWAL - Online,COMPLETED
TXN0000000039,ACC00000741,PAYMENT,9314.25,JPY,2026-02-25,WITHDRAWAL - Mobile,COMPLETED
TXN0000000040,ACC00000939,INTEREST,5159.49,CHF,2026-03-06,FEE - Mobile,FAILED
TXN0000000041,ACC00000520,DEPOSIT,5707.54,JPY,2025-11-16,INTEREST - Online,COMPLETED
TXN0000000042,ACC00000901,FEE,9098.32,CAD,2026-02-10,PAYMENT - Mobile,COMPLETED
TXN0000000043,ACC00000363,TRANSFER,-2708.45,AUD,2026-04-13,DEPOSIT - Online,PENDING
TXN0000000044,ACC00000891,DEPOSIT,7504.93,GBP,2026-02-23,PAYMENT - ATM,COMPLETED
TXN0000000045,ACC00000200,WITHDRAWAL,4881.64,JPY,2026-01-02,INTEREST - Branch,COMPLETED
TXN0000000046,ACC00000292,WITHDRAWAL,-612.52,USD,2026-01-27,DEPOSIT - ATM,FAILED
TXN0000000047,ACC00000614,FEE,-5706.75,GBP,2026-03-09,DEPOSIT - Mobile,FAILED
TXN0000000048,ACC00000060,WITHDRAWAL,5941.67,JPY,2025-11-29,FEE - ATM,COMPLETED
TXN0000000049,ACC00001123,INTEREST,9914.28,USD,2026-04-11,WITHDRAWAL - Mobile,FAILED
TXN0000000050,ACC00000555,INTEREST,-3479.51,GBP,2026-01-14,INTEREST - Mobile,FAILED
TXN0000000051,ACC00000104,WITHDRAWAL,4786.82,CHF,2025-12-10,TRANSFER - Branch,PENDING
TXN0000000052,ACC00000018,INTEREST,-505.34,AUD,2026-01-26,INTEREST - Online,COMPLETED
TXN0000000053,ACC00000587,DEPOSIT,-1505.66,CNY,2026-03-06,DEPOSIT - ATM,REVERSED
TXN0000000054,ACC00000960,FEE,-5860.12,CNY,2025-12-03,INTEREST - Branch,PENDING
TXN0000000055,ACC00000975,TRANSFER,-8091.55,GBP,2026-03-19,DEPOSIT - Online,COMPLETED
TXN0000000056,ACC00000536,TRANSFER,-8739.42,EUR,2025-11-14,TRANSFER - Online,FAILED
TXN0000000057,ACC00000097,PAYMENT,6983.23,USD,2026-01-09,INTEREST - Online,COMPLETED
TXN0000000058,ACC00001397,PAYMENT,-2837.14,EUR,2026-01-02,TRANSFER - Online,REVERSED
TXN0000000059,ACC00000093,TRANSFER,-3817.88,GBP,2025-12-24,PAYMENT - Mobile,COMPLETED
TXN0000000060,ACC00001160,TRANSFER,-2435.70,CHF,2025-11-30,DEPOSIT - ATM,PENDING
TXN0000000061,ACC00000602,PAYMENT,9970.75,CNY,2025-11-22,INTEREST - Branch,FAILED
TXN0000000062,ACC00000246,WITHDRAWAL,127.08,CNY,2026-02-07,PAYMENT - Mobile,REVERSED
TXN0000000063,ACC00000995,INTEREST,2174.74,CAD,2026-04-02,FEE - Mobile,FAILED
TXN0000000064,ACC00000780,FEE,1994.18,AUD,2025-12-14,INTEREST - Online,COMPLETED
TXN0000000065,ACC00000403,DEPOSIT,-6201.82,EUR,2026-03-04,PAYMENT - Online,PENDING
,ACC00000014,FEE,-5195.88,CHF,2026-03-23,INTEREST - Online,REVERSED
TXN0000000067,ACC00000782,TRANSFER,-2555.54,CAD,2026-03-03,FEE - Online,PENDING
TXN0000000068,ACC00001397,PAYMENT,5023.17,EUR,2026-03-20,TRANSFER - ATM,COMPLETED
TXN0000000069,ACC00000265,WITHDRAWAL,-5189.68,EUR,2026-01-01,DEPOSIT - ATM,COMPLETED
TXN0000000070,ACC00001333,WITHDRAWAL,4708.59,CNY,2026-03-15,TRANSFER - Mobile,FAILED
TXN0000000071,ACC00001457,DEPOSIT,7243.40,JPY,2025-12-04,DEPOSIT - Online,COMPLETED
TXN0000000072,ACC00001085,WITHDRAWAL,4351.33,GBP,2025-11-17,FEE - Online,FAILED
TXN0000000073,ACC00001254,DEPOSIT,-1043.66,CHF,2025-11-04,DEPOSIT - Online,PENDING
TXN0000000074,ACC00000960,PAYMENT,-2567.61,CNY,2026-01-19,INTEREST - Mobile,COMPLETED
TXN0000000075,ACC00000797,TRANSFER,3591.60,CHF,2026-03-29,DEPOSIT - Branch,PENDING
TXN0000000076,ACC00000030,TRANSFER,-8894.51,JPY,2026-02-17,INTEREST - Mobile,REVERSED
TXN0000000077,ACC00000950,TRANSFER,-9998.89,CAD,2025-12-24,DEPOSIT - Branch,REVERSED
TXN0000000078,ACC00001482,INTEREST,-3386.72,CNY,2025-10-28,INTEREST - Mobile,PENDING
TXN0000000079,ACC00000290,TRANSFER,8733.83,GBP,2026-04-06,INTEREST - Online,COMPLETED
TXN0000000080,ACC00000090,FEE,-6745.03,CNY,2025-12-08,INTEREST - Mobile,FAILED
TXN0000000081,ACC00000769,DEPOSIT,300.15,CNY,2026-04-16,PAYMENT - Online,PENDING
TXN0000000082,ACC00000904,DEPOSIT,-3039.31,CHF,2026-04-19,DEPOSIT - Online,FAILED
TXN0000000083,ACC00000660,FEE,6854.61,CNY,2025-12-13,DEPOSIT - Branch,FAILED
TXN0000000084,ACC00000810,INTEREST,2261.45,USD,2025-11-04,FEE - ATM,COMPLETED
TXN0000000085,ACC00000333,DEPOSIT,-8110.40,CNY,2026-03-27,INTEREST - Mobile,REVERSED
TXN0000000086,ACC00000692,DEPOSIT,1546.89,GBP,2025-12-05,PAYMENT - Online,FAILED
TXN0000000087,ACC00000558,FEE,-6313.43,AUD,2025-10-31,DEPOSIT - Branch,REVERSED
TXN0000000088,ACC00001342,WITHDRAWAL,5064.24,CAD,2026-02-17,INTEREST - Branch,COMPLETED
TXN0000000089,ACC00001224,TRANSFER,6965.18,USD,2025-10-27,INTEREST - Online,REVERSED
TXN0000000090,ACC00001100,PAYMENT,-1592.96,CAD,2025-10-29,FEE - ATM,PENDING
TXN0000000091,ACC00001300,FEE,-6476.62,CNY,2026-02-21,WITHDRAWAL - ATM,REVERSED
TXN0000000092,ACC00001351,INTEREST,-9404.48,CNY,2026-02-03,WITHDRAWAL - Branch,FAILED
TXN0000000093,ACC00000824,FEE,-8361.10,CHF,2026-02-22,DEPOSIT - Branch,REVERSED
TXN0000000094,ACC00000437,TRANSFER,-6935.01,AUD,2026-01-30,INTEREST - Online,COMPLETED
TXN0000000095,ACC00000494,INTEREST,-4126.07,GBP,2026-01-19,INTEREST - ATM,FAILED
TXN0000000096,ACC00000780,DEPOSIT,9381.47,AUD,2026-01-23,FEE - Branch,REVERSED
TXN0000000097,ACC00000903,DEPOSIT,-5527.83,CHF,2025-10-25,PAYMENT - Mobile,FAILED
TXN0000000098,ACC00001484,FEE,2810.83,AUD,2026-01-26,TRANSFER - Branch,FAILED
TXN0000000099,ACC00001203,WITHDRAWAL,9354.52,GBP,2026-02-03,DEPOSIT - Online,REVERSED
TXN0000000100,ACC00000822,FEE,7747.74,JPY,2025-11-22,TRANSFER - Branch,PENDING
TXN0000000101,ACC00001464,WITHDRAWAL,4622.19,CAD,2026-02-05,DEPOSIT - Branch,FAILED
TXN0000000102,ACC00001334,FEE,-5258.51,CNY,2026-04-02,DEPOSIT - Online,COMPLETED
TXN0000000103,ACC00000557,DEPOSIT,3580.30,USD,2026-03-02,FEE - ATM,REVERSED
TXN0000000104,ACC00001383,PAYMENT,6449.47,CAD,2025-12-11,DEPOSIT - ATM,FAILED
TXN0000000105,ACC00000214,TRANSFER,3488.62,AUD,2026-02-17,TRANSFER - Online,COMPLETED
TXN0000000106,ACC00001068,INTEREST,-5015.02,EUR,2026-02-01,PAYMENT - Branch,COMPLETED
TXN0000000107,ACC00000443,DEPOSIT,-5681.14,CNY,2026-01-15,WITHDRAWAL - Mobile,FAILED
TXN0000000108,ACC00001218,INTEREST,-1561.44,CHF,2025-12-19,PAYMENT - Online,FAILED
TXN0000000109,ACC00001104,INTEREST,842.18,CAD,2025-12-15,TRANSFER - ATM,COMPLETED
TXN0000000110,ACC00001471,PAYMENT,-8312.34,JPY,2025-11-02,INTEREST - Online,PENDING
TXN0000000111,ACC00000846,WITHDRAWAL,4078.36,JPY,2026-03-06,TRANSFER - Branch,COMPLETED
TXN0000000112,ACC00001427,DEPOSIT,-2836.71,EUR,2026-02-11,TRANSFER - ATM,PENDING
TXN0000000113,ACC00000237,INTEREST,-639.02,CHF,2026-03-04,INTEREST - Branch,REVERSED
TXN0000000114,ACC00001250,PAYMENT,-5588.32,CNY,2026-04-21,FEE - Online,COMPLETED
TXN0000000115,ACC00000649,TRANSFER,-5633.74,USD,2026-02-13,DEPOSIT - Online,FAILED
TXN0000000116,ACC00001153,DEPOSIT,-1332.95,CHF,2025-10-24,INTEREST - Branch,FAILED
TXN0000000117,ACC00001279,INTEREST,3520.03,CAD,2025-12-26,DEPOSIT - Mobile,FAILED
TXN0000000118,ACC00001125,TRANSFER,8285.93,EUR,2026-01-30,WITHDRAWAL - Online,PENDING
TXN0000000119,ACC00000473,DEPOSIT,2761.41,AUD,2025-11-21,FEE - Online,COMPLETED
TXN0000000120,ACC00000356,WITHDRAWAL,-3488.31,AUD,2025-11-15,DEPOSIT - Mobile,FAILED
TXN0000000121,ACC00001194,WITHDRAWAL,6440.43,AUD,2026-03-06,PAYMENT - Mobile,REVERSED
TXN0000000122,ACC00000615,WITHDRAWAL,7461.60,CHF,2026-04-15,TRANSFER - Online,COMPLETED
TXN0000000123,ACC00000332,PAYMENT,2956.65,GBP,2026-04-16,INTEREST - Mobile,REVERSED
TXN0000000124,ACC00001199,WITHDRAWAL,2870.09,AUD,2025-11-20,FEE - Branch,COMPLETED
TXN0000000125,ACC00000799,INTEREST,8768.32,AUD,2025-12-12,PAYMENT - Branch,PENDING
,ACC00000115,WITHDRAWAL,7502.74,CNY,2026-02-24,INTEREST - Branch,REVERSED
TXN0000000127,ACC00000926,DEPOSIT,1223.87,JPY,2025-11-19,WITHDRAWAL - Online,PENDING
TXN0000000128,ACC00000218,INTEREST,7137.57,CAD,2026-03-29,PAYMENT - ATM,REVERSED
TXN0000000129,ACC00000071,DEPOSIT,-1863.39,AUD,2026-01-12,INTEREST - Branch,COMPLETED
TXN0000000130,ACC00000667,INTEREST,9232.22,GBP,2025-12-10,INTEREST - Branch,FAILED
TXN0000000131,ACC00000554,DEPOSIT,-4128.37,JPY,2025-11-10,INTEREST - Online,REVERSED
TXN0000000132,ACC00000071,PAYMENT,-4339.55,AUD,2026-03-14,INTEREST - Branch,FAILED
TXN0000000133,ACC00000607,WITHDRAWAL,-4445.99,GBP,2026-01-06,FEE - ATM,COMPLETED
TXN0000000134,ACC00000369,FEE,5078.54,CNY,2026-01-30,FEE - ATM,FAILED
TXN0000000135,ACC00000782,TRANSFER,-6338.65,CAD,2026-01-15,INTEREST - ATM,FAILED
TXN0000000136,,WITHDRAWAL,-763.01,USD,2026-01-30,WITHDRAWAL - Online,PENDING
TXN0000000137,ACC00001288,PAYMENT,-7754.23,AUD,2026-04-05,PAYMENT - Online,REVERSED
TXN0000000138,ACC00001213,INTEREST,396.24,GBP,2026-02-13,FEE - Mobile,COMPLETED
TXN0000000139,ACC00000463,WITHDRAWAL,7506.90,USD,2026-03-08,WITHDRAWAL - Mobile,FAILED
TXN0000000140,ACC00001435,FEE,7033.70,JPY,2026-01-03,PAYMENT - Mobile,FAILED
TXN0000000141,ACC00000089,TRANSFER,-6691.45,GBP,2025-12-30,FEE - Online,PENDING
TXN0000000142,ACC00000329,INTEREST,1518.17,EUR,2025-11-07,PAYMENT - Mobile,COMPLETED
TXN0000000143,ACC00000835,DEPOSIT,5748.11,USD,2026-03-26,WITHDRAWAL - Online,COMPLETED
TXN0000000144,ACC00000748,INTEREST,-8162.71,CHF,2026-01-05,PAYMENT - ATM,REVERSED
TXN0000000145,ACC00000159,PAYMENT,-5649.09,EUR,2026-01-05,TRANSFER - Online,COMPLETED
TXN0000000146,ACC00001382,PAYMENT,3943.27,AUD,2026-01-25,PAYMENT - Branch,COMPLETED
TXN0000000147,ACC00000899,DEPOSIT,-1745.31,CAD,2025-10-24,FEE - Online,FAILED
TXN0000000148,ACC00000693,TRANSFER,87.16,JPY,2025-10-29,INTEREST - Online,FAILED
TXN0000000149,ACC00000195,TRANSFER,-3641.43,CAD,2025-12-20,DEPOSIT - Online,FAILED
TXN0000000150,ACC00000693,INTEREST,-8864.06,JPY,2025-12-12,INTEREST - ATM,COMPLETED
TXN0000000151,ACC00001298,PAYMENT,7801.83,GBP,2025-11-08,INTEREST - Mobile,COMPLETED
TXN0000000152,ACC00000876,DEPOSIT,8006.00,USD,2026-02-21,WITHDRAWAL - ATM,FAILED
TXN0000000153,ACC00000029,INTEREST,8284.10,GBP,2025-11-11,PAYMENT - Mobile,FAILED
TXN0000000154,ACC00000209,FEE,-7566.87,CAD,2026-02-24,INTEREST - ATM,PENDING
TXN0000000155,ACC00000633,WITHDRAWAL,-3230.26,EUR,2026-01-03,WITHDRAWAL - Mobile,FAILED
TXN0000000156,ACC00000977,WITHDRAWAL,-5430.48,EUR,2026-04-13,FEE - ATM,COMPLETED
TXN0000000157,ACC00001328,INTEREST,5961.31,USD,2025-12-17,FEE - Online,REVERSED
TXN0000000158,ACC00000476,WITHDRAWAL,-4906.79,JPY,2025-11-10,DEPOSIT - Mobile,REVERSED
TXN0000000159,ACC00000762,DEPOSIT,-4659.95,CNY,2026-02-13,WITHDRAWAL - ATM,REVERSED
TXN0000000160,ACC00000136,PAYMENT,8056.78,CNY,2026-03-07,FEE - Mobile,REVERSED
TXN0000000161,ACC00001337,FEE,-8785.77,AUD,2026-01-22,INTEREST - Mobile,REVERSED
TXN0000000162,ACC00001418,PAYMENT,-6370.89,EUR,2025-12-07,FEE - Mobile,COMPLETED
TXN0000000163,ACC00001206,INTEREST,3386.47,CNY,2026-03-31,FEE - Online,PENDING
TXN0000000164,ACC00001306,DEPOSIT,4535.70,CAD,2025-12-25,TRANSFER - ATM,COMPLETED
TXN0000000165,ACC00000312,DEPOSIT,-5703.84,CNY,2026-02-16,INTEREST - ATM,COMPLETED
TXN0000000166,ACC00000207,PAYMENT,6039.91,EUR,2026-01-11,WITHDRAWAL - ATM,FAILED
TXN0000000167,ACC00000565,WITHDRAWAL,-9722.02,CNY,2026-03-20,DEPOSIT - Branch,REVERSED
TXN0000000168,ACC00000914,FEE,-9059.94,CNY,2026-02-27,INTEREST - ATM,FAILED
TXN0000000169,ACC00001378,WITHDRAWAL,5024.62,JPY,2026-01-09,TRANSFER - Online,FAILED
TXN0000000170,ACC00000121,INTEREST,-7805.33,CAD,2025-11-12,DEPOSIT - Mobile,REVERSED
TXN0000000171,ACC00000972,WITHDRAWAL,2751.62,GBP,2026-02-22,WITHDRAWAL - Branch,FAILED
TXN0000000172,ACC00000353,WITHDRAWAL,-781.08,AUD,2026-04-06,TRANSFER - Online,REVERSED
TXN0000000173,ACC00000064,INTEREST,-7121.96,USD,2025-11-03,INTEREST - Online,PENDING
TXN0000000174,ACC00000221,TRANSFER,-9.78,CNY,2026-03-02,DEPOSIT - Mobile,COMPLETED
TXN0000000175,ACC00000412,INTEREST,-6811.89,JPY,2026-04-16,WITHDRAWAL - Mobile,COMPLETED
TXN0000000176,ACC00000861,TRANSFER,-858.19,AUD,2025-11-14,PAYMENT - ATM,COMPLETED
TXN0000000177,ACC00000820,INTEREST,8814.67,CNY,2026-02-20,TRANSFER - Mobile,FAILED
TXN0000000178,ACC00000654,DEPOSIT,-9040.68,CNY,2026-03-31,INTEREST - ATM,FAILED
TXN0000000179,ACC00001085,WITHDRAWAL,-1217.52,GBP,2026-01-13,WITHDRAWAL - Online,PENDING
TXN0000000180,ACC00001312,TRANSFER,-6620.31,EUR,2026-03-24,FEE - Online,COMPLETED
TXN0000000181,ACC00001132,DEPOSIT,-6350.65,CNY,2026-02-01,INTEREST - Branch,PENDING
TXN0000000182,ACC00001343,WITHDRAWAL,-6565.34,CHF,2025-11-03,TRANSFER - Branch,FAILED
TXN0000000183,ACC00001398,FEE,7118.01,EUR,2025-12-14,DEPOSIT - Mobile,COMPLETED
TXN0000000184,ACC00001307,DEPOSIT,2120.81,GBP,2025-12-17,TRANSFER - Branch,REVERSED
TXN0000000185,ACC00000196,WITHDRAWAL,1130.46,AUD,2025-11-24,WITHDRAWAL - ATM,FAILED
TXN0000000186,ACC00001171,DEPOSIT,6328.53,USD,2025-12-24,FEE - ATM,FAILED
TXN0000000187,ACC00001010,INTEREST,9031.44,CNY,2026-03-28,INTEREST - ATM,FAILED
TXN0000000188,ACC00001140,FEE,9041.33,CHF,2026-03-29,DEPOSIT - Branch,COMPLETED
TXN0000000189,ACC00001143,DEPOSIT,6152.29,USD,2026-04-08,TRANSFER - Branch,PENDING
TXN0000000190,ACC00000189,FEE,7599.92,CAD,2025-12-17,DEPOSIT - Branch,COMPLETED
TXN0000000191,ACC00000667,PAYMENT,-2309.05,GBP,2025-11-21,INTEREST - Branch,PENDING
TXN0000000192,ACC00000303,FEE,-6148.76,EUR,2026-04-11,PAYMENT - Online,PENDING
TXN0000000193,ACC00001018,FEE,-2473.33,EUR,2025-11-08,PAYMENT - Mobile,COMPLETED
TXN0000000194,ACC00000984,INTEREST,7829.51,GBP,2025-12-09,WITHDRAWAL - Branch,COMPLETED
TXN0000000195,,WITHDRAWAL,3450.93,CAD,2026-01-29,DEPOSIT - Mobile,COMPLETED
TXN0000000196,ACC00000984,DEPOSIT,-6920.55,GBP,2025-11-09,PAYMENT - ATM,PENDING
TXN0000000197,ACC00001037,INTEREST,4148.13,USD,2026-03-09,INTEREST - Mobile,FAILED
TXN0000000198,ACC00000743,TRANSFER,-5613.25,USD,2026-03-30,DEPOSIT - ATM,COMPLETED
TXN0000000199,ACC00000116,WITHDRAWAL,8831.76,JPY,2025-12-16,INTEREST - ATM,PENDING
TXN0000000200,ACC00001152,TRANSFER,-4811.78,CAD,2026-03-03,WITHDRAWAL - Online,REVERSED
TXN0000000201,ACC00000399,FEE,-1036.98,GBP,2026-03-27,DEPOSIT - ATM,PENDING
TXN0000000202,ACC00000754,FEE,1713.78,JPY,2026-02-23,INTEREST - Online,REVERSED
TXN0000000203,ACC00000979,INTEREST,6286.13,EUR,2026-02-05,PAYMENT - Branch,COMPLETED
TXN0000000204,ACC00000726,WITHDRAWAL,-8554.85,CAD,2026-03-20,PAYMENT - Mobile,COMPLETED
TXN0000000205,ACC00000494,TRANSFER,-8161.65,GBP,2026-02-19,TRANSFER - Branch,COMPLETED
TXN0000000206,ACC00000824,WITHDRAWAL,-8533.35,CHF,2025-12-22,WITHDRAWAL - Mobile,REVERSED
TXN0000000207,ACC00000403,TRANSFER,3623.43,EUR,2025-12-29,TRANSFER - Branch,REVERSED
TXN0000000208,ACC00001483,INTEREST,1838.91,CNY,2025-12-03,WITHDRAWAL - Mobile,COMPLETED
TXN0000000209,ACC00000747,DEPOSIT,-7746.86,CHF,2025-12-12,DEPOSIT - Branch,FAILED
TXN0000000210,ACC00000332,INTEREST,-5547.74,GBP,2026-01-31,TRANSFER - Mobile,PENDING
TXN0000000211,ACC00000669,WITHDRAWAL,-9695.43,CHF,2026-01-27,WITHDRAWAL - Branch,PENDING
TXN0000000212,ACC00000223,FEE,7246.44,GBP,2025-12-06,INTEREST - ATM,PENDING
TXN0000000213,ACC00001467,FEE,-8386.78,GBP,2026-03-28,PAYMENT - ATM,FAILED
TXN0000000214,ACC00000123,PAYMENT,-984.37,CAD,2026-02-11,FEE - Online,COMPLETED
TXN0000000215,ACC00001279,INTEREST,-5235.03,CAD,2026-01-15,INTEREST - Mobile,REVERSED
TXN0000000216,ACC00001423,INTEREST,7559.47,AUD,2026-04-09,PAYMENT - Mobile,PENDING
TXN0000000217,ACC00001094,FEE,-961.74,EUR,2026-02-28,PAYMENT - Online,REVERSED
TXN0000000218,ACC00001202,TRANSFER,-7307.42,CNY,2026-01-10,FEE - Online,COMPLETED
TXN0000000219,ACC00000338,WITHDRAWAL,5093.64,EUR,2026-02-05,PAYMENT - Mobile,PENDING
TXN0000000220,ACC00001099,FEE,4643.80,JPY,2026-04-09,PAYMENT - Branch,FAILED
TXN0000000221,ACC00000740,TRANSFER,-8794.47,GBP,2026-01-09,PAYMENT - Online,REVERSED
TXN0000000222,ACC00001226,FEE,-9966.52,CAD,2026-04-09,TRANSFER - Mobile,PENDING
TXN0000000223,ACC00001259,TRANSFER,2902.98,CNY,2026-03-03,DEPOSIT - Mobile,FAILED
TXN0000000224,ACC00000039,WITHDRAWAL,1892.72,CNY,2025-12-29,WITHDRAWAL - Mobile,COMPLETED
TXN0000000225,ACC00000915,TRANSFER,4939.30,CAD,2025-11-14,FEE - Mobile,FAILED
TXN0000000226,ACC00000734,TRANSFER,-2102.13,CNY,2026-03-06,TRANSFER - Mobile,FAILED
TXN0000000227,ACC00001227,WITHDRAWAL,8780.87,USD,2026-03-10,FEE - ATM,REVERSED
TXN0000000228,ACC00000130,TRANSFER,-2208.26,JPY,2025-11-19,WITHDRAWAL - Branch,REVERSED
TXN0000000229,ACC00001037,TRANSFER,9504.77,USD,2026-03-17,FEE - Branch,FAILED
TXN0000000230,ACC00001360,FEE,6142.96,CNY,2025-10-25,WITHDRAWAL - Online,PENDING
TXN0000000231,ACC00000445,DEPOSIT,6835.57,CNY,2025-11-29,FEE - Mobile,PENDING
TXN0000000232,ACC00001162,WITHDRAWAL,-230.34,CHF,2025-11-12,PAYMENT - ATM,REVERSED
TXN0000000233,ACC00001141,WITHDRAWAL,-4577.02,GBP,2026-02-10,FEE - Branch,FAILED
TXN0000000234,ACC00000446,TRANSFER,5620.97,CNY,2025-12-05,PAYMENT - Mobile,COMPLETED
TXN0000000235,ACC00001413,FEE,9162.89,CNY,2026-03-17,PAYMENT - Online,COMPLETED
TXN0000000236,ACC00000601,INTEREST,-3540.84,GBP,2026-03-21,INTEREST - Mobile,COMPLETED
TXN0000000237,ACC00000456,DEPOSIT,-834.66,JPY,2026-03-25,PAYMENT - Mobile,PENDING
TXN0000000238,ACC00001281,WITHDRAWAL,-1337.45,USD,2026-04-10,WITHDRAWAL - Mobile,FAILED
TXN0000000239,ACC00001410,DEPOSIT,6917.19,CNY,2025-12-01,DEPOSIT - Mobile,FAILED
TXN0000000240,ACC00000305,DEPOSIT,6799.16,GBP,2026-04-14,PAYMENT - Online,PENDING
TXN0000000241,ACC00000466,DEPOSIT,-2084.06,CNY,2026-01-02,DEPOSIT - Branch,PENDING
TXN0000000242,ACC00000343,FEE,3611.29,USD,2026-02-03,DEPOSIT - Online,PENDING
TXN0000000243,ACC00000983,WITHDRAWAL,1169.93,USD,2025-11-24,FEE - Mobile,FAILED
TXN0000000244,ACC00001279,DEPOSIT,-234.08,CAD,2025-12-19,TRANSFER - Mobile,REVERSED
TXN0000000245,ACC00000659,FEE,-6169.83,USD,2026-03-15,WITHDRAWAL - Branch,PENDING
TXN0000000246,ACC00001351,TRANSFER,-9086.71,CNY,2026-02-09,PAYMENT - Mobile,PENDING
TXN0000000247,ACC00000531,DEPOSIT,-8881.75,CHF,2025-10-26,TRANSFER - ATM,FAILED
TXN0000000248,ACC00000719,FEE,-2480.11,USD,2026-01-26,DEPOSIT - Branch,REVERSED
TXN0000000249,ACC00000356,FEE,6866.57,AUD,2025-11-02,INTEREST - Branch,PENDING
TXN0000000250,ACC00000628,DEPOSIT,-6643.04,AUD,2025-10-29,WITHDRAWAL - Mobile,COMPLETED
TXN0000000251,ACC00000529,INTEREST,9927.27,JPY,2026-01-31,TRANSFER - Branch,REVERSED
TXN0000000252,ACC00000590,FEE,1251.52,JPY,2026-03-17,WITHDRAWAL - Mobile,COMPLETED
