balance_id,account_id,balance_date,opening_balance,closing_balance,currency
BAL0000000032,ACC00000002,2026-01-21,74630.11,74144.35,AUD
BAL0000000033,ACC00000002,2026-01-20,74144.35,75031.48,AUD
BAL0000000034,ACC00000002,2026-01-19,75031.48,74461.90,AUD
BAL0000000035,ACC00000002,2026-01-18,74461.90,73939.86,AUD
BAL0000000036,ACC00000002,2026-01-17,73939.86,74230.90,AUD
BAL0000000037,ACC00000002,2026-01-16,74230.90,74285.90,AUD
BAL0000000038,ACC00000002,2026-01-15,74285.90,74416.81,AUD
BAL0000000039,ACC00000002,2026-01-14,74416.81,74389.41,AUD
BAL0000000040,ACC00000002,2026-01-13,74389.41,73844.41,AUD
BAL0000000041,ACC00000002,2026-01-12,73844.41,74131.47,AUD
BAL0000000042,ACC00000002,2026-01-11,74131.47,74116.25,AUD
BAL0000000043,ACC00000002,2026-01-10,74116.25,74897.83,AUD
BAL0000000044,ACC00000002,2026-01-09,74897.83,75676.60,AUD
BAL0000000045,ACC00000002,2026-01-08,75676.60,75177.51,AUD
BAL0000000046,ACC00000002,2026-01-07,75177.51,74769.84,AUD
BAL0000000047,ACC00000002,2026-01-06,74769.84,74002.09,AUD
BAL0000000048,ACC00000002,2026-01-05,74002.09,74472.72,AUD
BAL0000000049,ACC00000002,2026-01-04,74472.72,73570.12,AUD
BAL0000000050,ACC00000002,2026-01-03,73570.12,73652.03,AUD
BAL0000000051,ACC00000002,2026-01-02,73652.03,74575.25,AUD
BAL0000000052,ACC00000002,2026-01-01,74575.25,74672.56,AUD
BAL0000000053,ACC00000002,2025-12-31,74672.56,75455.89,AUD
BAL0000000054,ACC00000002,2025-12-30,75455.89,75253.90,AUD
BAL0000000055,ACC00000002,2025-12-29,75253.90,74637.86,AUD
BAL0000000056,ACC00000002,2025-12-28,74637.86,73764.78,AUD
BAL0000000057,ACC00000002,2025-12-27,73764.78,73413.26,AUD
BAL0000000058,ACC00000002,2025-12-26,73413.26,74342.40,AUD
BAL0000000059,ACC00000002,2025-12-25,74342.40,74172.50,AUD
BAL0000000060,ACC00000002,2025-12-24,74172.50,73892.67,AUD
BAL0000000061,ACC00000003,2026-01-22,12164.22,11457.31,CNY
BAL0000000062,ACC00000003,2026-01-21,11457.31,12143.96,CNY
BAL0000000063,ACC00000003,2026-01-20,12143.96,11191.90,CNY
BAL0000000064,ACC00000003,2026-01-19,11191.90,10235.88,CNY
BAL0000000065,ACC00000003,2026-01-18,10235.88,10351.69,CNY
BAL0000000066,ACC00000003,2026-01-17,10351.69,10210.88,CNY
BAL0000000067,ACC00000003,2026-01-16,10210.88,11089.25,CNY
BAL0000000068,ACC00000003,2026-01-15,11089.25,10489.14,CNY
BAL0000000069,ACC00000003,2026-01-14,10489.14,11371.60,CNY
BAL0000000070,ACC00000003,2026-01-13,11371.60,10966.63,CNY
BAL0000000071,ACC00000003,2026-01-12,10966.63,11565.61,CNY
BAL0000000072,ACC00000003,2026-01-11,11565.61,12364.20,CNY
BAL0000000073,ACC00000003,2026-01-10,12364.20,13314.31,CNY
BAL0000000074,ACC00000003,2026-01-09,13314.31,13190.86,CNY
BAL0000000075,ACC00000003,2026-01-08,13190.86,12234.91,CNY
BAL0000000076,ACC00000003,2026-01-07,12234.91,12059.02,CNY
BAL0000000077,ACC00000003,2026-01-06,12059.02,12557.00,CNY
BAL0000000078,ACC00000003,2026-01-05,12557.00,13148.07,CNY
BAL0000000079,ACC00000003,2026-01-04,13148.07,12968.88,CNY
BAL0000000080,ACC00000003,2026-01-03,12968.88,13538.65,CNY
BAL0000000081,ACC00000003,2026-01-02,13538.65,13745.96,CNY
BAL0000000082,ACC00000003,2026-01-01,13745.96,12776.41,CNY
BAL0000000083,ACC00000003,2025-12-31,12776.41,13053.93,CNY
BAL0000000084,ACC00000003,2025-12-30,13053.93,13809.91,CNY
BAL0000000085,ACC00000003,2025-12-29,13809.91,12886.25,CNY
BAL0000000086,ACC00000003,2025-12-28,12886.25,12501.40,CNY
BAL0000000087,ACC00000003,2025-12-27,12501.40,12588.27,CNY
BAL0000000088,ACC00000003,2025-12-26,12588.27,12158.55,CNY
BAL0000000089,ACC00000003,2025-12-25,12158.55,12526.65,CNY
BAL0000000090,ACC00000003,2025-12-24,12526.65,11754.83,CNY
BAL0000000091,ACC00000004,2026-01-22,35924.60,35831.70,GBP
BAL0000000092,ACC00000004,2026-01-21,35831.70,35161.03,GBP
BAL0000000093,ACC00000004,2026-01-20,35161.03,35590.10,GBP
BAL0000000094,ACC00000004,2026-01-19,35590.10,36159.51,GBP
BAL0000000095,ACC00000004,2026-01-18,36159.51,35469.03,GBP
BAL0000000096,ACC00000004,2026-01-17,35469.03,34722.83,GBP
BAL0000000097,ACC00000004,2026-01-16,34722.83,35208.94,GBP
BAL0000000098,ACC00000004,2026-01-15,35208.94,35853.11,GBP
BAL0000000099,ACC00000004,2026-01-14,35853.11,35465.95,GBP
BAL0000000100,ACC00000004,2026-01-13,35465.95,36296.82,GBP
BAL0000000101,ACC00000004,2026-01-12,36296.82,36580.44,GBP
BAL0000000102,ACC00000004,2026-01-11,36580.44,35987.23,GBP
BAL0000000103,ACC00000004,2026-01-10,35987.23,36664.09,GBP
BAL0000000104,ACC00000004,2026-01-09,36664.09,36013.39,GBP
BAL0000000105,ACC00000004,2026-01-08,36013.39,36132.69,GBP
BAL0000000106,ACC00000004,2026-01-07,36132.69,36676.00,GBP
BAL0000000107,ACC00000004,2026-01-06,36676.00,36804.76,GBP
BAL0000000108,ACC00000004,2026-01-05,36804.76,36283.28,GBP
BAL0000000109,ACC00000004,2026-01-04,36283.28,36950.00,GBP
BAL0000000110,ACC00000004,2026-01-03,36950.00,37061.57,GBP
BAL0000000111,ACC00000004,2026-01-02,37061.57,36309.75,GBP
BAL0000000112,ACC00000004,2026-01-01,36309.75,35486.84,GBP
BAL0000000113,ACC00000004,2025-12-31,35486.84,35981.09,GBP
BAL0000000114,ACC00000004,2025-12-30,35981.09,36370.09,GBP
BAL0000000115,ACC00000004,2025-12-29,36370.09,36914.99,GBP
BAL0000000116,ACC00000004,2025-12-28,36914.99,36554.64,GBP
BAL0000000117,ACC00000004,2025-12-27,36554.64,36692.63,GBP
BAL0000000118,ACC00000004,2025-12-26,36692.63,37522.64,GBP
BAL0000000119,ACC00000004,2025-12-25,37522.64,38189.12,GBP
BAL0000000120,ACC00000004,2025-12-24,38189.12,38134.63,GBP
BAL0000000121,ACC00000005,2026-01-22,19051.24,18858.25,CHF
BAL0000000122,ACC00000005,2026-01-21,18858.25,18443.05,CHF
BAL0000000123,ACC00000005,2026-01-20,18443.05,18905.70,CHF
BAL0000000124,ACC00000005,2026-01-19,18905.70,19338.94,CHF
BAL0000000125,ACC00000005,2026-01-18,19338.94,20132.01,CHF
BAL0000000126,ACC00000005,2026-01-17,20132.01,20960.74,CHF
BAL0000000127,ACC00000005,2026-01-16,20960.74,21294.99,CHF
BAL0000000128,ACC00000005,2026-01-15,21294.99,20881.44,CHF
BAL0000000129,ACC00000005,2026-01-14,20881.44,21840.20,CHF
BAL0000000130,ACC00000005,2026-01-13,21840.20,21150.07,CHF
BAL0000000131,ACC00000005,2026-01-12,21150.07,21746.40,CHF
BAL0000000132,ACC00000005,2026-01-11,21746.40,21803.07,CHF
BAL0000000133,ACC00000005,2026-01-10,21803.07,21024.49,CHF
BAL0000000134,ACC00000005,2026-01-09,21024.49,21958.71,CHF
BAL0000000135,ACC00000005,2026-01-08,21958.71,21749.82,CHF
BAL0000000136,ACC00000005,2026-01-07,21749.82,21469.77,CHF
BAL0000000137,ACC00000005,2026-01-06,21469.77,22214.59,CHF
BAL0000000138,ACC00000005,2026-01-05,22214.59,22932.07,CHF
BAL0000000139,ACC00000005,2026-01-04,22932.07,22650.52,CHF
BAL0000000140,ACC00000005,2026-01-03,22650.52,21804.14,CHF
BAL0000000141,ACC00000005,2026-01-02,21804.14,22099.38,CHF
BAL0000000142,ACC00000005,2026-01-01,22099.38,22872.39,CHF
BAL0000000143,ACC00000005,2025-12-31,22872.39,23542.42,CHF
BAL0000000144,ACC00000005,2025-12-30,23542.42,23403.16,CHF
BAL0000000145,ACC00000005,2025-12-29,23403.16,23936.08,CHF
BAL0000000146,ACC00000005,2025-12-28,23936.08,24072.81,CHF
BAL0000000147,ACC00000005,2025-12-27,24072.81,24552.91,CHF
BAL0000000148,ACC00000005,2025-12-26,24552.91,24429.89,CHF
BAL0000000149,ACC00000005,2025-12-25,24429.89,24237.99,CHF
BAL0000000150,ACC00000005,2025-12-24,24237.99,24703.89,CHF
BAL0000000151,ACC00000006,2026-01-22,65943.00,66753.99,CHF
BAL0000000152,ACC00000006,2026-01-21,66753.99,65767.76,CHF
BAL0000000153,ACC00000006,2026-01-20,65767.76,65970.33,CHF
BAL0000000154,ACC00000006,2026-01-19,65970.33,65737.55,CHF
BAL0000000155,ACC00000006,2026-01-18,65737.55,65954.20,CHF
BAL0000000156,ACC00000006,2026-01-17,65954.20,65556.06,CHF
BAL0000000157,ACC00000006,2026-01-16,65556.06,65980.00,CHF
BAL0000000158,ACC00000006,2026-01-15,65980.00,65688.86,CHF
BAL0000000159,ACC00000006,2026-01-14,65688.86,65891.23,CHF
BAL0000000160,ACC00000006,2026-01-13,65891.23,66690.92,CHF
BAL0000000161,ACC00000006,2026-01-12,66690.92,67393.40,CHF
BAL0000000162,ACC00000006,2026-01-11,67393.40,67373.62,CHF
BAL0000000163,ACC00000006,2026-01-10,67373.62,66508.07,CHF
BAL0000000164,ACC00000006,2026-01-09,66508.07,65581.23,CHF
BAL0000000165,ACC00000006,2026-01-08,65581.23,66238.97,CHF
BAL0000000166,ACC00000006,2026-01-07,66238.97,66792.92,CHF
BAL0000000167,ACC00000006,2026-01-06,66792.92,67644.40,CHF
BAL0000000168,ACC00000006,2026-01-05,67644.40,68278.54,CHF
BAL0000000169,ACC00000006,2026-01-04,68278.54,68293.96,CHF
BAL0000000170,ACC00000006,2026-01-03,68293.96,68060.18,CHF
BAL0000000171,ACC00000006,2026-01-02,68060.18,67710.78,CHF
BAL0000000172,ACC00000006,2026-01-01,67710.78,68690.39,CHF
BAL0000000173,ACC00000006,2025-12-31,68690.39,69660.78,CHF
BAL0000000174,ACC00000006,2025-12-30,69660.78,69076.90,CHF
BAL0000000175,ACC00000006,2025-12-29,69076.90,69210.95,CHF
BAL0000000176,ACC00000006,2025-12-28,69210.95,68928.23,CHF
BAL0000000177,ACC00000006,2025-12-27,68928.23,69476.82,CHF
BAL0000000178,ACC00000006,2025-12-26,69476.82,70470.37,CHF
BAL0000000179,ACC00000006,2025-12-25,70470.37,70977.81,CHF
BAL0000000180,ACC00000006,2025-12-24,70977.81,70882.13,CHF
BAL0000000181,ACC00000007,2026-01-22,68254.54,67561.73,CNY
BAL0000000182,ACC00000007,2026-01-21,67561.73,68126.26,CNY
BAL0000000183,ACC00000007,2026-01-20,68126.26,67598.29,CNY
BAL0000000184,ACC00000007,2026-01-19,67598.29,68145.00,CNY
BAL0000000185,ACC00000007,2026-01-18,68145.00,67505.87,CNY
BAL0000000186,ACC00000007,2026-01-17,67505.87,67677.71,CNY
BAL0000000187,ACC00000007,2026-01-16,67677.71,66964.82,CNY
BAL0000000188,ACC00000007,2026-01-15,66964.82,66993.26,CNY
BAL0000000189,ACC00000007,2026-01-14,66993.26,66252.27,CNY
BAL0000000190,ACC00000007,2026-01-13,66252.27,66231.75,CNY
BAL0000000191,ACC00000007,2026-01-12,66231.75,65801.97,CNY
BAL0000000192,ACC00000007,2026-01-11,65801.97,64815.14,CNY
BAL0000000193,ACC00000007,2026-01-10,64815.14,64398.90,CNY
BAL0000000194,ACC00000007,2026-01-09,64398.90,64758.16,CNY
BAL0000000195,ACC00000007,2026-01-08,64758.16,64908.48,CNY
BAL0000000196,ACC00000007,2026-01-07,64908.48,64070.56,CNY
BAL0000000197,ACC00000007,2026-01-06,64070.56,64728.38,CNY
BAL0000000198,ACC00000007,2026-01-05,64728.38,65014.70,CNY
BAL0000000199,ACC00000007,2026-01-04,65014.70,65969.67,CNY
BAL0000000200,ACC00000007,2026-01-03,65969.67,66439.48,CNY
BAL0000000201,ACC00000007,2026-01-02,66439.48,66529.57,CNY
BAL0000000202,ACC00000007,2026-01-01,66529.57,65868.34,CNY
BAL0000000203,ACC00000007,2025-12-31,65868.34,65069.45,CNY
BAL0000000204,ACC00000007,2025-12-30,65069.45,64968.35,CNY
BAL0000000205,ACC00000007,2025-12-29,64968.35,64741.80,CNY
BAL0000000206,ACC00000007,2025-12-28,64741.80,64307.21,CNY
BAL0000000207,ACC00000007,2025-12-27,64307.21,65055.24,CNY
BAL0000000208,ACC00000007,2025-12-26,65055.24,64409.57,CNY
BAL0000000209,ACC00000007,2025-12-25,64409.57,64897.43,CNY
BAL0000000210,ACC00000007,2025-12-24,64897.43,65119.24,CNY
BAL0000000211,ACC00000008,2026-01-22,91821.71,92003.59,USD
BAL0000000212,ACC00000008,2026-01-21,92003.59,92641.96,USD
BAL0000000213,ACC00000008,2026-01-20,92641.96,93367.84,USD
BAL0000000214,ACC00000008,2026-01-19,93367.84,93484.65,USD
BAL0000000215,ACC00000008,2026-01-18,93484.65,93254.95,USD
BAL0000000216,ACC00000008,2026-01-17,93254.95,92432.31,USD
BAL0000000217,ACC00000008,2026-01-16,92432.31,91968.17,USD
BAL0000000218,ACC00000008,2026-01-15,91968.17,92927.47,USD
BAL0000000219,ACC00000008,2026-01-14,92927.47,92973.23,USD
BAL0000000220,ACC00000008,2026-01-13,92973.23,93474.67,USD
BAL0000000221,ACC00000008,2026-01-12,93474.67,93485.45,USD
BAL0000000222,ACC00000008,2026-01-11,93485.45,93661.70,USD
BAL0000000223,ACC00000008,2026-01-10,93661.70,94339.20,USD
BAL0000000224,ACC00000008,2026-01-09,94339.20,95283.72,USD
BAL0000000225,ACC00000008,2026-01-08,95283.72,95497.61,USD
BAL0000000226,ACC00000008,2026-01-07,95497.61,95261.82,USD
BAL0000000227,ACC00000008,2026-01-06,95261.82,95384.06,USD
BAL0000000228,ACC00000008,2026-01-05,95384.06,95855.75,USD
BAL0000000229,ACC00000008,2026-01-04,95855.75,95118.39,USD
BAL0000000230,ACC00000008,2026-01-03,95118.39,94606.98,USD
BAL0000000231,ACC00000008,2026-01-02,94606.98,95382.74,USD
BAL0000000232,ACC00000008,2026-01-01,95382.74,96259.61,USD
BAL0000000233,ACC00000008,2025-12-31,96259.61,96890.49,USD
BAL0000000234,ACC00000008,2025-12-30,96890.49,96743.35,USD
BAL0000000235,ACC00000008,2025-12-29,96743.35,96343.44,USD
BAL0000000236,ACC00000008,2025-12-28,96343.44,96419.12,USD
BAL0000000237,ACC00000008,2025-12-27,96419.12,97351.34,USD
BAL0000000238,ACC00000008,2025-12-26,97351.34,98154.64,USD
BAL0000000239,ACC00000008,2025-12-25,98154.64,97296.86,USD
BAL0000000240,ACC00000008,2025-12-24,97296.86,96870.82,USD
BAL0000000241,ACC00000009,2026-01-22,70178.25,71064.12,CHF
BAL0000000242,ACC00000009,2026-01-21,71064.12,70753.09,CHF
BAL0000000243,ACC00000009,2026-01-20,70753.09,71242.18,CHF
BAL0000000244,ACC00000009,2026-01-19,71242.18,71944.22,CHF
BAL0000000245,ACC00000009,2026-01-18,71944.22,71149.91,CHF
BAL0000000246,ACC00000009,2026-01-17,71149.91,71955.98,CHF
BAL0000000247,ACC00000009,2026-01-16,71955.98,71951.49,CHF
BAL0000000248,ACC00000009,2026-01-15,71951.49,71011.58,CHF
BAL0000000249,ACC00000009,2026-01-14,71011.58,70484.75,CHF
BAL0000000250,ACC00000009,2026-01-13,70484.75,69542.47,CHF
BAL0000000251,ACC00000009,2026-01-12,69542.47,69773.43,CHF
BAL0000000252,ACC00000009,2026-01-11,69773.43,69917.01,CHF
BAL0000000253,ACC00000009,2026-01-10,69917.01,70275.84,CHF
BAL0000000254,ACC00000009,2026-01-09,70275.84,70875.91,CHF
BAL0000000255,ACC00000009,2026-01-08,70875.91,71510.10,CHF
BAL0000000256,ACC00000009,2026-01-07,71510.10,72455.83,CHF
BAL0000000257,ACC00000009,2026-01-06,72455.83,73197.01,CHF
BAL0000000258,ACC00000009,2026-01-05,73197.01,73578.67,CHF
BAL0000000259,ACC00000009,2026-01-04,73578.67,73345.11,CHF
BAL0000000260,ACC00000009,2026-01-03,73345.11,72624.00,CHF
BAL0000000261,ACC00000009,2026-01-02,72624.00,73244.70,CHF
BAL0000000262,ACC00000009,2026-01-01,73244.70,73786.67,CHF
BAL0000000263,ACC00000009,2025-12-31,73786.67,74510.60,CHF
BAL0000000264,ACC00000009,2025-12-30,74510.60,75089.85,CHF
BAL0000000265,ACC00000009,2025-12-29,75089.85,74852.18,CHF
BAL0000000266,ACC00000009,2025-12-28,74852.18,74661.97,CHF
BAL0000000267,ACC00000009,2025-12-27,74661.97,74025.85,CHF
BAL0000000268,ACC00000009,2025-12-26,74025.85,74035.30,CHF
BAL0000000269,ACC00000009,2025-12-25,74035.30,74086.82,CHF
BAL0000000270,ACC00000009,2025-12-24,74086.82,74035.45,CHF
BAL0000000271,ACC00000010,2026-01-22,81691.13,82439.13,EUR
BAL0000000272,ACC00000010,2026-01-21,82439.13,82990.35,EUR
BAL0000000273,ACC00000010,2026-01-20,82990.35,82871.07,EUR
BAL0000000274,ACC00000010,2026-01-19,82871.07,83370.84,EUR
BAL0000000275,ACC00000010,2026-01-18,83370.84,84049.30,EUR
BAL0000000276,ACC00000010,2026-01-17,84049.30,83452.65,EUR
BAL0000000277,ACC00000010,2026-01-16,83452.65,82755.18,EUR
BAL0000000278,ACC00000010,2026-01-15,82755.18,81815.90,EUR
BAL0000000279,ACC00000010,2026-01-14,81815.90,81556.62,EUR
BAL0000000280,ACC00000010,2026-01-13,81556.62,80602.08,EUR
BAL0000000281,ACC00000010,2026-01-12,80602.08,79655.01,EUR
BAL0000000282,ACC00000010,2026-01-11,79655.01,78675.50,EUR
BAL0000000283,ACC00000010,2026-01-10,78675.50,78588.00,EUR
BAL0000000284,ACC00000010,2026-01-09,78588.00,78419.73,EUR
BAL0000000285,ACC00000010,2026-01-08,78419.73,78674.91,EUR
BAL0000000286,ACC00000010,2026-01-07,78674.91,78788.40,EUR
BAL0000000287,ACC00000010,2026-01-06,78788.40,79737.81,EUR
BAL0000000288,ACC00000010,2026-01-05,79737.81,80139.47,EUR
BAL0000000289,ACC00000010,2026-01-04,80139.47,80404.00,EUR
BAL0000000290,ACC00000010,2026-01-03,80404.00,81294.26,EUR
BAL0000000291,ACC00000010,2026-01-02,81294.26,80381.56,EUR
BAL0000000292,ACC00000010,2026-01-01,80381.56,80289.72,EUR
BAL0000000293,ACC00000010,2025-12-31,80289.72,79931.05,EUR
BAL0000000294,ACC00000010,2025-12-30,79931.05,79458.14,EUR
BAL0000000295,ACC00000010,2025-12-29,79458.14,79655.24,EUR
BAL0000000296,ACC00000010,2025-12-28,79655.24,80309.04,EUR
BAL0000000297,ACC00000010,2025-12-27,80309.04,81149.04,EUR
BAL0000000298,ACC00000010,2025-12-26,81149.04,80440.26,EUR
BAL0000000299,ACC00000010,2025-12-25,80440.26,79955.68,EUR
BAL0000000300,ACC00000010,2025-12-24,79955.68,79039.12,EUR
BAL0000000301,ACC00000011,2026-01-22,49575.14,50501.08,CNY
BAL0000000302,ACC00000011,2026-01-21,50501.08,50849.16,CNY
BAL0000000303,ACC00000011,2026-01-20,50849.16,50942.69,CNY
BAL0000000304,ACC00000011,2026-01-19,50942.69,51679.66,CNY
BAL0000000305,ACC00000011,2026-01-18,51679.66,50964.61,CNY
BAL0000000306,ACC00000011,2026-01-17,50964.61,51659.72,CNY
BAL0000000307,ACC00000011,2026-01-16,51659.72,51217.40,CNY
BAL0000000308,ACC00000011,2026-01-15,51217.40,52121.71,CNY
BAL0000000309,ACC00000011,2026-01-14,52121.71,51836.10,CNY
BAL0000000310,ACC00000011,2026-01-13,51836.10,51553.62,CNY
BAL0000000311,ACC00000011,2026-01-12,51553.62,50725.31,CNY
BAL0000000312,ACC00000011,2026-01-11,50725.31,50175.74,CNY
BAL0000000313,ACC00000011,2026-01-10,50175.74,51111.78,CNY
BAL0000000314,ACC00000011,2026-01-09,51111.78,50837.33,CNY
BAL0000000315,ACC00000011,2026-01-08,50837.33,49966.29,CNY
BAL0000000316,ACC00000011,2026-01-07,49966.29,50521.59,CNY
BAL0000000317,ACC00000011,2026-01-06,50521.59,50799.43,CNY
BAL0000000318,ACC00000011,2026-01-05,50799.43,50018.31,CNY
BAL0000000319,ACC00000011,2026-01-04,50018.31,49603.77,CNY
BAL0000000320,ACC00000011,2026-01-03,49603.77,49550.80,CNY
BAL0000000321,ACC00000011,2026-01-02,49550.80,48562.35,CNY
BAL0000000322,ACC00000011,2026-01-01,48562.35,48306.74,CNY
BAL0000000323,ACC00000011,2025-12-31,48306.74,48947.63,CNY
BAL0000000324,ACC00000011,2025-12-30,48947.63,48257.26,CNY
BAL0000000325,ACC00000011,2025-12-29,48257.26,48046.99,CNY
BAL0000000326,ACC00000011,2025-12-28,48046.99,47506.59,CNY
BAL0000000327,ACC00000011,2025-12-27,47506.59,47338.25,CNY
BAL0000000328,ACC00000011,2025-12-26,47338.25,47330.03,CNY
BAL0000000329,ACC00000011,2025-12-25,47330.03,48260.09,CNY
BAL0000000330,ACC00000011,2025-12-24,48260.09,49081.91,CNY
BAL0000000331,ACC00000012,2026-01-22,27287.13,27183.82,CAD
BAL0000000332,ACC00000012,2026-01-21,27183.82,27119.66,CAD
BAL0000000333,ACC00000012,2026-01-20,27119.66,26685.05,CAD
BAL0000000334,ACC00000012,2026-01-19,26685.05,27617.83,CAD
BAL0000000335,ACC00000012,2026-01-18,27617.83,27246.23,CAD
BAL0000000336,ACC00000012,2026-01-17,27246.23,28050.33,CAD
BAL0000000337,ACC00000012,2026-01-16,28050.33,27368.02,CAD
BAL0000000338,ACC00000012,2026-01-15,27368.02,27208.30,CAD
BAL0000000339,ACC00000012,2026-01-14,27208.30,26582.61,CAD
BAL0000000340,ACC00000012,2026-01-13,26582.61,25847.00,CAD
BAL0000000341,ACC00000012,2026-01-12,25847.00,25256.41,CAD
BAL0000000342,ACC00000012,2026-01-11,25256.41,24656.50,CAD
BAL0000000343,ACC00000012,2026-01-10,24656.50,24978.76,CAD
BAL0000000344,ACC00000012,2026-01-09,24978.76,25744.14,CAD
BAL0000000345,ACC00000012,2026-01-08,25744.14,24918.23,CAD
BAL0000000346,ACC00000012,2026-01-07,24918.23,24877.48,CAD
BAL0000000347,ACC00000012,2026-01-06,24877.48,25294.25,CAD
BAL0000000348,ACC00000012,2026-01-05,25294.25,26215.74,CAD
BAL0000000349,ACC00000012,2026-01-04,26215.74,26731.69,CAD
BAL0000000350,ACC00000012,2026-01-03,26731.69,26471.99,CAD
BAL0000000351,ACC00000012,2026-01-02,26471.99,26797.32,CAD
BAL0000000352,ACC00000012,2026-01-01,26797.32,26054.17,CAD
BAL0000000353,ACC00000012,2025-12-31,26054.17,25450.48,CAD
BAL0000000354,ACC00000012,2025-12-30,25450.48,26188.58,CAD
BAL0000000355,ACC00000012,2025-12-29,26188.58,25892.39,CAD
BAL0000000356,ACC00000012,2025-12-28,25892.39,26478.69,CAD
BAL0000000357,ACC00000012,2025-12-27,26478.69,26928.20,CAD
BAL0000000358,ACC00000012,2025-12-26,26928.20,26796.85,CAD
BAL0000000359,ACC00000012,2025-12-25,26796.85,27383.51,CAD
BAL0000000360,ACC00000012,2025-12-24,27383.51,27549.16,CAD
BAL0000000361,ACC00000013,2026-01-22,93265.71,93571.55,CHF
BAL0000000362,ACC00000013,2026-01-21,93571.55,94550.92,CHF
BAL0000000363,ACC00000013,2026-01-20,94550.92,95044.38,CHF
BAL0000000364,ACC00000013,2026-01-19,95044.38,95303.17,CHF
BAL0000000365,ACC00000013,2026-01-18,95303.17,95952.11,CHF
BAL0000000366,ACC00000013,2026-01-17,95952.11,96558.66,CHF
BAL0000000367,ACC00000013,2026-01-16,96558.66,95942.82,CHF
BAL0000000368,ACC00000013,2026-01-15,95942.82,96307.13,CHF
BAL0000000369,ACC00000013,2026-01-14,96307.13,97165.70,CHF
BAL0000000370,ACC00000013,2026-01-13,97165.70,97189.12,CHF
BAL0000000371,ACC00000013,2026-01-12,97189.12,97751.25,CHF
BAL0000000372,ACC00000013,2026-01-11,97751.25,97556.68,CHF
BAL0000000373,ACC00000013,2026-01-10,97556.68,96805.08,CHF
BAL0000000374,ACC00000013,2026-01-09,96805.08,97230.16,CHF
BAL0000000375,ACC00000013,2026-01-08,97230.16,97539.72,CHF
BAL0000000376,ACC00000013,2026-01-07,97539.72,97279.78,CHF
BAL0000000377,ACC00000013,2026-01-06,97279.78,97587.46,CHF
BAL0000000378,ACC00000013,2026-01-05,97587.46,96779.94,CHF
BAL0000000379,ACC00000013,2026-01-04,96779.94,96565.41,CHF
BAL0000000380,ACC00000013,2026-01-03,96565.41,97204.90,CHF
BAL0000000381,ACC00000013,2026-01-02,97204.90,96918.60,CHF
BAL0000000382,ACC00000013,2026-01-01,96918.60,96428.84,CHF
BAL0000000383,ACC00000013,2025-12-31,96428.84,97402.47,CHF
BAL0000000384,ACC00000013,2025-12-30,97402.47,97330.26,CHF
BAL0000000385,ACC00000013,2025-12-29,97330.26,97873.59,CHF
BAL0000000386,ACC00000013,2025-12-28,97873.59,97572.84,CHF
BAL0000000387,ACC00000013,2025-12-27,97572.84,98407.99,CHF
BAL0000000388,ACC00000013,2025-12-26,98407.99,98303.01,CHF
