transaction_id,account_id,transaction_type,amount,currency,transaction_date,description,status
TXN0000000050,ACC00000574,FEE,-3491.36,EUR,2026-02-07,FEE - ATM,PENDING
TXN0000000051,ACC00000136,DEPOSIT,7043.27,GBP,2025-12-19,TRANSFER - Mobile,PENDING
TXN0000000052,ACC00001119,FEE,5182.89,JPY,2026-04-02,DEPOSIT - Branch,COMPLETED
TXN0000000053,ACC00000062,DEPOSIT,-5672.31,AUD,2026-02-19,PAYMENT - Online,COMPLETED
TXN0000000054,ACC00000392,TRANSFER,633.97,GBP,2025-11-19,INTEREST - Branch,PENDING
,ACC00000765,FEE,6993.36,GBP,2026-04-10,PAYMENT - Mobile,PENDING
TXN0000000056,ACC00000051,FEE,8626.82,CNY,2025-10-27,INTEREST - Online,COMPLETED
TXN0000000057,ACC00000483,WITHDRAWAL,3784.27,CAD,2026-02-11,PAYMENT - ATM,FAILED
TXN0000000058,ACC00001389,TRANSFER,5330.35,AUD,2026-02-05,INTEREST - ATM,REVERSED
TXN0000000059,ACC00001353,FEE,7473.41,GBP,2026-02-20,WITHDRAWAL - Online,FAILED
TXN0000000060,ACC00001438,FEE,3867.04,JPY,2026-01-23,FEE - ATM,FAILED
TXN0000000061,ACC00000523,FEE,8656.96,CHF,2025-12-22,PAYMENT - ATM,FAILED
TXN0000000062,ACC00001317,DEPOSIT,-6516.39,AUD,2025-11-27,PAYMENT - Online,REVERSED
TXN0000000063,ACC00000034,FEE,-8808.79,CHF,2026-03-01,FEE - Online,FAILED
TXN0000000064,ACC00000301,DEPOSIT,5853.61,GBP,2026-04-13,PAYMENT - Mobile,REVERSED
TXN0000000065,ACC00000868,DEPOSIT,8042.71,CAD,2026-02-12,INTEREST - Online,FAILED
TXN0000000066,ACC00000621,WITHDRAWAL,-8987.61,JPY,2025-11-29,FEE - Branch,FAILED
TXN0000000067,ACC00000432,WITHDRAWAL,1209.32,CAD,2026-03-22,TRANSFER - Online,PENDING
TXN0000000068,ACC00000555,WITHDRAWAL,6680.83,CHF,2026-04-07,TRANSFER - ATM,PENDING
TXN0000000069,ACC00000443,DEPOSIT,-298.53,CAD,2026-01-11,WITHDRAWAL - Branch,COMPLETED
TXN0000000070,ACC00000694,PAYMENT,-9278.74,CNY,2025-10-24,INTEREST - Online,FAILED
TXN0000000071,ACC00000197,INTEREST,756.76,CAD,2026-03-20,PAYMENT - ATM,REVERSED
TXN0000000072,ACC00000487,FEE,4168.61,EUR,2026-03-31,INTEREST - Mobile,REVERSED
TXN0000000073,ACC00000321,DEPOSIT,3712.63,AUD,2026-01-17,WITHDRAWAL - Online,FAILED
TXN0000000074,ACC00001241,PAYMENT,-177.13,CNY,2026-01-12,WITHDRAWAL - Branch,FAILED
TXN0000000075,ACC00000563,FEE,4554.36,AUD,2026-03-27,FEE - ATM,FAILED
TXN0000000076,ACC00000207,FEE,44.83,CHF,2026-03-30,DEPOSIT - ATM,PENDING
TXN0000000077,ACC00001285,FEE,-9495.03,CAD,2026-04-20,INTEREST - Mobile,PENDING
TXN0000000078,ACC00001194,DEPOSIT,-1435.57,AUD,2025-12-08,FEE - Mobile,REVERSED
TXN0000000079,ACC00000025,TRANSFER,-509.58,USD,2025-12-04,WITHDRAWAL - Mobile,REVERSED
TXN0000000080,ACC00000705,WITHDRAWAL,-4052.94,CHF,2026-01-31,FEE - ATM,COMPLETED
TXN0000000081,ACC00000757,TRANSFER,8548.58,CNY,2026-02-16,TRANSFER - Online,COMPLETED
TXN0000000082,ACC00001199,PAYMENT,8246.70,CAD,2025-11-25,INTEREST - ATM,COMPLETED
TXN0000000083,ACC00000707,DEPOSIT,1997.81,CHF,2026-01-17,TRANSFER - Mobile,COMPLETED
TXN0000000084,ACC00001154,PAYMENT,4783.04,USD,2025-12-07,PAYMENT - Mobile,REVERSED
TXN0000000085,ACC00000796,TRANSFER,-7175.08,CAD,2026-04-15,TRANSFER - Branch,PENDING
TXN0000000086,ACC00000583,DEPOSIT,-3346.34,AUD,2025-12-06,TRANSFER - Mobile,FAILED
TXN0000000087,ACC00000550,TRANSFER,4019.06,CNY,2025-11-24,TRANSFER - Mobile,FAILED
TXN0000000088,ACC00001383,TRANSFER,-9940.64,CNY,2025-11-29,DEPOSIT - ATM,COMPLETED
TXN0000000089,ACC00000633,FEE,-846.39,CAD,2026-02-08,DEPOSIT - Online,REVERSED
TXN0000000090,ACC00001301,WITHDRAWAL,2651.31,EUR,2026-01-15,PAYMENT - Branch,REVERSED
TXN0000000091,ACC00001467,PAYMENT,1231.30,GBP,2025-12-10,PAYMENT - ATM,COMPLETED
TXN0000000092,ACC00000682,DEPOSIT,-5522.28,USD,2026-02-22,INTEREST - Mobile,PENDING
TXN0000000093,ACC00001435,INTEREST,304.00,USD,2026-03-25,DEPOSIT - ATM,PENDING
TXN0000000094,ACC00001044,WITHDRAWAL,6454.91,CNY,2026-03-15,PAYMENT - Online,COMPLETED
TXN0000000095,ACC00000050,WITHDRAWAL,-4173.89,JPY,2025-11-22,WITHDRAWAL - Mobile,REVERSED
TXN0000000096,ACC00000924,PAYMENT,3361.44,CNY,2025-11-20,INTEREST - Branch,COMPLETED
TXN0000000097,ACC00000782,FEE,4208.68,GBP,2026-04-17,INTEREST - Mobile,FAILED
TXN0000000098,ACC00001242,TRANSFER,2917.82,JPY,2025-11-01,PAYMENT - Online,COMPLETED
TXN0000000099,ACC00001426,WITHDRAWAL,-3151.00,CAD,2025-12-19,TRANSFER - ATM,PENDING
TXN0000000100,ACC00000115,PAYMENT,6194.54,EUR,2026-02-17,PAYMENT - Mobile,FAILED
TXN0000000101,ACC00001276,PAYMENT,-9187.50,GBP,2025-11-20,DEPOSIT - Mobile,PENDING
TXN0000000102,ACC00000545,FEE,-6555.32,GBP,2026-03-05,TRANSFER - Mobile,REVERSED
TXN0000000103,ACC00000867,INTEREST,-3944.09,USD,2025-11-22,INTEREST - ATM,FAILED
TXN0000000104,ACC00001439,FEE,-8114.57,AUD,2025-12-31,FEE - Branch,PENDING
TXN0000000105,ACC00001043,DEPOSIT,-606.37,AUD,2026-04-19,FEE - Branch,REVERSED
TXN0000000106,ACC00000954,FEE,481.41,CNY,2025-11-30,INTEREST - Mobile,COMPLETED
TXN0000000107,ACC00001415,INTEREST,-6345.97,JPY,2026-02-26,FEE - Online,FAILED
TXN0000000108,ACC00000359,WITHDRAWAL,-4675.01,AUD,2026-02-04,DEPOSIT - Mobile,REVERSED
TXN0000000109,ACC00001475,FEE,-1602.91,JPY,2026-03-28,INTEREST - Online,REVERSED
TXN0000000110,ACC00000385,PAYMENT,2414.45,JPY,2025-12-18,PAYMENT - Online,FAILED
TXN0000000111,ACC00001426,DEPOSIT,-8372.56,CAD,2026-04-03,WITHDRAWAL - Online,COMPLETED
TXN0000000112,ACC00000366,DEPOSIT,-2869.59,CAD,2026-01-19,DEPOSIT - Branch,REVERSED
TXN0000000113,ACC00000730,TRANSFER,-3352.52,CNY,2026-04-01,TRANSFER - Mobile,REVERSED
TXN0000000114,ACC00001189,DEPOSIT,-1337.86,EUR,2026-03-25,DEPOSIT - Online,PENDING
TXN0000000115,ACC00000654,INTEREST,7781.96,CHF,2026-03-12,PAYMENT - Online,FAILED
TXN0000000116,ACC00000051,WITHDRAWAL,-1406.65,CNY,2025-12-25,TRANSFER - Branch,REVERSED
TXN0000000117,ACC00000994,WITHDRAWAL,-6806.41,JPY,2026-03-28,PAYMENT - Online,REVERSED
TXN0000000118,ACC00000897,FEE,-6639.17,CAD,2026-01-31,INTEREST - Mobile,PENDING
TXN0000000119,ACC00001137,FEE,-6556.38,JPY,2026-01-10,DEPOSIT - Mobile,REVERSED
TXN0000000120,ACC00001173,WITHDRAWAL,-9848.83,CAD,2025-12-03,PAYMENT - ATM,PENDING
TXN0000000121,ACC00000606,INTEREST,-7959.37,JPY,2025-11-21,INTEREST - ATM,FAILED
TXN0000000122,ACC00000127,WITHDRAWAL,-1871.87,JPY,2026-01-27,FEE - Branch,REVERSED
TXN0000000123,ACC00000696,TRANSFER,-4949.13,AUD,2025-12-20,INTEREST - ATM,COMPLETED
TXN0000000124,ACC00001094,PAYMENT,3454.32,GBP,2026-04-03,WITHDRAWAL - Online,FAILED
TXN0000000125,ACC00000123,PAYMENT,-9807.20,USD,2025-12-28,INTEREST - Online,COMPLETED
TXN0000000126,ACC00000249,PAYMENT,-8137.29,CHF,2026-03-05,TRANSFER - Branch,PENDING
TXN0000000127,ACC00000518,WITHDRAWAL,1879.73,CAD,2026-02-08,PAYMENT - Online,FAILED
TXN0000000128,ACC00000136,INTEREST,-4155.66,GBP,2025-12-08,INTEREST - ATM,FAILED
TXN0000000129,ACC00001326,DEPOSIT,-9740.83,AUD,2026-03-09,INTEREST - Mobile,REVERSED
TXN0000000130,ACC00001460,DEPOSIT,-1312.13,USD,2026-03-15,FEE - Online,FAILED
TXN0000000131,ACC00001078,PAYMENT,-9972.86,EUR,2026-04-05,TRANSFER - ATM,FAILED
TXN0000000132,ACC00001358,TRANSFER,-8906.38,JPY,2026-01-28,TRANSFER - Mobile,FAILED
TXN0000000133,ACC00001485,PAYMENT,-7992.27,GBP,2026-04-21,FEE - Online,COMPLETED
TXN0000000134,ACC00000700,WITHDRAWAL,-7128.88,CAD,2025-11-15,TRANSFER - ATM,PENDING
TXN0000000135,ACC00000537,TRANSFER,2771.58,EUR,2026-03-28,PAYMENT - Mobile,PENDING
TXN0000000136,ACC00000213,DEPOSIT,7724.92,CAD,2026-02-16,DEPOSIT - ATM,COMPLETED
TXN0000000137,ACC00001060,DEPOSIT,4843.68,AUD,2025-11-13,DEPOSIT - Branch,PENDING
TXN0000000138,ACC00000193,WITHDRAWAL,-2451.90,AUD,2026-04-21,FEE - Mobile,PENDING
TXN0000000139,ACC00000502,WITHDRAWAL,-119.18,EUR,2026-03-24,INTEREST - ATM,PENDING
TXN0000000140,ACC00000832,TRANSFER,-8488.87,AUD,2026-03-31,TRANSFER - Mobile,FAILED
TXN0000000141,ACC00001119,DEPOSIT,9089.43,JPY,2025-11-11,PAYMENT - ATM,FAILED
TXN0000000142,ACC00000996,WITHDRAWAL,-6721.63,USD,2026-04-07,DEPOSIT - ATM,COMPLETED
TXN0000000143,ACC00000635,FEE,-9810.72,GBP,2026-03-12,TRANSFER - Online,REVERSED
TXN0000000144,ACC00001492,PAYMENT,-7213.97,AUD,2025-11-02,INTEREST - Online,PENDING
TXN0000000145,ACC00001393,TRANSFER,3116.68,CAD,2026-01-29,DEPOSIT - Branch,REVERSED
TXN0000000146,ACC00001087,PAYMENT,5605.03,CNY,2026-02-19,WITHDRAWAL - Branch,REVERSED
,ACC00000368,WITHDRAWAL,-8888.10,AUD,2026-02-20,TRANSFER - Mobile,REVERSED
TXN0000000148,ACC00001193,FEE,3761.06,CAD,2026-03-07,DEPOSIT - Branch,COMPLETED
TXN0000000149,ACC00000877,FEE,224.25,CHF,2025-11-11,PAYMENT - ATM,FAILED
TXN0000000150,ACC00000302,DEPOSIT,-2362.37,CNY,2026-01-28,INTEREST - Online,FAILED
TXN0000000151,ACC00000103,DEPOSIT,1942.39,CNY,2026-01-28,WITHDRAWAL - Branch,PENDING
TXN0000000152,ACC00001172,DEPOSIT,-2116.83,CNY,2026-03-01,PAYMENT - Mobile,PENDING
TXN0000000153,ACC00000512,INTEREST,9252.98,CNY,2025-11-16,TRANSFER - ATM,COMPLETED
TXN0000000154,ACC00001043,INTEREST,-6708.92,AUD,2025-12-14,WITHDRAWAL - Online,REVERSED
TXN0000000155,ACC00000010,PAYMENT,-7956.24,JPY,2025-12-29,WITHDRAWAL - Branch,COMPLETED
TXN0000000156,ACC00000324,DEPOSIT,2195.00,USD,2026-03-21,WITHDRAWAL - ATM,COMPLETED
TXN0000000157,ACC00000801,FEE,-1527.49,CHF,2026-01-25,INTEREST - Online,FAILED
TXN0000000158,ACC00000547,INTEREST,4782.40,CHF,2026-01-24,INTEREST - Branch,PENDING
TXN0000000159,ACC00000662,TRANSFER,-2440.55,CHF,2026-03-08,PAYMENT - Branch,PENDING
TXN0000000160,ACC00000758,INTEREST,4814.99,USD,2026-01-17,PAYMENT - ATM,PENDING
TXN0000000161,ACC00000123,WITHDRAWAL,-8096.77,USD,2026-03-27,INTEREST - Mobile,PENDING
TXN0000000162,ACC00001399,PAYMENT,-2941.62,JPY,2026-03-02,INTEREST - ATM,FAILED
TXN0000000163,ACC00001145,PAYMENT,1771.90,GBP,2026-03-16,TRANSFER - Branch,PENDING
TXN0000000164,ACC00000807,PAYMENT,3509.07,JPY,2026-01-29,FEE - ATM,PENDING
TXN0000000165,ACC00001153,FEE,-8928.74,USD,2026-03-06,FEE - Mobile,COMPLETED
TXN0000000166,ACC00000305,INTEREST,6014.74,CAD,2026-01-07,TRANSFER - Online,REVERSED
TXN0000000167,ACC00000920,DEPOSIT,-7781.29,AUD,2025-12-20,PAYMENT - Online,FAILED
TXN0000000168,ACC00001200,INTEREST,2559.95,JPY,2026-01-20,TRANSFER - Online,PENDING
TXN0000000169,ACC00001400,TRANSFER,-7588.13,EUR,2025-11-28,INTEREST - Online,COMPLETED
TXN0000000170,ACC00000467,FEE,7245.76,JPY,2025-11-19,DEPOSIT - Mobile,REVERSED
TXN0000000171,ACC00000232,PAYMENT,4298.41,CHF,2025-11-17,TRANSFER - Mobile,COMPLETED
TXN0000000172,ACC00001157,WITHDRAWAL,-9612.10,AUD,2026-04-02,WITHDRAWAL - ATM,REVERSED
TXN0000000173,ACC00000110,WITHDRAWAL,-1778.16,USD,2025-12-08,INTEREST - Mobile,COMPLETED
TXN0000000174,ACC00001146,PAYMENT,-7216.21,JPY,2026-04-08,TRANSFER - ATM,REVERSED
TXN0000000175,ACC00000032,INTEREST,122.58,USD,2025-11-16,TRANSFER - ATM,PENDING
TXN0000000176,ACC00000344,TRANSFER,-8731.41,AUD,2026-01-18,TRANSFER - Online,REVERSED
TXN0000000177,ACC00000341,TRANSFER,-3504.83,CAD,2026-02-06,PAYMENT - Online,FAILED
TXN0000000178,ACC00000350,TRANSFER,-3841.51,GBP,2026-01-07,PAYMENT - Branch,PENDING
TXN0000000179,ACC00001128,TRANSFER,-2289.87,EUR,2025-12-07,WITHDRAWAL - ATM,REVERSED
TXN0000000180,ACC00000762,WITHDRAWAL,-7666.36,CNY,2025-12-28,INTEREST - Online,FAILED
TXN0000000181,ACC00000117,INTEREST,6222.07,CHF,2026-04-05,TRANSFER - Branch,REVERSED
TXN0000000182,ACC00000269,WITHDRAWAL,-3667.74,AUD,2025-11-03,INTEREST - Online,FAILED
TXN0000000183,ACC00000645,FEE,-3212.63,CAD,2025-12-01,INTEREST - ATM,REVERSED
TXN0000000184,ACC00000341,TRANSFER,-6229.20,CAD,2026-03-09,WITHDRAWAL - Online,REVERSED
TXN0000000185,ACC00000295,INTEREST,-7577.03,USD,2025-12-15,FEE - Branch,COMPLETED
TXN0000000186,ACC00000392,INTEREST,6411.08,GBP,2025-12-16,INTEREST - ATM,COMPLETED
TXN0000000187,ACC00001096,TRANSFER,-7336.30,CNY,2026-02-16,DEPOSIT - Branch,REVERSED
TXN0000000188,ACC00000229,WITHDRAWAL,9080.09,CAD,2026-04-06,DEPOSIT - Mobile,COMPLETED
TXN0000000189,ACC00000871,DEPOSIT,-8871.68,USD,2025-11-16,TRANSFER - Mobile,PENDING
TXN0000000190,ACC00000368,WITHDRAWAL,-9503.19,AUD,2026-04-19,FEE - Branch,REVERSED
TXN0000000191,ACC00000924,FEE,-2843.67,CNY,2025-12-27,PAYMENT - ATM,COMPLETED
TXN0000000192,ACC00000106,PAYMENT,7398.79,CHF,2026-04-06,TRANSFER - Online,FAILED
TXN0000000193,ACC00001047,TRANSFER,-7073.42,CNY,2026-04-15,FEE - Online,FAILED
TXN0000000194,ACC00000571,TRANSFER,1490.43,JPY,2025-12-16,INTEREST - Mobile,FAILED
TXN0000000195,,TRANSFER,-6683.50,JPY,2026-01-12,TRANSFER - Branch,FAILED
TXN0000000196,ACC00001484,DEPOSIT,7330.36,USD,2025-12-15,DEPOSIT - ATM,COMPLETED
TXN0000000197,ACC00000172,FEE,-5579.71,CAD,2025-11-29,WITHDRAWAL - Online,REVERSED
TXN0000000198,ACC00000506,PAYMENT,3383.79,CHF,2025-10-31,WITHDRAWAL - Online,COMPLETED
TXN0000000199,ACC00001245,INTEREST,-3228.25,GBP,2026-01-02,WITHDRAWAL - ATM,COMPLETED
TXN0000000200,ACC00000865,WITHDRAWAL,-8157.12,AUD,2026-03-02,TRANSFER - Branch,FAILED
TXN0000000201,ACC00000879,WITHDRAWAL,-2978.16,CNY,2025-11-23,PAYMENT - ATM,COMPLETED
TXN0000000202,ACC00000382,FEE,-245.04,CNY,2025-11-20,WITHDRAWAL - ATM,COMPLETED
TXN0000000203,ACC00000119,TRANSFER,-5621.07,AUD,2026-03-05,INTEREST - ATM,REVERSED
TXN0000000204,ACC00000585,TRANSFER,6379.37,CNY,2026-02-14,WITHDRAWAL - Branch,COMPLETED
TXN0000000205,ACC00000452,DEPOSIT,-2199.68,JPY,2026-04-01,DEPOSIT - Online,COMPLETED
TXN0000000206,ACC00000046,DEPOSIT,-5590.98,CHF,2026-01-27,TRANSFER - ATM,PENDING
TXN0000000207,ACC00000788,DEPOSIT,4306.72,JPY,2026-03-16,PAYMENT - Online,PENDING
TXN0000000208,ACC00001449,FEE,-8095.97,AUD,2026-02-21,INTEREST - ATM,REVERSED
TXN0000000209,ACC00001128,DEPOSIT,74.74,EUR,2026-01-04,TRANSFER - ATM,COMPLETED
TXN0000000210,ACC00000183,TRANSFER,-9332.71,GBP,2026-04-17,PAYMENT - Online,COMPLETED
TXN0000000211,ACC00001490,TRANSFER,3353.06,USD,2025-11-30,PAYMENT - Online,REVERSED
TXN0000000212,ACC00000314,TRANSFER,-3483.07,AUD,2026-04-19,PAYMENT - Online,PENDING
TXN0000000213,ACC00000107,PAYMENT,-3040.43,CNY,2026-03-04,DEPOSIT - Branch,COMPLETED
TXN0000000214,ACC00000642,TRANSFER,-7617.62,GBP,2025-12-20,PAYMENT - ATM,REVERSED
TXN0000000215,ACC00000463,FEE,-786.46,JPY,2025-12-28,TRANSFER - Mobile,COMPLETED
TXN0000000216,ACC00000605,PAYMENT,-3252.21,CNY,2026-02-20,TRANSFER - Online,COMPLETED
TXN0000000217,ACC00001138,WITHDRAWAL,-1719.68,JPY,2026-02-04,DEPOSIT - Online,FAILED
TXN0000000218,,PAYMENT,-8036.42,EUR,2026-04-13,PAYMENT - Branch,PENDING
TXN0000000219,ACC00001292,INTEREST,-9702.77,CAD,2026-02-15,WITHDRAWAL - ATM,COMPLETED
TXN0000000220,ACC00000621,TRANSFER,125.34,JPY,2026-01-24,PAYMENT - Branch,COMPLETED
TXN0000000221,ACC00000055,PAYMENT,-508.35,EUR,2026-03-03,DEPOSIT - Branch,PENDING
TXN0000000222,ACC00000266,DEPOSIT,7537.39,GBP,2026-02-26,PAYMENT - Mobile,REVERSED
TXN0000000223,ACC00000177,INTEREST,-3921.12,CNY,2026-01-21,DEPOSIT - Mobile,FAILED
TXN0000000224,ACC00000343,DEPOSIT,4590.90,EUR,2026-03-03,WITHDRAWAL - Online,REVERSED
TXN0000000225,ACC00000269,TRANSFER,-6430.88,AUD,2025-10-30,DEPOSIT - Mobile,COMPLETED
TXN0000000226,ACC00000023,DEPOSIT,9801.75,USD,2025-11-20,FEE - Branch,PENDING
TXN0000000227,ACC00001311,WITHDRAWAL,248.00,CAD,2026-04-04,INTEREST - Branch,FAILED
TXN0000000228,ACC00001201,WITHDRAWAL,-3265.82,USD,2025-11-12,INTEREST - Mobile,COMPLETED
TXN0000000229,ACC00001028,TRANSFER,-7055.87,CHF,2026-02-12,INTEREST - Mobile,REVERSED
TXN0000000230,ACC00000453,PAYMENT,3791.17,EUR,2026-01-26,DEPOSIT - Mobile,PENDING
TXN0000000231,ACC00001378,TRANSFER,-4980.36,EUR,2025-12-18,INTEREST - ATM,REVERSED
TXN0000000232,ACC00000914,FEE,7485.99,CHF,2026-02-14,FEE - Branch,REVERSED
TXN0000000233,ACC00000814,TRANSFER,-6062.42,JPY,2026-01-25,WITHDRAWAL - Mobile,REVERSED
TXN0000000234,ACC00000215,WITHDRAWAL,1435.70,JPY,2026-02-16,WITHDRAWAL - Online,REVERSED
TXN0000000235,ACC00000981,PAYMENT,-9327.68,USD,2025-11-18,PAYMENT - Online,FAILED
TXN0000000236,ACC00000614,PAYMENT,-4183.51,CNY,2026-01-23,FEE - ATM,REVERSED
TXN0000000237,ACC00000639,WITHDRAWAL,-9766.10,JPY,2026-03-28,INTEREST - Online,COMPLETED
TXN0000000238,ACC00001359,TRANSFER,1448.83,GBP,2025-10-29,DEPOSIT - Mobile,FAILED
TXN0000000239,ACC00001354,TRANSFER,1968.47,AUD,2026-02-14,TRANSFER - ATM,COMPLETED
TXN0000000240,ACC00001038,DEPOSIT,1043.39,CNY,2026-01-18,INTEREST - ATM,FAILED
TXN0000000241,ACC00000462,PAYMENT,-2673.85,CAD,2025-12-08,PAYMENT - ATM,FAILED
TXN0000000242,ACC00000283,INTEREST,3211.57,JPY,2026-04-07,INTEREST - Mobile,REVERSED
TXN0000000243,ACC00000423,FEE,8147.94,AUD,2025-12-13,PAYMENT - Branch,REVERSED
TXN0000000244,ACC00001151,DEPOSIT,2453.77,USD,2025-12-10,TRANSFER - ATM,FAILED
TXN0000000245,ACC00000516,DEPOSIT,-6551.65,EUR,2025-12-31,PAYMENT - Online,FAILED
TXN0000000246,ACC00000904,FEE,4214.98,CHF,2025-11-05,TRANSFER - ATM,FAILED
TXN0000000247,ACC00000619,TRANSFER,-1878.67,USD,2026-03-19,INTEREST - Branch,FAILED
TXN0000000248,ACC00000861,FEE,3447.88,JPY,2026-04-17,TRANSFER - Online,PENDING
TXN0000000249,ACC00000630,INTEREST,-3633.72,EUR,2025-11-19,FEE - Online,REVERSED
TXN0000000250,ACC00001486,PAYMENT,373.46,JPY,2026-02-09,PAYMENT - ATM,FAILED
TXN0000000251,ACC00001165,TRANSFER,5505.45,CHF,2026-01-11,PAYMENT - ATM,COMPLETED
TXN0000000252,ACC00000073,WITHDRAWAL,8069.17,JPY,2026-01-28,INTEREST - Branch,REVERSED
TXN0000000253,ACC00001366,WITHDRAWAL,-6188.03,USD,2025-12-12,INTEREST - Branch,COMPLETED
TXN0000000254,ACC00001096,PAYMENT,-8436.03,CNY,2025-10-30,INTEREST - Online,PENDING
