rate_id,from_currency,to_currency,exchange_rate,rate_date,source
FX00000059,USD,JPY,0.009367,2026-01-14,CENTRAL_BANK
FX00000060,USD,CAD,0.749425,2026-01-14,CENTRAL_BANK
FX00000061,USD,AUD,0.628147,2026-01-14,MARKET
FX00000062,USD,CHF,-1.0,2026-01-14,MANUAL
FX00000063,USD,CNY,0.135238,2026-01-14,MANUAL
FX00000064,USD,EUR,1.141997,2026-01-13,MANUAL
FX00000065,USD,GBP,1.313347,2026-01-13,MARKET
FX00000066,USD,JPY,0.009244,2026-01-13,MARKET
FX00000067,USD,CAD,0.754925,2026-01-13,CENTRAL_BANK
FX00000068,USD,AUD,0.685796,2026-01-13,MANUAL
FX00000069,USD,CHF,1.072759,2026-01-13,MARKET
FX00000070,USD,CNY,0.142390,2026-01-13,MARKET
FX00000071,USD,EUR,1.082262,2026-01-12,CENTRAL_BANK
FX00000072,USD,GBP,999999.0,2026-01-12,MARKET
FX00000073,USD,JPY,0.009361,2026-01-12,CENTRAL_BANK
FX00000074,USD,CAD,0.714248,2026-01-12,MANUAL
FX00000075,USD,AUD,0.661326,2026-01-12,CENTRAL_BANK
FX00000076,USD,CHF,1.142520,2026-01-12,CENTRAL_BANK
FX00000077,USD,CNY,0.146619,2026-01-12,CENTRAL_BANK
FX00000078,USD,EUR,1.045800,2026-01-11,CENTRAL_BANK
FX00000079,USD,GBP,1.232454,2026-01-11,MARKET
FX00000080,USD,JPY,0.009306,2026-01-11,MARKET
FX00000081,USD,CAD,0.708059,2026-01-11,MANUAL
FX00000082,USD,AUD,0.686687,2026-01-11,MARKET
FX00000083,USD,CHF,1.155086,2026-01-11,MANUAL
FX00000084,USD,CNY,,2026-01-11,MARKET
FX00000085,USD,EUR,1.127099,2026-01-10,MARKET
FX00000086,USD,GBP,1.306596,2026-01-10,MARKET
FX00000087,USD,JPY,0.009426,2026-01-10,CENTRAL_BANK
FX00000088,USD,CAD,0.758195,2026-01-10,MANUAL
FX00000089,USD,AUD,0.632288,2026-01-10,MARKET
FX00000090,USD,CHF,1.097870,2026-01-10,CENTRAL_BANK
FX00000091,USD,CNY,0.134091,2026-01-10,MANUAL
FX00000092,USD,EUR,1.068132,2026-01-09,MANUAL
FX00000093,USD,GBP,1.330020,2026-01-09,CENTRAL_BANK
FX00000094,USD,JPY,0.009285,2026-01-09,CENTRAL_BANK
FX00000095,USD,CAD,0.721062,2026-01-09,CENTRAL_BANK
FX00000096,USD,AUD,0.670891,2026-01-09,CENTRAL_BANK
FX00000097,USD,CHF,1.132821,2026-01-09,MARKET
FX00000098,USD,CNY,0.142204,2026-01-09,CENTRAL_BANK
FX00000099,USD,EUR,1.074959,2026-01-08,CENTRAL_BANK
FX00000100,USD,GBP,1.223700,2026-01-08,MARKET
FX00000101,USD,JPY,0.009048,2026-01-08,MANUAL
FX00000102,USD,CAD,0.775916,2026-01-08,CENTRAL_BANK
FX00000103,USD,AUD,0.668804,2026-01-08,CENTRAL_BANK
FX00000104,USD,CHF,1.077370,2026-01-08,MANUAL
FX00000105,USD,CNY,0.144587,2026-01-08,MANUAL
FX00000106,USD,EUR,1.106860,2026-01-07,CENTRAL_BANK
FX00000107,USD,GBP,-1.0,2026-01-07,CENTRAL_BANK
FX00000108,USD,JPY,0.008899,2026-01-07,MANUAL
FX00000109,USD,CAD,0.735127,2026-01-07,MARKET
FX00000110,USD,AUD,0.655214,2026-01-07,CENTRAL_BANK
FX00000111,USD,CHF,1.126020,2026-01-07,MARKET
FX00000112,USD,CNY,0.142214,2026-01-07,CENTRAL_BANK
FX00000113,USD,EUR,,2026-01-06,MARKET
FX00000114,USD,GBP,1.316167,2026-01-06,MARKET
FX00000115,USD,JPY,0.008858,2026-01-06,MARKET
FX00000116,USD,CAD,0.728047,2026-01-06,MARKET
FX00000117,USD,AUD,0.673280,2026-01-06,MANUAL
FX00000118,USD,CHF,1.090677,2026-01-06,MANUAL
FX00000119,USD,CNY,0.134072,2026-01-06,MANUAL
FX00000120,USD,EUR,1.146238,2026-01-05,MANUAL
FX00000121,USD,GBP,1.301843,2026-01-05,CENTRAL_BANK
FX00000122,USD,JPY,0.009366,2026-01-05,MARKET
FX00000123,USD,CAD,,2026-01-05,MARKET
FX00000124,USD,AUD,0.655699,2026-01-05,MARKET
FX00000125,USD,CHF,1.100107,2026-01-05,MANUAL
FX00000126,USD,CNY,0.142695,2026-01-05,MARKET
FX00000127,USD,EUR,1.081254,2026-01-04,MARKET
FX00000128,USD,GBP,1.301179,2026-01-04,MANUAL
FX00000129,USD,JPY,0.009536,2026-01-04,MANUAL
FX00000130,USD,CAD,0.713208,2026-01-04,CENTRAL_BANK
FX00000131,USD,AUD,0.683983,2026-01-04,MANUAL
FX00000132,USD,CHF,1.100167,2026-01-04,MANUAL
FX00000133,USD,CNY,0.146352,2026-01-04,MARKET
FX00000134,USD,EUR,1.089763,2026-01-03,CENTRAL_BANK
FX00000135,USD,GBP,1.290153,2026-01-03,CENTRAL_BANK
FX00000136,USD,JPY,0.008795,2026-01-03,MANUAL
FX00000137,USD,CAD,0.715944,2026-01-03,MANUAL
FX00000138,USD,AUD,0.637088,2026-01-03,MANUAL
FX00000139,USD,CHF,1.078446,2026-01-03,MARKET
FX00000140,USD,CNY,0.143434,2026-01-03,MARKET
FX00000141,USD,EUR,-1.0,2026-01-02,MARKET
FX00000142,USD,GBP,1.258943,2026-01-02,MANUAL
FX00000143,USD,JPY,0.008750,2026-01-02,MANUAL
FX00000144,USD,CAD,0.745438,2026-01-02,MARKET
FX00000145,USD,AUD,0.657978,2026-01-02,MARKET
FX00000146,USD,CHF,1.086371,2026-01-02,MARKET
FX00000147,USD,CNY,0.142177,2026-01-02,CENTRAL_BANK
FX00000148,USD,EUR,1.111845,2026-01-01,CENTRAL_BANK
FX00000149,USD,GBP,1.242980,2026-01-01,MARKET
FX00000150,USD,JPY,0.008738,2026-01-01,MANUAL
FX00000151,USD,CAD,0.715533,2026-01-01,MANUAL
FX00000152,USD,AUD,0.637149,2026-01-01,MANUAL
FX00000153,USD,CHF,,2026-01-01,CENTRAL_BANK
FX00000154,USD,CNY,0.134289,2026-01-01,MANUAL
FX00000155,USD,EUR,1.095063,2025-12-31,MARKET
FX00000156,USD,GBP,1.271047,2025-12-31,CENTRAL_BANK
FX00000157,USD,JPY,0.008744,2025-12-31,MANUAL
FX00000158,USD,CAD,0.775388,2025-12-31,MANUAL
FX00000159,USD,AUD,0.672280,2025-12-31,MANUAL
FX00000160,USD,CHF,1.161367,2025-12-31,MANUAL
FX00000161,USD,CNY,0.146005,2025-12-31,MARKET
FX00000162,USD,EUR,1.120111,2025-12-30,MANUAL
FX00000163,USD,GBP,1.222255,2025-12-30,MANUAL
FX00000164,USD,JPY,0.008886,2025-12-30,MANUAL
FX00000165,USD,CAD,0.737485,2025-12-30,MARKET
FX00000166,USD,AUD,0.673208,2025-12-30,MANUAL
FX00000167,USD,CHF,,2025-12-30,MARKET
FX00000168,USD,CNY,0.140950,2025-12-30,CENTRAL_BANK
FX00000169,USD,EUR,1.118169,2025-12-29,CENTRAL_BANK
FX00000170,USD,GBP,1.260575,2025-12-29,MARKET
FX00000171,USD,JPY,0.009287,2025-12-29,MANUAL
FX00000172,USD,CAD,0.711300,2025-12-29,CENTRAL_BANK
FX00000173,USD,AUD,0.685488,2025-12-29,MANUAL
FX00000174,USD,CHF,1.152356,2025-12-29,MANUAL
FX00000175,USD,CNY,0.141123,2025-12-29,CENTRAL_BANK
FX00000176,USD,EUR,1.120358,2025-12-28,CENTRAL_BANK
FX00000177,USD,GBP,1.297747,2025-12-28,MANUAL
FX00000178,USD,JPY,0.008837,2025-12-28,MARKET
FX00000179,USD,CAD,0.734629,2025-12-28,MANUAL
FX00000180,USD,AUD,0.635389,2025-12-28,MANUAL
FX00000181,USD,CHF,1.152457,2025-12-28,MARKET
FX00000182,USD,CNY,0.142781,2025-12-28,CENTRAL_BANK
FX00000183,USD,EUR,1.143448,2025-12-27,MARKET
FX00000184,USD,GBP,1.288737,2025-12-27,MARKET
FX00000185,USD,JPY,0.009430,2025-12-27,MARKET
FX00000186,USD,CAD,0.709218,2025-12-27,MANUAL
FX00000187,USD,AUD,0.650701,2025-12-27,CENTRAL_BANK
FX00000188,USD,CHF,1.155699,2025-12-27,MANUAL
FX00000189,USD,CNY,0.145121,2025-12-27,CENTRAL_BANK
FX00000190,USD,EUR,1.088942,2025-12-26,CENTRAL_BANK
FX00000191,USD,GBP,1.252966,2025-12-26,MANUAL
FX00000192,USD,JPY,0.008722,2025-12-26,MARKET
FX00000193,USD,CAD,0.727473,2025-12-26,MANUAL
FX00000194,USD,AUD,0.635316,2025-12-26,CENTRAL_BANK
FX00000195,USD,CHF,1.131662,2025-12-26,MANUAL
FX00000196,USD,CNY,0.135819,2025-12-26,MARKET
FX00000197,USD,EUR,1.154925,2025-12-25,CENTRAL_BANK
FX00000198,USD,GBP,1.305095,2025-12-25,MARKET
FX00000199,USD,JPY,0.008950,2025-12-25,MANUAL
FX00000200,USD,CAD,0.761871,2025-12-25,CENTRAL_BANK
FX00000201,USD,AUD,0.674434,2025-12-25,MARKET
FX00000202,USD,CHF,1.144080,2025-12-25,CENTRAL_BANK
FX00000203,USD,CNY,0.142340,2025-12-25,MARKET
FX00000204,USD,EUR,1.125691,2025-12-24,MANUAL
FX00000205,USD,GBP,1.209150,2025-12-24,CENTRAL_BANK
FX00000206,USD,JPY,0.009398,2025-12-24,MANUAL
FX00000207,USD,CAD,0.762743,2025-12-24,MARKET
FX00000208,USD,AUD,0.638954,2025-12-24,MARKET
FX00000209,USD,CHF,1.156666,2025-12-24,MARKET
FX00000210,USD,CNY,0.140897,2025-12-24,MANUAL
FX00000211,USD,EUR,1.055684,2025-12-23,CENTRAL_BANK
FX00000212,USD,GBP,1.244823,2025-12-23,MARKET
FX00000213,USD,JPY,0.009240,2025-12-23,MANUAL
FX00000214,USD,CAD,0.746281,2025-12-23,MARKET
FX00000215,USD,AUD,0.656528,2025-12-23,MANUAL
FX00000216,USD,CHF,1.089968,2025-12-23,CENTRAL_BANK
FX00000217,USD,CNY,0.137767,2025-12-23,MANUAL
FX00000218,USD,EUR,1.103783,2025-12-22,MARKET
FX00000219,USD,GBP,1.319891,2025-12-22,MANUAL
FX00000220,USD,JPY,0.008732,2025-12-22,MARKET
FX00000221,USD,CAD,0.715815,2025-12-22,MANUAL
FX00000222,USD,AUD,0.665375,2025-12-22,CENTRAL_BANK
FX00000223,USD,CHF,1.116451,2025-12-22,CENTRAL_BANK
FX00000224,USD,CNY,0.142229,2025-12-22,CENTRAL_BANK
FX00000225,USD,EUR,999999.0,2025-12-21,CENTRAL_BANK
FX00000226,USD,GBP,1.221533,2025-12-21,CENTRAL_BANK
FX00000227,USD,JPY,0.009259,2025-12-21,CENTRAL_BANK
FX00000228,USD,CAD,0.711126,2025-12-21,MARKET
FX00000229,USD,AUD,0.683482,2025-12-21,MARKET
FX00000230,USD,CHF,1.159519,2025-12-21,MARKET
FX00000231,USD,CNY,0.136488,2025-12-21,CENTRAL_BANK
FX00000232,USD,EUR,1.147002,2025-12-20,CENTRAL_BANK
FX00000233,USD,GBP,1.310095,2025-12-20,MARKET
FX00000234,USD,JPY,0.008975,2025-12-20,CENTRAL_BANK
FX00000235,USD,CAD,0.722690,2025-12-20,CENTRAL_BANK
FX00000236,USD,AUD,0.638751,2025-12-20,CENTRAL_BANK
FX00000237,USD,CHF,1.128680,2025-12-20,MANUAL
FX00000238,USD,CNY,0.146915,2025-12-20,CENTRAL_BANK
FX00000239,USD,EUR,1.144371,2025-12-19,CENTRAL_BANK
FX00000240,USD,GBP,1.271930,2025-12-19,MANUAL
FX00000241,USD,JPY,0.009540,2025-12-19,CENTRAL_BANK
FX00000242,USD,CAD,0.732098,2025-12-19,MARKET
FX00000243,USD,AUD,0.668051,2025-12-19,CENTRAL_BANK
FX00000244,USD,CHF,1.100358,2025-12-19,MANUAL
FX00000245,USD,CNY,0.140115,2025-12-19,CENTRAL_BANK
FX00000246,USD,EUR,1.061039,2025-12-18,CENTRAL_BANK
FX00000247,USD,GBP,1.310940,2025-12-18,MARKET
FX00000248,USD,JPY,0.009546,2025-12-18,MARKET
FX00000249,USD,CAD,0.754720,2025-12-18,MANUAL
FX00000250,USD,AUD,0.661273,2025-12-18,CENTRAL_BANK
FX00000251,USD,CHF,1.071670,2025-12-18,CENTRAL_BANK
FX00000252,USD,CNY,0.139313,2025-12-18,MANUAL
FX00000253,USD,EUR,1.140022,2025-12-17,MARKET
FX00000254,USD,GBP,1.293334,2025-12-17,MANUAL
FX00000255,USD,JPY,0.009496,2025-12-17,MANUAL
FX00000256,USD,CAD,0.731471,2025-12-17,MARKET
FX00000257,USD,AUD,0.652546,2025-12-17,MANUAL
FX00000258,USD,CHF,1.155638,2025-12-17,MANUAL
FX00000259,USD,CNY,0.145739,2025-12-17,CENTRAL_BANK
FX00000260,USD,EUR,1.152616,2025-12-16,CENTRAL_BANK
FX00000261,USD,GBP,1.257620,2025-12-16,MARKET
FX00000262,USD,JPY,0.008943,2025-12-16,MANUAL
FX00000263,USD,CAD,0.768514,2025-12-16,MANUAL
FX00000264,USD,AUD,0.659189,2025-12-16,MARKET
FX00000265,USD,CHF,1.065615,2025-12-16,CENTRAL_BANK
FX00000266,USD,CNY,0.146392,2025-12-16,MARKET
FX00000267,USD,EUR,1.076651,2025-12-15,MANUAL
FX00000268,USD,GBP,1.242649,2025-12-15,CENTRAL_BANK
FX00000269,USD,JPY,0.008949,2025-12-15,MARKET
FX00000270,USD,CAD,0.720570,2025-12-15,MARKET
FX00000271,USD,AUD,0.634944,2025-12-15,MANUAL
FX00000272,USD,CHF,1.148237,2025-12-15,MANUAL
FX00000273,USD,CNY,0.136001,2025-12-15,MANUAL
FX00000274,USD,EUR,1.079284,2025-12-14,CENTRAL_BANK
FX00000275,USD,GBP,1.266208,2025-12-14,MANUAL
FX00000276,USD,JPY,999999.0,2025-12-14,MANUAL
FX00000277,USD,CAD,0.728716,2025-12-14,CENTRAL_BANK
FX00000278,USD,AUD,0.645168,2025-12-14,MARKET
FX00000279,USD,CHF,1.102887,2025-12-14,CENTRAL_BANK
FX00000280,USD,CNY,0.141334,2025-12-14,CENTRAL_BANK
FX00000281,USD,EUR,1.111498,2025-12-13,CENTRAL_BANK
FX00000282,USD,GBP,1.304699,2025-12-13,MANUAL
FX00000283,USD,JPY,0.008938,2025-12-13,MANUAL
FX00000284,USD,CAD,0.732839,2025-12-13,MARKET
FX00000285,USD,AUD,0.681893,2025-12-13,CENTRAL_BANK
FX00000286,USD,CHF,1.103162,2025-12-13,MANUAL
FX00000287,USD,CNY,0.144971,2025-12-13,MANUAL
FX00000288,USD,EUR,1.102207,2025-12-12,MARKET
FX00000289,USD,GBP,1.315791,2025-12-12,MANUAL
FX00000290,USD,JPY,0.009118,2025-12-12,MANUAL
FX00000291,USD,CAD,0.749710,2025-12-12,MANUAL
FX00000292,USD,AUD,0.650311,2025-12-12,CENTRAL_BANK
FX00000293,USD,CHF,1.121595,2025-12-12,MANUAL
FX00000294,USD,CNY,0.142323,2025-12-12,MARKET
FX00000295,USD,EUR,1.084128,2025-12-11,CENTRAL_BANK
FX00000296,USD,GBP,1.298261,2025-12-11,MARKET
FX00000297,USD,JPY,0.009431,2025-12-11,MARKET
FX00000298,USD,CAD,0.734389,2025-12-11,MANUAL
FX00000299,USD,AUD,0.687101,2025-12-11,MANUAL
FX00000300,USD,CHF,1.068321,2025-12-11,MANUAL
FX00000301,USD,CNY,999999.0,2025-12-11,CENTRAL_BANK
FX00000302,USD,EUR,1.100246,2025-12-10,CENTRAL_BANK
FX00000303,USD,GBP,1.330545,2025-12-10,MANUAL
FX00000304,USD,JPY,0.008675,2025-12-10,CENTRAL_BANK
FX00000305,USD,CAD,0.727752,2025-12-10,MARKET
FX00000306,USD,AUD,0.677814,2025-12-10,CENTRAL_BANK
FX00000307,USD,CHF,1.082567,2025-12-10,CENTRAL_BANK
FX00000308,USD,CNY,0.136650,2025-12-10,MANUAL
FX00000309,USD,EUR,1.125559,2025-12-09,MARKET
FX00000310,USD,GBP,1.304435,2025-12-09,CENTRAL_BANK
FX00000311,USD,JPY,0.009313,2025-12-09,CENTRAL_BANK
FX00000312,USD,CAD,0.761019,2025-12-09,CENTRAL_BANK
FX00000313,USD,AUD,0.662280,2025-12-09,MANUAL
FX00000314,USD,CHF,1.172028,2025-12-09,CENTRAL_BANK
FX00000315,USD,CNY,0.139850,2025-12-09,CENTRAL_BANK
FX00000316,USD,EUR,1.062216,2025-12-08,CENTRAL_BANK
FX00000317,USD,GBP,1.213185,2025-12-08,MANUAL
FX00000318,USD,JPY,0.008750,2025-12-08,MANUAL
FX00000319,USD,CAD,0.760249,2025-12-08,CENTRAL_BANK
FX00000320,USD,AUD,0.684403,2025-12-08,CENTRAL_BANK
FX00000321,USD,CHF,1.174169,2025-12-08,MANUAL
FX00000322,USD,CNY,0.133952,2025-12-08,MANUAL
FX00000323,USD,EUR,1.101934,2025-12-07,MARKET
FX00000324,USD,GBP,1.304313,2025-12-07,MANUAL
FX00000325,USD,JPY,0.008956,2025-12-07,CENTRAL_BANK
FX00000326,USD,CAD,0.719017,2025-12-07,CENTRAL_BANK
FX00000327,USD,AUD,0.665448,2025-12-07,MARKET
FX00000328,USD,CHF,1.136814,2025-12-07,CENTRAL_BANK
FX00000329,USD,CNY,0.136950,2025-12-07,MANUAL
FX00000330,USD,EUR,1.100633,2025-12-06,CENTRAL_BANK
FX00000331,USD,GBP,1.332969,2025-12-06,MARKET
FX00000332,USD,JPY,0.008800,2025-12-06,CENTRAL_BANK
FX00000333,USD,CAD,0.763132,2025-12-06,CENTRAL_BANK
FX00000334,USD,AUD,0.677887,2025-12-06,CENTRAL_BANK
FX00000335,USD,CHF,1.106268,2025-12-06,MANUAL
FX00000336,USD,CNY,0.142888,2025-12-06,MARKET
FX00000337,USD,EUR,1.067903,2025-12-05,CENTRAL_BANK
FX00000338,USD,GBP,999999.0,2025-12-05,MANUAL
FX00000339,USD,JPY,,2025-12-05,MANUAL
FX00000340,USD,CAD,0.712406,2025-12-05,MARKET
FX00000341,USD,AUD,0.643783,2025-12-05,CENTRAL_BANK
FX00000342,USD,CHF,1.113546,2025-12-05,CENTRAL_BANK
FX00000343,USD,CNY,0.139956,2025-12-05,MANUAL
FX00000344,USD,EUR,1.063367,2025-12-04,CENTRAL_BANK
FX00000345,USD,GBP,999999.0,2025-12-04,MANUAL
FX00000346,USD,JPY,0.008674,2025-12-04,CENTRAL_BANK
FX00000347,USD,CAD,0.722225,2025-12-04,MARKET
FX00000348,USD,AUD,0.666133,2025-12-04,MARKET
FX00000349,USD,CHF,1.067564,2025-12-04,MANUAL
FX00000350,USD,CNY,0.136602,2025-12-04,MANUAL
FX00000351,USD,EUR,1.092646,2025-12-03,MARKET
FX00000352,USD,GBP,1.260762,2025-12-03,MANUAL
FX00000353,USD,JPY,999999.0,2025-12-03,MANUAL
FX00000354,USD,CAD,0.729662,2025-12-03,MARKET
FX00000355,USD,AUD,0.690034,2025-12-03,CENTRAL_BANK
FX00000356,USD,CHF,1.118691,2025-12-03,CENTRAL_BANK
FX00000357,USD,CNY,0.139886,2025-12-03,MANUAL
FX00000358,USD,EUR,1.071565,2025-12-02,MARKET
FX00000359,USD,GBP,1.277307,2025-12-02,CENTRAL_BANK
FX00000360,USD,JPY,0.008830,2025-12-02,MARKET
FX00000361,USD,CAD,0.764555,2025-12-02,MARKET
FX00000362,USD,AUD,999999.0,2025-12-02,CENTRAL_BANK
FX00000363,USD,CHF,1.123858,2025-12-02,CENTRAL_BANK
FX00000364,USD,CNY,0.146450,2025-12-02,CENTRAL_BANK
FX00000365,USD,EUR,1.100600,2025-12-01,MANUAL
FX00000366,USD,GBP,1.290539,2025-12-01,MANUAL
FX00000367,USD,JPY,0.008653,2025-12-01,MARKET
FX00000368,USD,CAD,0.769118,2025-12-01,CENTRAL_BANK
FX00000369,USD,AUD,-1.0,2025-12-01,MARKET
FX00000370,USD,CHF,1.074611,2025-12-01,MARKET
FX00000371,USD,CNY,0.144796,2025-12-01,MARKET
FX00000372,USD,EUR,1.099307,2025-11-30,MARKET
FX00000373,USD,GBP,1.304304,2025-11-30,MARKET
FX00000374,USD,JPY,0.008682,2025-11-30,MANUAL
FX00000375,USD,CAD,0.738278,2025-11-30,MANUAL
FX00000376,USD,AUD,-1.0,2025-11-30,MANUAL
FX00000377,USD,CHF,1.077052,2025-11-30,CENTRAL_BANK
FX00000378,USD,CNY,0.141797,2025-11-30,MARKET
FX00000379,USD,EUR,1.093508,2025-11-29,MARKET
FX00000380,USD,GBP,1.297607,2025-11-29,MARKET
FX00000381,USD,JPY,0.009070,2025-11-29,MARKET
FX00000382,USD,CAD,0.721255,2025-11-29,CENTRAL_BANK
FX00000383,USD,AUD,0.640437,2025-11-29,MANUAL
FX00000384,USD,CHF,1.174104,2025-11-29,MANUAL
FX00000385,USD,CNY,0.143889,2025-11-29,CENTRAL_BANK
FX00000386,USD,EUR,1.154371,2025-11-28,MARKET
FX00000387,USD,GBP,1.307533,2025-11-28,CENTRAL_BANK
FX00000388,USD,JPY,0.009165,2025-11-28,MARKET
FX00000389,USD,CAD,0.721239,2025-11-28,CENTRAL_BANK
FX00000390,USD,AUD,0.680586,2025-11-28,MANUAL
FX00000391,USD,CHF,1.134827,2025-11-28,MARKET
FX00000392,USD,CNY,0.146055,2025-11-28,CENTRAL_BANK
FX00000393,USD,EUR,1.152733,2025-11-27,MANUAL
FX00000394,USD,GBP,1.242776,2025-11-27,MANUAL
FX00000395,USD,JPY,0.008717,2025-11-27,MARKET
FX00000396,USD,CAD,0.752412,2025-11-27,CENTRAL_BANK
FX00000397,USD,AUD,0.630146,2025-11-27,CENTRAL_BANK
FX00000398,USD,CHF,,2025-11-27,MANUAL
FX00000399,USD,CNY,0.133318,2025-11-27,MARKET
FX00000400,USD,EUR,1.129187,2025-11-26,MARKET
FX00000401,USD,GBP,1.287522,2025-11-26,MANUAL
FX00000402,USD,JPY,0.008952,2025-11-26,MARKET
FX00000403,USD,CAD,0.725027,2025-11-26,MANUAL
FX00000404,USD,AUD,0.668880,2025-11-26,MARKET
FX00000405,USD,CHF,1.118190,2025-11-26,MARKET
FX00000406,USD,CNY,0.144397,2025-11-26,CENTRAL_BANK
FX00000407,USD,EUR,999999.0,2025-11-25,MARKET
FX00000408,USD,GBP,1.206757,2025-11-25,MANUAL
FX00000409,USD,JPY,0.008848,2025-11-25,MARKET
FX00000410,USD,CAD,0.719733,2025-11-25,MANUAL
FX00000411,USD,AUD,0.657920,2025-11-25,MARKET
FX00000412,USD,CHF,1.106314,2025-11-25,MARKET
FX00000413,USD,CNY,0.133822,2025-11-25,CENTRAL_BANK
FX00000414,USD,EUR,1.089535,2025-11-24,CENTRAL_BANK
FX00000415,USD,GBP,1.298303,2025-11-24,CENTRAL_BANK
FX00000416,USD,JPY,0.009474,2025-11-24,CENTRAL_BANK
FX00000417,USD,CAD,999999.0,2025-11-24,MARKET
FX00000418,USD,AUD,0.646264,2025-11-24,CENTRAL_BANK
FX00000419,USD,CHF,1.090134,2025-11-24,MANUAL
FX00000420,USD,CNY,0.142692,2025-11-24,MARKET
FX00000421,USD,EUR,1.153540,2025-11-23,CENTRAL_BANK
FX00000422,USD,GBP,1.260963,2025-11-23,MARKET
FX00000423,USD,JPY,0.008704,2025-11-23,MARKET
FX00000424,USD,CAD,0.751766,2025-11-23,MANUAL
FX00000425,USD,AUD,0.637366,2025-11-23,CENTRAL_BANK
FX00000426,USD,CHF,1.090854,2025-11-23,MARKET
FX00000427,USD,CNY,0.136783,2025-11-23,MARKET
FX00000428,USD,EUR,1.104170,2025-11-22,MANUAL
FX00000429,USD,GBP,1.261962,2025-11-22,MANUAL
FX00000430,USD,JPY,,2025-11-22,MANUAL
