account_id,customer_id,account_type,balance,currency,status,opened_date,last_transaction_date
ACC00000055,CUST000530,SAVINGS,16680.69,GBP,CLOSED,2025-04-21,2025-12-24
ACC00000056,CUST000201,CHECKING,35995.63,EUR,PENDING,2026-06-10,2026-01-01
ACC00000057,CUST000468,CHECKING,61161.92,CHF,CLOSED,2027-08-07,2026-01-03
ACC00000058,CUST000906,INVESTMENT,74967.56,JPY,ACTIVE,2024-03-10,2026-02-10
ACC00000059,CUST000646,CREDIT,81732.50,JPY,PENDING,2027-12-02,2026-01-26
ACC00000060,CUST000330,CREDIT,77883.37,CNY,ACTIVE,2025-07-13,2026-01-09
ACC00000061,CUST000562,SAVINGS,64536.48,CAD,PENDING,2026-03-23,2026-01-02
ACC00000062,CUST000534,INVESTMENT,65234.08,JPY,CLOSED,2026-01-26,2025-12-24
ACC00000063,CUST000115,SAVINGS,20519.00,GBP,ACTIVE,2026-01-04,2026-01-25
ACC00000064,CUST949082,INVESTMENT,57783.59,USD,SUSPENDED,2025-02-08,2026-01-23
ACC00000065,CUST960504,LOAN,58036.88,CNY,CLOSED,2024-10-19,2026-02-18
ACC00000066,CUST000558,CHECKING,99225.49,CHF,ACTIVE,2028-01-08,2026-01-25
ACC00000067,CUST000047,LOAN,34920.54,CHF,PENDING,2024-03-20,2026-01-11
ACC00000068,CUST000161,SAVINGS,17416.25,CAD,SUSPENDED,2026-10-30,2026-01-24
ACC00000069,CUST000566,LOAN,87755.52,AUD,PENDING,2027-10-14,2026-01-19
ACC00000070,CUST000375,LOAN,6803.00,CHF,CLOSED,2025-08-27,2025-12-30
ACC00000071,CUST000514,CHECKING,58625.27,USD,CLOSED,2025-08-31,2026-02-09
ACC00000072,CUST000419,INVESTMENT,33402.24,JPY,SUSPENDED,2026-12-15,2026-02-18
ACC00000073,CUST000899,INVESTMENT,7729.05,GBP,ACTIVE,2025-10-12,2025-12-31
ACC00000074,CUST000182,LOAN,15685.25,CHF,ACTIVE,2024-05-25,2026-02-06
ACC00000075,CUST000004,LOAN,27898.56,JPY,CLOSED,2026-09-20,2026-01-15
ACC00000076,CUST000195,CREDIT,70762.62,GBP,SUSPENDED,2026-04-11,2026-01-30
ACC00000077,CUST000228,SAVINGS,73219.95,GBP,CLOSED,2025-02-27,2026-02-19
ACC00000078,CUST000183,CREDIT,6852.03,JPY,CLOSED,2027-05-13,2026-01-07
ACC00000079,CUST000595,CHECKING,99486.62,CHF,CLOSED,2026-06-13,2026-02-10
ACC00000080,CUST915300,INVESTMENT,93750.93,GBP,SUSPENDED,2026-06-12,2026-02-04
ACC00000081,CUST000174,INVESTMENT,96072.61,CAD,CLOSED,2027-07-26,2026-01-11
ACC00000082,CUST000977,SAVINGS,69789.40,GBP,SUSPENDED,2024-02-26,2026-02-05
ACC00000083,CUST000851,CHECKING,57683.93,CNY,CLOSED,2025-09-13,2026-01-08
ACC00000084,CUST903266,CHECKING,30691.64,CNY,ACTIVE,2025-01-16,2026-01-12
ACC00000085,CUST000238,CHECKING,54808.62,AUD,PENDING,2027-06-21,2026-02-06
ACC00000086,CUST000786,INVESTMENT,61983.01,CAD,CLOSED,2024-07-08,2026-01-12
ACC00000087,CUST000166,CREDIT,9285.58,AUD,SUSPENDED,2025-08-28,2025-12-29
ACC00000088,CUST000230,SAVINGS,66484.62,JPY,ACTIVE,2026-12-17,2026-01-21
ACC00000089,CUST000491,CREDIT,64612.41,CAD,SUSPENDED,2025-12-05,2026-01-26
ACC00000090,CUST000598,LOAN,91.42,USD,ACTIVE,2027-01-13,2025-12-23
ACC00000091,CUST000475,CHECKING,554.02,GBP,SUSPENDED,2025-12-22,2026-02-05
ACC00000092,CUST000971,INVESTMENT,93883.80,CHF,CLOSED,2024-04-12,2026-01-11
ACC00000093,CUST000020,INVESTMENT,4646.94,JPY,PENDING,2027-03-18,2026-02-02
ACC00000094,CUST000932,SAVINGS,86704.22,GBP,ACTIVE,2027-03-10,2026-02-10
ACC00000095,CUST000220,INVESTMENT,66056.22,EUR,SUSPENDED,2026-01-08,2026-01-13
ACC00000096,CUST000501,CHECKING,38838.64,AUD,PENDING,2026-10-31,2025-12-31
ACC00000097,CUST956229,CHECKING,46686.19,CHF,PENDING,2024-09-22,2026-01-04
ACC00000098,CUST000876,INVESTMENT,77045.94,JPY,CLOSED,2024-03-26,2026-02-19
ACC00000099,CUST906008,CHECKING,45344.03,AUD,ACTIVE,2027-11-04,2026-01-31
ACC00000100,CUST000248,INVESTMENT,89906.71,EUR,SUSPENDED,2024-07-08,2026-01-25
ACC00000101,CUST000169,CHECKING,44776.08,GBP,PENDING,2024-09-18,2026-02-12
ACC00000102,CUST000230,SAVINGS,29964.25,GBP,PENDING,2027-01-26,2025-12-30
ACC00000103,CUST000093,INVESTMENT,5449.14,CHF,ACTIVE,2026-11-11,2026-02-03
ACC00000104,CUST000006,INVESTMENT,63017.41,EUR,CLOSED,2026-06-10,2025-12-26
ACC00000105,CUST000618,CREDIT,15001.40,CAD,ACTIVE,2026-03-12,2026-02-06
ACC00000106,CUST000365,CHECKING,85764.01,USD,CLOSED,2027-04-25,2026-02-14
ACC00000107,CUST000166,INVESTMENT,84572.55,CHF,PENDING,2027-11-13,2026-02-10
ACC00000108,CUST000979,INVESTMENT,72456.79,CAD,PENDING,2027-07-18,2025-12-23
ACC00000109,CUST931874,SAVINGS,4780.58,EUR,PENDING,2025-11-24,2026-01-07
ACC00000110,CUST000562,CREDIT,19541.93,CNY,ACTIVE,2024-06-13,2026-01-07
ACC00000111,CUST000835,INVESTMENT,45597.50,CNY,PENDING,2024-09-02,2026-01-18
ACC00000112,CUST000502,LOAN,49482.56,CHF,PENDING,2025-07-29,2026-01-10
ACC00000113,CUST000039,LOAN,36064.84,CHF,SUSPENDED,2026-10-23,2026-01-23
ACC00000114,CUST000868,CHECKING,16100.24,CHF,SUSPENDED,2025-02-25,2026-02-01
ACC00000115,CUST000985,CREDIT,98323.91,AUD,PENDING,2026-04-03,2026-02-10
ACC00000116,CUST000804,CHECKING,12225.95,GBP,SUSPENDED,2027-09-14,2025-12-25
ACC00000117,CUST000895,SAVINGS,36707.62,AUD,PENDING,2026-09-22,2025-12-24
ACC00000118,CUST992031,INVESTMENT,82657.27,USD,PENDING,2024-02-02,2026-01-19
ACC00000119,CUST000947,CREDIT,88355.41,USD,ACTIVE,2026-02-18,2026-02-13
ACC00000120,CUST000549,CHECKING,48927.81,CHF,SUSPENDED,2027-04-07,2026-02-17
ACC00000121,CUST000322,CREDIT,71448.31,USD,ACTIVE,2027-01-30,2026-01-23
ACC00000122,CUST000244,LOAN,36198.07,JPY,SUSPENDED,2026-04-05,2026-01-19
ACC00000123,CUST000447,CREDIT,40462.78,CHF,ACTIVE,2027-01-17,2026-02-10
ACC00000124,CUST000674,SAVINGS,77657.84,AUD,SUSPENDED,2026-04-25,2026-01-18
ACC00000125,CUST000862,CHECKING,17090.55,AUD,SUSPENDED,2025-11-08,2026-01-18
ACC00000126,CUST000799,SAVINGS,9588.26,JPY,PENDING,2027-12-03,2026-02-18
ACC00000127,CUST000654,CREDIT,4216.23,EUR,SUSPENDED,2024-05-13,2026-02-18
ACC00000128,CUST000153,CHECKING,90569.98,CNY,PENDING,2027-09-04,2026-01-04
ACC00000129,CUST000251,SAVINGS,47621.44,USD,ACTIVE,2025-11-15,2026-01-14
ACC00000130,CUST000913,SAVINGS,82809.95,USD,ACTIVE,2026-06-24,2026-01-29
ACC00000131,CUST000593,LOAN,29305.23,EUR,ACTIVE,2027-03-12,2026-02-19
ACC00000132,CUST000414,INVESTMENT,40343.77,CAD,ACTIVE,2027-09-20,2026-02-14
ACC00000133,CUST000412,SAVINGS,16260.65,CHF,ACTIVE,2026-04-24,2025-12-28
ACC00000134,CUST000059,LOAN,14136.41,CNY,CLOSED,2026-12-08,2025-12-29
ACC00000135,CUST000795,CHECKING,22647.30,CAD,PENDING,2026-09-02,2026-02-14
ACC00000136,CUST000101,INVESTMENT,71795.66,USD,ACTIVE,2027-09-12,2026-01-22
ACC00000137,CUST000515,LOAN,80055.04,CAD,ACTIVE,2027-05-21,2026-02-17
ACC00000138,CUST000102,INVESTMENT,16142.31,CAD,CLOSED,2026-01-01,2026-01-04
ACC00000139,CUST000149,CHECKING,78432.34,CNY,ACTIVE,2024-01-26,2025-12-26
ACC00000140,CUST000799,LOAN,95207.16,CAD,ACTIVE,2026-09-04,2025-12-29
ACC00000141,CUST000556,CHECKING,48609.06,EUR,ACTIVE,2025-04-28,2026-01-08
ACC00000142,CUST000034,INVESTMENT,71304.95,CHF,SUSPENDED,2027-07-25,2025-12-31
ACC00000143,CUST000868,CREDIT,63658.22,EUR,ACTIVE,2025-05-25,2026-01-03
ACC00000144,CUST941428,SAVINGS,39767.91,CAD,SUSPENDED,2025-04-02,2026-01-14
ACC00000145,CUST000661,INVESTMENT,22096.03,JPY,SUSPENDED,2024-03-14,2026-01-09
ACC00000146,CUST000683,LOAN,32498.81,USD,PENDING,2028-01-02,2026-02-20
ACC00000147,CUST000534,LOAN,67327.24,GBP,CLOSED,2026-10-29,2026-01-27
ACC00000148,CUST000732,CHECKING,64836.78,CHF,ACTIVE,2026-10-30,2026-01-23
ACC00000149,CUST000877,CREDIT,87451.08,CNY,CLOSED,2025-12-15,2026-01-30
ACC00000150,CUST000748,INVESTMENT,64471.73,EUR,SUSPENDED,2026-03-16,2026-02-18
ACC00000151,CUST000010,CHECKING,91312.84,EUR,ACTIVE,2025-04-11,2026-02-17
ACC00000152,CUST000894,CHECKING,14742.86,CAD,CLOSED,2025-06-07,2026-02-16
ACC00000153,CUST000577,LOAN,73785.89,CNY,SUSPENDED,2027-12-03,2026-01-25
ACC00000154,CUST000519,LOAN,5722.18,CHF,SUSPENDED,2024-10-25,2026-01-27
ACC00000155,CUST000240,LOAN,98511.26,GBP,CLOSED,2027-07-20,2025-12-23
ACC00000156,CUST000425,SAVINGS,12362.03,JPY,ACTIVE,2025-04-14,2025-12-23
ACC00000157,CUST000157,CHECKING,85809.18,EUR,ACTIVE,2027-10-09,2026-02-06
ACC00000158,CUST000082,SAVINGS,83284.43,CAD,CLOSED,2027-04-08,2026-02-13
ACC00000159,CUST000306,LOAN,65864.27,CAD,CLOSED,2024-02-06,2026-01-25
ACC00000160,CUST000537,CREDIT,91443.49,GBP,SUSPENDED,2025-10-16,2025-12-30
ACC00000161,CUST000181,SAVINGS,32059.34,EUR,ACTIVE,2026-09-06,2026-02-17
ACC00000162,CUST000453,CHECKING,75845.08,AUD,SUSPENDED,2025-01-15,2026-01-21
ACC00000163,CUST000969,CHECKING,67072.65,JPY,SUSPENDED,2025-01-23,2025-12-23
ACC00000164,CUST000632,INVESTMENT,30664.78,CNY,PENDING,2026-10-12,2025-12-25
ACC00000165,CUST000885,INVESTMENT,51349.48,EUR,ACTIVE,2025-10-08,2026-01-21
ACC00000166,CUST000330,LOAN,61417.36,CAD,CLOSED,2024-03-22,2026-01-01
ACC00000167,CUST000726,CREDIT,25608.24,AUD,PENDING,2027-01-24,2026-01-10
ACC00000168,CUST919115,SAVINGS,8532.48,CNY,PENDING,2027-07-19,2026-02-12
ACC00000169,CUST000585,LOAN,51808.24,EUR,CLOSED,2027-10-02,2025-12-29
ACC00000170,CUST000774,CHECKING,81685.01,EUR,SUSPENDED,2025-05-19,2026-02-18
ACC00000171,CUST000512,INVESTMENT,49197.36,EUR,PENDING,2024-06-10,2025-12-26
ACC00000172,CUST000571,CREDIT,2450.27,EUR,PENDING,2025-06-16,2026-01-07
ACC00000173,CUST000084,INVESTMENT,22844.67,EUR,CLOSED,2027-04-10,2026-01-28
ACC00000174,CUST000341,CHECKING,70173.06,CAD,ACTIVE,2026-03-18,2026-02-06
ACC00000175,CUST000753,SAVINGS,33229.74,EUR,PENDING,2025-10-05,2026-02-03
ACC00000176,CUST000535,SAVINGS,87114.28,CHF,SUSPENDED,2026-10-19,2026-01-28
ACC00000177,CUST000547,CREDIT,49953.82,GBP,PENDING,2026-06-29,2026-01-10
ACC00000178,CUST000565,CHECKING,99691.85,CAD,CLOSED,2026-10-28,2026-01-22
ACC00000179,CUST000531,SAVINGS,10145.23,EUR,SUSPENDED,2026-01-05,2026-01-05
,CUST000593,CREDIT,57149.22,GBP,ACTIVE,2027-08-08,2026-01-14
ACC00000181,CUST000961,CHECKING,31629.14,EUR,PENDING,2026-01-01,2026-02-15
ACC00000182,CUST000929,CHECKING,20931.81,CHF,SUSPENDED,2027-04-27,2026-02-15
ACC00000183,CUST000434,LOAN,38785.36,EUR,PENDING,2024-12-14,2026-01-06
ACC00000184,CUST000198,INVESTMENT,69365.66,GBP,PENDING,2024-07-02,2025-12-27
ACC00000185,CUST000475,SAVINGS,43054.67,JPY,SUSPENDED,2026-07-07,2026-01-13
ACC00000186,CUST000745,SAVINGS,9703.60,GBP,SUSPENDED,2027-08-24,2026-02-03
ACC00000187,CUST000531,INVESTMENT,62212.19,CHF,ACTIVE,2025-02-20,2026-02-19
ACC00000188,CUST000523,LOAN,80281.36,CNY,PENDING,2026-05-08,2026-01-19
ACC00000189,CUST000149,CREDIT,41677.90,GBP,CLOSED,2024-08-01,2026-01-11
ACC00000190,CUST000269,INVESTMENT,99598.83,AUD,PENDING,2027-12-24,2025-12-24
ACC00000191,CUST000087,CREDIT,44437.32,EUR,ACTIVE,2026-09-28,2026-01-26
ACC00000192,CUST000071,LOAN,89115.89,CNY,CLOSED,2026-11-11,2026-01-19
ACC00000193,CUST000448,CREDIT,23621.78,CAD,SUSPENDED,2025-05-13,2026-01-14
ACC00000194,CUST000387,SAVINGS,136.16,CAD,SUSPENDED,2024-04-12,2026-01-08
ACC00000195,CUST000571,SAVINGS,25965.54,GBP,SUSPENDED,2027-03-02,2025-12-27
ACC00000196,CUST000677,SAVINGS,20423.31,CAD,SUSPENDED,2028-01-02,2026-01-09
ACC00000197,CUST000610,INVESTMENT,21627.83,CAD,PENDING,2027-10-14,2026-01-22
ACC00000198,CUST000756,SAVINGS,90255.11,GBP,PENDING,2027-10-18,2025-12-25
ACC00000199,CUST000984,INVESTMENT,2102.70,CAD,PENDING,2026-03-02,2026-02-07
ACC00000200,CUST000520,SAVINGS,2148.06,GBP,PENDING,2026-12-30,2026-02-16
ACC00000201,CUST000361,LOAN,81465.39,GBP,SUSPENDED,2027-08-07,2025-12-29
ACC00000202,CUST000812,LOAN,89329.90,AUD,PENDING,2027-12-30,2026-02-02
ACC00000203,CUST000310,CHECKING,42682.84,AUD,ACTIVE,2025-02-03,2026-02-12
ACC00000204,,CREDIT,26245.02,GBP,CLOSED,2024-07-16,2025-12-28
ACC00000205,,SAVINGS,57360.13,EUR,CLOSED,2024-04-19,2026-02-17
ACC00000206,CUST000284,CHECKING,73668.77,EUR,SUSPENDED,2026-11-10,2026-01-03
ACC00000207,CUST000287,LOAN,1496.07,EUR,CLOSED,2025-05-24,2025-12-26
ACC00000208,CUST000769,SAVINGS,4359.88,GBP,CLOSED,2025-02-17,2026-01-08
ACC00000209,CUST000159,CHECKING,46277.34,GBP,ACTIVE,2025-02-17,2026-02-12
ACC00000210,CUST000590,CHECKING,54238.59,GBP,CLOSED,2027-10-19,2026-02-15
ACC00000211,CUST000780,CHECKING,76734.11,AUD,ACTIVE,2027-08-15,2026-02-01
ACC00000212,CUST000761,LOAN,31359.60,CHF,PENDING,2026-11-03,2026-01-02
ACC00000213,CUST000311,CHECKING,8907.85,CHF,CLOSED,2026-10-27,2026-02-09
ACC00000214,CUST000535,LOAN,86113.09,USD,SUSPENDED,2026-02-27,2025-12-28
ACC00000215,CUST000239,CREDIT,24836.20,USD,CLOSED,2024-05-18,2026-01-07
ACC00000216,CUST000480,LOAN,87165.39,CHF,CLOSED,2025-09-28,2025-12-28
ACC00000217,CUST000592,CHECKING,25962.09,AUD,PENDING,2026-04-09,2026-02-14
ACC00000218,CUST000346,CREDIT,50559.42,JPY,CLOSED,2024-03-28,2026-02-10
ACC00000219,CUST000445,CREDIT,2602.05,JPY,PENDING,2024-04-14,2026-02-03
ACC00000220,,CHECKING,82676.95,AUD,PENDING,2027-11-22,2026-02-10
ACC00000221,CUST000113,LOAN,97899.05,AUD,CLOSED,2027-10-03,2026-01-11
ACC00000222,CUST000709,LOAN,63532.88,AUD,SUSPENDED,2026-10-31,2026-02-15
ACC00000223,CUST000681,CHECKING,3393.00,GBP,SUSPENDED,2027-04-25,2026-01-07
ACC00000224,CUST000410,SAVINGS,34456.25,CHF,ACTIVE,2027-07-28,2026-01-20
ACC00000225,CUST000271,INVESTMENT,86017.28,USD,PENDING,2025-10-29,2026-02-01
ACC00000226,CUST000019,SAVINGS,21119.50,AUD,SUSPENDED,2026-08-28,2026-01-15
ACC00000227,CUST000337,CREDIT,43338.65,CNY,SUSPENDED,2027-02-07,2025-12-31
ACC00000228,CUST000781,SAVINGS,28980.98,CAD,PENDING,2026-10-30,2026-01-02
ACC00000229,CUST000676,SAVINGS,21013.75,CAD,CLOSED,2027-08-17,2026-01-06
ACC00000230,CUST000032,CHECKING,60881.24,CNY,PENDING,2027-04-25,2026-01-17
ACC00000231,CUST000809,INVESTMENT,59269.81,USD,ACTIVE,2026-08-09,2026-01-09
ACC00000232,CUST000611,LOAN,74694.89,CAD,CLOSED,2027-09-10,2026-01-17
ACC00000233,CUST000850,CREDIT,60280.09,CNY,PENDING,2024-04-06,2026-01-05
ACC00000234,CUST000657,LOAN,273.18,JPY,PENDING,2025-07-12,2026-01-28
ACC00000235,CUST000693,SAVINGS,23220.24,GBP,ACTIVE,2026-10-19,2026-01-25
ACC00000236,CUST000522,SAVINGS,36768.26,GBP,SUSPENDED,2026-03-14,2025-12-24
ACC00000237,CUST000540,CHECKING,58822.43,GBP,CLOSED,2025-09-28,2026-02-05
ACC00000238,CUST000046,SAVINGS,30586.32,CHF,SUSPENDED,2027-03-28,2026-01-19
ACC00000239,CUST000280,CHECKING,74200.69,CNY,SUSPENDED,2025-01-06,2026-01-19
ACC00000240,CUST000527,CREDIT,1977.69,CHF,ACTIVE,2026-05-22,2026-01-24
ACC00000241,CUST908577,CREDIT,62534.21,CNY,CLOSED,2024-07-24,2025-12-23
ACC00000242,CUST999137,LOAN,36786.51,CHF,PENDING,2026-07-11,2026-02-18
ACC00000243,CUST000281,LOAN,59468.50,EUR,CLOSED,2024-07-22,2026-02-13
ACC00000244,CUST000917,CHECKING,76914.28,CHF,CLOSED,2027-11-27,2026-02-08
ACC00000245,CUST000578,SAVINGS,38371.49,JPY,SUSPENDED,2025-01-14,2025-12-23
ACC00000246,CUST000804,SAVINGS,92216.17,AUD,SUSPENDED,2026-04-12,2026-02-10
ACC00000247,CUST000973,SAVINGS,83902.97,USD,PENDING,2026-10-08,2026-02-18
ACC00000248,CUST000345,SAVINGS,85586.14,GBP,ACTIVE,2025-08-19,2026-02-02
ACC00000249,CUST000742,CREDIT,47971.07,AUD,SUSPENDED,2025-01-11,2026-01-26
ACC00000250,CUST000630,CHECKING,10393.57,GBP,ACTIVE,2026-09-11,2026-01-02
ACC00000251,CUST000047,CREDIT,34345.14,CAD,SUSPENDED,2024-04-18,2026-02-20
ACC00000252,CUST000687,LOAN,94961.02,AUD,PENDING,2027-02-09,2026-01-31
ACC00000253,CUST000604,INVESTMENT,6596.46,CAD,SUSPENDED,2026-05-25,2026-01-11
ACC00000254,CUST000887,LOAN,43025.76,CAD,SUSPENDED,2025-03-16,2026-02-10
ACC00000255,CUST925971,SAVINGS,43672.12,EUR,ACTIVE,2024-12-01,2026-01-28
ACC00000256,CUST000830,LOAN,19137.02,GBP,ACTIVE,2026-08-06,2025-12-25
ACC00000257,CUST000373,CREDIT,2363.98,USD,PENDING,2027-04-25,2026-01-28
ACC00000258,CUST000566,LOAN,80403.49,AUD,SUSPENDED,2024-04-17,2026-01-23
ACC00000259,CUST000735,CREDIT,60496.92,USD,PENDING,2025-01-08,2026-01-03
ACC00000260,CUST000728,CREDIT,92945.41,EUR,PENDING,2025-01-17,2026-01-18
ACC00000261,CUST000743,CREDIT,97096.87,CNY,CLOSED,2027-08-29,2026-02-17
ACC00000262,CUST000219,CREDIT,2452.09,CAD,SUSPENDED,2026-12-03,2026-01-14
ACC00000263,CUST000569,LOAN,85950.45,EUR,PENDING,2024-12-15,2026-02-02
ACC00000264,CUST000767,CREDIT,10404.70,CHF,SUSPENDED,2025-12-21,2026-02-07
ACC00000265,CUST000900,LOAN,4101.57,GBP,ACTIVE,2026-07-26,2026-01-16
ACC00000266,CUST000949,INVESTMENT,33432.24,CNY,CLOSED,2026-08-05,2026-01-27
ACC00000267,CUST000536,LOAN,5788.07,CHF,PENDING,2026-03-13,2026-02-21
ACC00000268,CUST000153,SAVINGS,4939.16,CNY,PENDING,2024-11-30,2026-01-16
ACC00000269,CUST000659,CREDIT,43464.50,GBP,ACTIVE,2024-08-12,2025-12-23
ACC00000270,CUST000043,LOAN,5283.07,CAD,ACTIVE,2024-01-27,2026-01-31
ACC00000271,CUST000898,CREDIT,78569.96,JPY,ACTIVE,2026-09-04,2026-02-05
ACC00000272,CUST000738,LOAN,63311.30,EUR,PENDING,2024-10-21,2026-01-30
ACC00000273,CUST000612,INVESTMENT,44591.24,GBP,CLOSED,2026-11-25,2025-12-26
ACC00000274,CUST000135,CHECKING,4605.80,EUR,CLOSED,2024-10-21,2026-01-24
ACC00000275,CUST000130,LOAN,97862.16,CNY,CLOSED,2026-06-22,2025-12-23
ACC00000276,CUST000984,INVESTMENT,64536.33,CAD,ACTIVE,2024-09-12,2025-12-26
ACC00000277,CUST000587,CHECKING,99717.33,EUR,SUSPENDED,2026-08-07,2026-02-20
ACC00000278,CUST000663,CHECKING,53960.43,CAD,CLOSED,2025-11-22,2026-02-17
ACC00000279,CUST000398,LOAN,31314.25,GBP,SUSPENDED,2027-03-08,2025-12-24
ACC00000280,CUST000627,LOAN,7902.52,USD,ACTIVE,2024-10-16,2026-01-08
ACC00000281,CUST000026,SAVINGS,14768.08,JPY,ACTIVE,2026-07-25,2026-02-08
ACC00000282,CUST000902,LOAN,44137.56,JPY,ACTIVE,2025-12-10,2026-01-07
ACC00000283,CUST000091,CREDIT,38423.56,CAD,PENDING,2026-09-25,2026-02-09
ACC00000284,CUST000982,SAVINGS,41238.98,CNY,CLOSED,2026-10-21,2025-12-24
ACC00000285,CUST000851,CHECKING,39685.63,CAD,PENDING,2026-08-31,2026-02-12
ACC00000286,CUST000678,INVESTMENT,39182.80,EUR,ACTIVE,2026-06-27,2026-01-25
